,users,followingRatio,order,freq,catchingUpRatio,features,probability,prediction
27,Anze-G,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]","[4.7247050918368786e-21,4.7247050918368786e-21,1.2358013307316403e-12,0.9999999999987642,4.724705092138278e-21]",3
28,Anzze99,0.16666666666666666,0.875,0.6666666666666666,0.3333333333333333,"[0.16666666666666666,0.875,0.6666666666666666,0.3333333333333333]","[2.5926034417652134e-05,0.9863711771739944,0.013602896791588125,2.2476669623894755e-18,2.247667037037192e-18]",1
29,Apsirtgirl,0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857]","[5.1502127351248425e-14,5.705690663895627e-23,1.322844942586477e-07,0.9999998677154542,5.705690663895604e-23]",3
30,benjamin,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]","[4.5948202171918706e-21,4.5948202171918706e-21,2.0387658562007589e-13,0.9999999999997962,4.5997464429928216e-21]",3
31,blaz02,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]","[4.5948202171918706e-21,4.5948202171918706e-21,2.0387658562007589e-13,0.9999999999997962,4.5997464429928216e-21]",3
32,Bojan1825,0.125,1.0,0.6666666666666666,0.3333333333333333,"[0.125,1.0,0.6666666666666666,0.3333333333333333]","[2.5446153127256363e-11,6.648487772704192e-15,1.5019888725791827e-07,0.9999998497756599,7.1461518976987e-23]",3
33,BORIS MREVLJE,0.5,1.0,0.0,0.0,"[0.5,1.0,0.0,0.0]","[3.612872114394215e-09,5.362446629362344e-22,6.222912446317074e-11,0.9999999963248862,1.2541477958388458e-14]",3
34,Bo��tjan M.,0.16666666666666669,1.0,0.7142857142857143,0.0,"[0.16666666666666669,1.0,0.7142857142857143,0.0]","[1.954448957388177e-18,7.391607206441678e-23,7.273378722092912e-08,0.9999999272662128,7.391607201719966e-23]",3
35,BostjanH,0.25,0.9166666666666666,0.0,0.0,"[0.25,0.9166666666666666,0.0,0.0]","[0.9485194648250984,6.36911181137924e-16,5.7708787963527906e-05,2.3162253571629568e-17,0.05142282638693751]",0
36,Bo��tjanK,0.08333333333333333,1.0,0.6153846153846154,0.0,"[0.08333333333333333,1.0,0.6153846153846154,0.0]","[4.610452305658109e-12,7.032546455431656e-11,1.5796961994598884e-07,0.9999998419554441,6.945707296234433e-23]",3
37,Branklo,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.905679613879211e-22,8.070725123801202e-23,4.329381740216186e-08,0.9999999567061826,8.070725123801202e-23]",3
38,BrunoB,0.14285714285714288,0.875,0.6666666666666666,0.2222222222222222,"[0.14285714285714288,0.875,0.6666666666666666,0.2222222222222222]","[2.2642465888180965e-06,0.9898744632903278,0.01012327246308341,1.285831869350568e-18,1.285831869398421e-18]",1
39,Buda,0.5,0.4,0.3333333333333333,0.6666666666666666,"[0.5,0.4,0.3333333333333333,0.6666666666666666]","[2.8547220825197395e-14,8.447639281124199e-16,0.9999999999999689,8.447639281124199e-16,8.447639281124199e-16]",2
40,Buki,0.1,1.0,0.8,0.0,"[0.1,1.0,0.8,0.0]","[1.5034880950477053e-19,1.1893109943368423e-15,7.747536801232074e-08,0.9999999225246308,8.611936362335246e-23]",3
41,chibu79,0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333,"[0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333]","[3.5193510563863024e-22,1.0761617287187899e-14,5.3893070285591347e-08,0.999999946106919,1.1173319085176996e-22]",3
42,Cromiza,0.25,0.8,0.2727272727272727,0.2727272727272727,"[0.25,0.8,0.2727272727272727,0.2727272727272727]","[0.9097403596056065,0.0811092214693042,0.008333906832701382,6.10034578587364e-18,0.0008165120923879378]",0
43,cvjetko,0.1111111111111111,1.0,0.6666666666666666,0.25,"[0.1111111111111111,1.0,0.6666666666666666,0.25]","[2.8165088692346654e-11,3.0548021783923e-13,1.715905561813452e-07,0.9999998283809732,5.876345465073651e-23]",3
44,Dalka,0.14285714285714285,0.5714285714285714,0.5,0.0,"[0.14285714285714285,0.5714285714285714,0.5,0.0]","[3.1619961824255376e-13,1.051809107494222e-16,0.9999999999996834,1.051809107494222e-16,1.0518290514297215e-16]",2
45,Damir Mulalic,0.25,1.0,0.16666666666666666,0.25,"[0.25,1.0,0.16666666666666666,0.25]","[2.6814657224393265e-09,1.0625304834395188e-22,7.635260394915124e-10,0.9999999964810231,7.398514909924468e-11]",3
46,damir.juretic,0.09090909090909091,1.0,1.0,0.0,"[0.09090909090909091,1.0,1.0,0.0]","[2.0712475634310585e-22,5.5450742430651794e-17,1.1188371602082775e-08,0.9999999888116282,2.0712475385495198e-22]",3
47,Danilo4783,0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727,"[0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727]","[1.2630564260057512e-09,1.1369528811150428e-22,1.401636990066537e-10,0.9999999981876033,4.0917645941885157e-10]",3
48,Dario,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]","[9.615433027620225e-08,7.94364762778153e-23,3.2787273960205308e-09,0.9999999005669424,2.3398501916651996e-18]",3
49,DarioR,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,"[0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285]","[2.4208648093799334e-07,1.0261146989621412e-22,9.00788773086839e-10,0.9999997570125922,1.3783709526898064e-13]",3
50,Darko Babic,0.1,1.0,0.6923076923076923,0.15384615384615385,"[0.1,1.0,0.6923076923076923,0.15384615384615385]","[2.131604905461463e-12,1.3352031494277732e-12,1.8122305907857417e-07,0.9999998187734741,5.565768501439866e-23]",3
51,Dejan Adamic,0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385,"[0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385]","[5.5079774816969744e-09,1.3932954955773743e-16,0.9999999944920221,1.3932954955773743e-16,1.3932955791554675e-16]",2
52,DejanJ,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693]","[2.005126869235199e-14,0.9953859204034297,0.004614079596550297,3.0092736498211823e-18,3.0092736498211823e-18]",1
53,delimir,0.3333333333333333,0.8,0.0,0.0,"[0.3333333333333333,0.8,0.0,0.0]","[0.9935846253069882,1.648637516743467e-13,0.0016987374367382166,5.745667163440519e-17,0.0047166372561085]",0
54,demirel,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]","[2.318996172696531e-16,2.318996172696531e-16,0.00014704499479863017,2.318996172696531e-16,0.9998529550052007]",4
55,Deni Oreb,1.0,1.0,0.09090909090909093,0.9090909090909091,"[1.0,1.0,0.09090909090909093,0.9090909090909091]","[5.615314527732844e-21,5.615314527732844e-21,2.337076136590518e-14,0.9999999999999767,1.2628936472150803e-19]",3
56,Dimen,0.33333333333333337,0.75,0.4,0.2,"[0.33333333333333337,0.75,0.4,0.2]","[2.1509566148688304e-05,4.631312645255434e-07,0.999975913381602,9.960068754495549e-17,2.1139209845637446e-06]",2
57,dkervina,0.25,1.0,0.5,0.5,"[0.25,1.0,0.5,0.5]","[4.909211729337138e-12,8.947160275114873e-23,1.99959782400377e-08,0.9999999799991125,8.994341538231396e-23]",3
58,dmeic,0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156,"[0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156]","[0.0220560758632408,0.9492708817125897,0.008754635124759174,6.363173944712728e-17,0.019918407299410214]",1
59,Domen S,0.08333333333333333,1.0,0.9166666666666666,0.0,"[0.08333333333333333,1.0,0.9166666666666666,0.0]","[1.3177885570495362e-22,3.630799426168257e-14,3.270006277441645e-08,0.9999999672999009,1.3100202649631172e-22]",3
60,Dorsi,0.25,1.0,0.4,0.6,"[0.25,1.0,0.4,0.6]","[4.270509885149235e-15,1.984711412364036e-22,2.3876986951221465e-09,0.9999999976122927,4.32998448163737e-15]",3
61,dragana,0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714,"[0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714]","[2.5053478741216577e-05,4.1400152667395376e-16,0.9999749465212576,4.1400152667395376e-16,4.140015266740964e-16]",2
62,Dra��en,0.16666666666666666,0.875,0.5555555555555556,0.0,"[0.16666666666666666,0.875,0.5555555555555556,0.0]","[3.319166967488375e-07,0.8968256391692536,0.1031740289140496,2.035923397610415e-17,2.0359234682061188e-17]",1
63,Dra��en Kralj,0.3333333333333333,0.9090909090909092,0.0,0.0,"[0.3333333333333333,0.9090909090909092,0.0,0.0]","[0.9737379555722232,1.3429837399228033e-17,4.434655112319531e-05,1.3429837399228033e-17,0.02621769787665358]",0
64,drejc,0.125,0.7,0.18181818181818185,0.09090909090909091,"[0.125,0.7,0.18181818181818185,0.09090909090909091]","[0.9195204414323324,9.457184778581239e-17,0.08047955854885931,9.457184778581239e-17,1.880807772151382e-11]",0
65,Du��i,0.3333333333333333,1.0,0.125,0.0,"[0.3333333333333333,1.0,0.125,0.0]","[1.4276044770452893e-06,2.1078594384213237e-22,1.3347489537980112e-09,0.9999985710607706,3.4208445880049808e-15]",3
66,Edvard,0.125,1.0,0.7777777777777778,0.1111111111111111,"[0.125,1.0,0.7777777777777778,0.1111111111111111]","[1.2300270483127794e-16,3.165136594460134e-19,1.2086942660483397e-07,0.9999998791305733,6.471334145068136e-23]",3
67,Efa i Neno,0.125,0.75,0.38461538461538464,0.38461538461538464,"[0.125,0.75,0.38461538461538464,0.38461538461538464]","[0.9692395023994897,2.972320492538315e-17,0.03076035572529004,2.972320492538315e-17,1.4187522011924995e-07]",0
68,Elena Nikolovska,0.5,1.0,0.125,0.5,"[0.5,1.0,0.125,0.5]","[8.723443341738338e-15,9.247827894312294e-23,3.0239184339912274e-11,0.9999999999640854,5.666736959359862e-12]",3
69,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333,"[0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333]","[0.0018493112989898908,0.9921988537350374,0.0059518349659726305,1.2430502033146556e-18,1.747043591106807e-16]",1
70,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857]","[5.1502127351248425e-14,5.705690663895627e-23,1.322844942586477e-07,0.9999998677154542,5.705690663895604e-23]",3
71,Gasper,0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285,"[0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285]","[1.7473779192872221e-06,5.348534049241244e-17,0.9999982525222849,5.32798654589889e-17,9.979574287910163e-11]",2
72,gcampa,0.125,1.0,0.4166666666666667,0.25,"[0.125,1.0,0.4166666666666667,0.25]","[2.4194522787364835e-09,1.1129321384530855e-12,3.022862804856872e-08,0.9999999673508068,3.2763994479565547e-21]",3
73,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]","[2.318996172696531e-16,2.318996172696531e-16,0.00014704499479863017,2.318996172696531e-16,0.9998529550052007]",4
74,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666,"[0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666]","[5.035533453117857e-11,7.50919348514333e-18,2.8499002295610063e-10,0.9999999551383721,4.452628241223787e-08]",3
75,Goran ��urica,0.16666666666666666,0.9166666666666666,0.3076923076923077,0.0,"[0.16666666666666666,0.9166666666666666,0.3076923076923077,0.0]","[0.9559372208431651,0.008370213909761792,0.03569255572841596,4.4758851518140486e-17,9.51865710800633e-09]",0
76,Gordan,0.25,0.9166666666666666,0.07692307692307693,0.0,"[0.25,0.9166666666666666,0.07692307692307693,0.0]","[0.992198208161354,4.84416803447193e-17,0.00011907411199154232,7.361036647738893e-18,0.007682717726654471]",0
77,Gordana Genc,0.125,1.0,0.8888888888888888,0.1111111111111111,"[0.125,1.0,0.8888888888888888,0.1111111111111111]","[1.1891644499736482e-21,2.3944893470554867e-21,6.18242817633009e-08,0.9999999381757182,9.812703393210094e-23]",3
78,gpet,0.09999999999999999,0.9090909090909092,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,0.9090909090909092,0.8333333333333334,0.16666666666666666]","[6.495200651948788e-12,0.9930916734717103,0.0069083265217945436,2.7306972635302043e-18,2.7306972635302043e-18]",1
79,Gregor Primc,0.09999999999999999,1.0,0.4166666666666667,0.08333333333333333,"[0.09999999999999999,1.0,0.4166666666666667,0.08333333333333333]","[3.054729175919292e-08,7.444228301527769e-11,6.114435002539002e-08,0.9999999082339158,7.987675082206458e-23]",3
80,greta,0.25,0.6666666666666666,0.2857142857142857,0.42857142857142855,"[0.25,0.6666666666666666,0.2857142857142857,0.42857142857142855]","[0.9526360936967398,3.879244911826083e-17,0.04736390630147954,3.879244905205015e-17,1.7807896355403188e-12]",0
81,Grozdana Sirotic,0.3333333333333333,1.0,0.5,0.0,"[0.3333333333333333,1.0,0.5,0.0]","[3.54915638192641e-17,8.607251345124833e-23,2.2362776481561856e-08,0.9999999776372234,8.607251345124833e-23]",3
82,Grup amor,0.16666666666666666,0.875,0.1111111111111111,0.0,"[0.16666666666666666,0.875,0.1111111111111111,0.0]","[0.9628589085645393,0.011193886015883382,0.0008422248963077677,1.6103186324918054e-17,0.025104980523269538]",0
83,HanaP,0.33333333333333337,1.0,0.0,0.0,"[0.33333333333333337,1.0,0.0,0.0]","[5.929213867225667e-06,4.75402521114282e-22,1.7438701834747198e-10,0.9999940704810935,1.3065229339622425e-10]",3
84,Hrvoje Juvancic,0.2,1.0,0.5555555555555556,0.4444444444444444,"[0.2,1.0,0.5555555555555556,0.4444444444444444]","[2.4610686242077387e-11,8.080499836848489e-23,4.75969363465372e-08,0.999999952378453,8.080499743592995e-23]",3
85,Igor ��utic,0.08333333333333333,1.0,0.8461538461538461,0.0,"[0.08333333333333333,1.0,0.8461538461538461,0.0]","[4.455462434063873e-21,3.235514043671577e-13,6.288213881865737e-08,0.9999999371175377,9.875958553368193e-23]",3
86,Igor ��afran,0.08333333333333333,0.75,0.7692307692307693,0.0,"[0.08333333333333333,0.75,0.7692307692307693,0.0]","[1.104470283129225e-14,4.90793791748854e-16,0.9999999999999875,4.907937917488397e-16,4.907937917488397e-16]",2
87,Igor29,0.5,1.0,0.3333333333333333,0.6666666666666666,"[0.5,1.0,0.3333333333333333,0.6666666666666666]","[5.431221190356641e-18,1.495335080540347e-22,4.3505055613192915e-10,0.9999999995649494,1.0306672614691533e-17]",3
88,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,0.25,"[0.3333333333333333,0.8571428571428571,0.125,0.25]","[0.7142687258058895,2.592647322294588e-17,0.0017865901627414618,2.579898973511215e-17,0.2839446840313691]",0
89,igorr,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]","[9.615433027620225e-08,7.94364762778153e-23,3.2787273960205308e-09,0.9999999005669424,2.3398501916651996e-18]",3
90,iivana,0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285,"[0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285]","[0.9614758156430839,0.00461302508378699,0.03354669416725675,1.722094392176648e-17,0.00036446510587242255]",0
91,Ina,0.1,1.0,0.9,0.0,"[0.1,1.0,0.9,0.0]","[1.2544844327229214e-22,3.1606749927185085e-17,3.350562994206002e-08,0.9999999664943701,1.2452499048483177e-22]",3
92,Ines,1.0,1.0,0.125,0.875,"[1.0,1.0,0.125,0.875]","[4.9958970413102495e-21,4.9958970413102495e-21,6.591813795976417e-14,0.999999999999934,7.297834405673672e-21]",3
93,Ivan Odrljin,0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693,"[0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693]","[2.3414358950515553e-08,0.9887428601582912,0.011257116427349851,2.228646554549226e-18,2.228646554549226e-18]",1
94,Ivana PR,0.2,1.0,1.0,0.0,"[0.2,1.0,1.0,0.0]","[3.2959391415778986e-22,3.2959391415778986e-22,3.199767720938482e-09,0.9999999968002322,3.2959391415778986e-22]",3
95,IvanV,0.5,0.8,0.3333333333333333,0.3333333333333333,"[0.5,0.8,0.3333333333333333,0.3333333333333333]","[3.3407841616043134e-08,7.196419810740361e-16,0.9955266753311145,7.196419810740361e-16,0.0044732912610425]",2
96,Ivica Komljenovic,0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461,"[0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461]","[4.662728901626633e-16,3.08259967475905e-16,3.517863999649987e-06,3.08259967475905e-16,0.9999964821359993]",4
97,Iztok3,0.25,1.0,0.2,0.4,"[0.25,1.0,0.2,0.4]","[1.2450224582830404e-12,1.2104101305524954e-22,3.8638124573529065e-10,0.9999999989408207,6.715531035835443e-10]",3
98,jadralec Jaro,0.14285714285714285,0.7142857142857143,0.625,0.125,"[0.14285714285714285,0.7142857142857143,0.625,0.125]","[9.16186356410739e-08,8.364420582608438e-17,0.9999999083813639,8.364420582600871e-17,8.4166120438496e-17]",2
99,Jadran,0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666]","[8.670271557064531e-17,2.5818084338909133e-14,1.3439736170673742e-07,0.9999998656026124,7.738946921935702e-23]",3
100,Janez  stupica,0.16666666666666666,0.8571428571428571,0.625,0.0,"[0.16666666666666666,0.8571428571428571,0.625,0.0]","[1.2124688810745147e-10,0.9545382796261263,0.045461720252626896,9.997277553769486e-18,9.997277553770535e-18]",1
101,Jani Pristavec,0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693,"[0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693]","[4.1190721794705407e-13,7.115874967431001e-11,1.7376301879724904e-07,0.9999998261654105,6.028572065642492e-23]",3
102,Jaro��,0.19999999999999998,0.8,0.5,0.0,"[0.19999999999999998,0.8,0.5,0.0]","[3.978669063108003e-07,0.17569721923518175,0.8243023828979086,1.098954527691525e-16,3.2131062852003274e-15]",2
103,Jasminka,0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857,"[0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857]","[0.00045270995777712956,0.9694528700260064,0.030094420016216497,3.2439063415344684e-18,9.375622789556254e-17]",1
104,jelena,0.1,1.0,0.9090909090909092,0.09090909090909091,"[0.1,1.0,0.9090909090909092,0.09090909090909091]","[4.896838308002319e-22,2.9351425724431665e-16,5.629775323625118e-08,0.9999999437022464,1.07604923088725e-22]",3
105,Jelena-Marija,0.25,0.8,0.2727272727272727,0.6363636363636364,"[0.25,0.8,0.2727272727272727,0.6363636363636364]","[5.20176018728519e-05,0.9921836038542189,0.003385850111843367,3.510445269592485e-16,0.004378528432064528]",1
106,Jelena Cutura,0.25,1.0,0.6,0.2,"[0.25,1.0,0.6,0.2]","[3.5022743460442044e-13,4.208135024526711e-23,7.903505368015221e-08,0.9999999209645961,4.208135024526711e-23]",3
107,jerko,0.16666666666666666,0.9090909090909092,0.5,0.5,"[0.16666666666666666,0.9090909090909092,0.5,0.5]","[0.0002876570181964753,0.9926143205058914,0.0070980218376620625,1.6796586737291292e-17,6.38250103902164e-10]",1
108,Jerko. Marinkovic,0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333,"[0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333]","[7.793810238854741e-05,0.9869608413364978,0.012961220561113715,2.912290462766867e-18,2.9122904644865447e-18]",1
109,Josip Rabanasic,0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855,"[0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855]","[0.2689502835929206,0.6535545643147133,0.07748034516900114,4.241012637036947e-17,1.4806923365097004e-05]",1
110,josko52@gmail.com,0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143,"[0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143]","[1.4078355161483593e-08,6.879608960357247e-16,0.0005852661240960114,6.879608960357247e-16,0.9994147197975474]",4
111,JOZE,0.5,0.5,0.0,0.0,"[0.5,0.5,0.0,0.0]","[1.153698388111633e-15,1.1533504719883567e-15,0.9999999999999953,1.1533504719883567e-15,1.1533504719884326e-15]",2
112,Jo��ko,0.125,0.8888888888888888,0.6,0.0,"[0.125,0.8888888888888888,0.6,0.0]","[4.0428510295817654e-08,0.9869956887387057,0.013004270832784113,2.5715836079749102e-18,2.5715836079776666e-18]",1
113,Jure Gros,0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077]","[1.9176821350588513e-10,2.327638887577592e-18,5.052333096469192e-09,0.9999999947558491,4.9546187639047844e-14]",3
114,jure111,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]","[4.5948202171918706e-21,4.5948202171918706e-21,2.0387658562007589e-13,0.9999999999997962,4.5997464429928216e-21]",3
115,jurebizjak,0.1111111111111111,1.0,0.5,0.08333333333333333,"[0.1111111111111111,1.0,0.5,0.08333333333333333]","[4.505983592337701e-09,5.134221900660141e-13,1.0539343350291457e-07,0.9999998901000694,6.063892285258945e-23]",3
