,users,followingRatio,order,freq,pcaInput,_1,_2,prediction
39,Buda,0.5,0.4,0.3333333333333333,"[0.5,0.4,0.3333333333333333]",0.06455568469422332,0.5753569242098912,0
40,Buki,0.1,1.0,0.8,"[0.1,1.0,0.8]",0.7654107674123396,1.012763112121844,1
41,chibu79,0.0909090909090909,1.0,0.9166666666666666,"[0.0909090909090909,1.0,0.9166666666666666]",0.8660016705471275,1.0164435003825745,1
42,Cromiza,0.25,0.8,0.2727272727272727,"[0.25,0.8,0.2727272727272727]",0.21804660339604562,0.8507045127330958,3
43,cvjetko,0.1111111111111111,1.0,0.6666666666666666,"[0.1111111111111111,1.0,0.6666666666666666]",0.6500536402262367,1.0088227304218806,1
44,Dalka,0.14285714285714285,0.5714285714285714,0.5,"[0.14285714285714285,0.5714285714285714,0.5]",0.42543989775663105,0.6128781482632109,0
45,Damir Mulalic,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",0.16409060770831305,1.0298596571294911,3
46,damir.juretic,0.09090909090909091,1.0,1.0,"[0.09090909090909091,1.0,1.0]",0.9342874603548676,1.0214643359509425,1
47,Danilo4783,0.3333333333333333,1.0,0.09090909090909093,"[0.3333333333333333,1.0,0.09090909090909093]",0.05626364077111419,1.0559924252289385,2
48,Dario,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",0.16386549137725018,1.0639040449124275,3
49,DarioR,0.3333333333333333,1.0,0.14285714285714285,"[0.3333333333333333,1.0,0.14285714285714285]",0.09883140584606907,1.059122296752077,2
50,Darko Babic,0.1,1.0,0.6923076923076923,"[0.1,1.0,0.6923076923076923]",0.6771645159684907,1.00627464769503,1
51,Dejan Adamic,0.1,0.5833333333333334,0.6153846153846154,"[0.1,0.5833333333333334,0.6153846153846154]",0.5454789972639255,0.6150873245053549,1
52,DejanJ,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]",0.7986498883084896,0.93209390862795,1
53,delimir,0.3333333333333333,0.8,0.0,"[0.3333333333333333,0.8,0.0]",-0.05118313945035724,0.8649698513073099,2
54,demirel,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]",-0.23428637387712103,1.0019128047405181,2
55,Deni Oreb,1.0,1.0,0.09090909090909093,"[1.0,1.0,0.09090909090909093]",-0.30972816885200316,1.3015697377944673,2
56,Dimen,0.33333333333333337,0.75,0.4,"[0.33333333333333337,0.75,0.4]",0.2683503537917204,0.8426835373464421,3
57,dkervina,0.25,1.0,0.5,"[0.25,1.0,0.5]",0.4372337669392737,1.0499429994029632,3
58,dmeic,0.2,0.8333333333333334,0.3076923076923077,"[0.2,0.8333333333333334,0.3076923076923077]",0.2796395680134081,0.8653170750444574,3
59,Domen S,0.08333333333333333,1.0,0.9166666666666666,"[0.08333333333333333,1.0,0.9166666666666666]",0.8701606683837538,1.013652849103421,1
60,Dorsi,0.25,1.0,0.4,"[0.25,1.0,0.4]",0.3552908191699855,1.0439179967209216,3
61,dragana,0.3333333333333333,0.5,0.42857142857142855,"[0.3333333333333333,0.5,0.42857142857142855]",0.25057113540757014,0.6124733432389978,0
62,Dra��en,0.16666666666666666,0.875,0.5555555555555556,"[0.16666666666666666,0.875,0.5555555555555556]",0.5079108584263025,0.906627247321932,1
63,drejc,0.125,0.7,0.18181818181818185,"[0.125,0.7,0.18181818181818185]",0.1956998831490589,0.7064088420834985,0
64,Du��i,0.3333333333333333,1.0,0.125,"[0.3333333333333333,1.0,0.125]",0.08419873660155333,1.0580464034159982,2
65,Edvard,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]",0.733476530602742,1.020633371858153,1
66,Efa i Neno,0.125,0.75,0.38461538461538464,"[0.125,0.75,0.38461538461538464]",0.3701161869498233,0.7650137036801695,3
67,Elena Nikolovska,0.5,1.0,0.125,"[0.5,1.0,0.125]",-0.007299215804226017,1.1194407315573804,2
68,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,"[0.16666666666666666,0.875,0.5555555555555556]",0.5079108584263025,0.906627247321932,1
69,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,"[0.19999999999999998,1.0,0.7142857142857143]",0.6402751835951964,1.0444354209934945,1
70,Gasper,0.25,0.6666666666666666,0.42857142857142855,"[0.25,0.6666666666666666,0.42857142857142855]",0.3237811043940434,0.736397261465087,3
71,gcampa,0.125,1.0,0.4166666666666667,"[0.125,1.0,0.4166666666666667]",0.437571441435868,0.9988764177285584,3
72,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]",-0.23428637387712103,1.0019128047405181,2
73,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,"[0.16666666666666666,1.0,0.08333333333333333]",0.14155379410346258,0.9941416574904319,3
74,Goran ��urica,0.16666666666666666,0.9166666666666666,0.3076923076923077,"[0.16666666666666666,0.9166666666666666,0.3076923076923077]",0.3116696548863558,0.930348750564571,3
75,Gordan,0.25,0.9166666666666666,0.07692307692307693,"[0.25,0.9166666666666666,0.07692307692307693]",0.07682156844664721,0.9471420622920892,3
76,Gordana Genc,0.125,1.0,0.8888888888888888,"[0.125,1.0,0.8888888888888888]",0.8245242503463955,1.0273278192826438,1
77,gpet,0.09999999999999999,0.9090909090909092,0.8333333333333334,"[0.09999999999999999,0.9090909090909092,0.8333333333333334]",0.7777463599989356,0.930432674187311,1
78,Gregor Primc,0.09999999999999999,1.0,0.4166666666666667,"[0.09999999999999999,1.0,0.4166666666666667]",0.45129613429673493,0.9896672685073511,3
79,greta,0.25,0.6666666666666666,0.2857142857142857,"[0.25,0.6666666666666666,0.2857142857142857]",0.20671975043791746,0.727790114776456,0
80,Grozdana Sirotic,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]",0.39148479073638404,1.0806401634736542,3
81,Grup amor,0.16666666666666666,0.875,0.1111111111111111,"[0.16666666666666666,0.875,0.1111111111111111]",0.14371997945168824,0.8798494576239694,3
82,HanaP,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]",-0.01822994811005693,1.0505151500634462,2
83,Hrvoje Juvancic,0.2,1.0,0.5555555555555556,"[0.2,1.0,0.5555555555555556]",0.5102070125328343,1.0348719246727938,1
84,Igor ��utic,0.08333333333333333,1.0,0.8461538461538461,"[0.08333333333333333,1.0,0.8461538461538461]",0.8123803847002814,1.0094044497763404,1
85,Igor ��afran,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]",0.7081558587792997,0.7728382088834455,1
86,Igor29,0.5,1.0,0.3333333333333333,"[0.5,1.0,0.3333333333333333]",0.16341525871512436,1.1319928204783005,3
87,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,"[0.3333333333333333,0.8571428571428571,0.125]",0.06066074278705308,0.925514047161615,3
88,igorr,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",0.16386549137725018,1.0639040449124275,3
89,iivana,0.25,0.8333333333333334,0.2857142857142857,"[0.25,0.8333333333333334,0.2857142857142857]",0.2341807432215011,0.8824111970732365,3
90,Ina,0.1,1.0,0.9,"[0.1,1.0,0.9]",0.8473537151816279,1.0187881148038855,1
91,Ines,1.0,1.0,0.125,"[1.0,1.0,0.125]",-0.281793073021564,1.303623715981527,2
92,Ivan Odrljin,0.09090909090909093,0.9166666666666666,0.6923076923076923,"[0.09090909090909093,0.9166666666666666,0.6923076923076923]",0.6684248169806505,0.9256153250116552,1
93,Ivana PR,0.2,1.0,1.0,"[0.2,1.0,1.0]",0.8743978915074484,1.0616497143707564,1
94,IvanV,0.5,0.8,0.3333333333333333,"[0.5,0.8,0.3333333333333333]",0.13046206737482402,0.946447521722164,3
95,Ivica Komljenovic,0.5,0.9166666666666666,0.15384615384615385,"[0.5,0.9166666666666666,0.15384615384615385]",0.0026076765835845173,1.0438681719518867,2
96,Iztok3,0.25,1.0,0.2,"[0.25,1.0,0.2]",0.19140492363140912,1.0318679913568385,3
97,jadralec Jaro,0.14285714285714285,0.7142857142857143,0.625,"[0.14285714285714285,0.7142857142857143,0.625]",0.5514065762827416,0.7529417578701461,1
98,Jadran,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]",0.7927250833354358,1.014771446349191,1
99,Janez  stupica,0.16666666666666666,0.8571428571428571,0.625,"[0.16666666666666666,0.8571428571428571,0.625]",0.5618734340392734,0.8942447324304408,1
100,Jani Pristavec,0.08333333333333333,1.0,0.6923076923076923,"[0.08333333333333333,1.0,0.6923076923076923]",0.6863143112090687,1.0001352148808917,1
101,Jaro��,0.19999999999999998,0.8,0.5,"[0.19999999999999998,0.8,0.5]",0.4317299613207072,0.845979402204412,3
102,Jasminka,0.19999999999999998,0.8333333333333334,0.5714285714285714,"[0.19999999999999998,0.8333333333333334,0.5714285714285714]",0.4957528368554869,0.8812071920080836,1
103,jelena,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]",0.854803074069745,1.0193358423204348,1
104,Jelena-Marija,0.25,0.8,0.2727272727272727,"[0.25,0.8,0.2727272727272727]",0.21804660339604562,0.8507045127330958,3
105,Jelena Cutura,0.25,1.0,0.6,"[0.25,1.0,0.6]",0.5191767147085619,1.0559680020850049,1
106,jerko,0.16666666666666666,0.9090909090909092,0.5,"[0.16666666666666666,0.9090909090909092,0.5]",0.4680040198056632,0.9349070631703918,3
107,Jerko. Marinkovic,0.125,0.9090909090909092,0.6666666666666666,"[0.125,0.9090909090909092,0.6666666666666666]",0.6274500875225884,0.9296001522717823,1
108,Josip Rabanasic,0.25,0.8333333333333334,0.42857142857142855,"[0.25,0.8333333333333334,0.42857142857142855]",0.35124209717762706,0.8910183437618674,3
109,josko52@gmail.com,0.5,0.8333333333333334,0.14285714285714285,"[0.5,0.8333333333333334,0.14285714285714285]",-0.02012753934329388,0.9658955425966789,2
110,JOZE,0.5,0.5,0.0,"[0.5,0.5,0.0]",-0.19211087886658712,0.6480462313144875,0
111,Jo��ko,0.125,0.8888888888888888,0.6,"[0.125,0.8888888888888888,0.6]",0.5694928504905072,0.906841534447781,1
112,Jure Gros,0.16666666666666666,1.0,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077]",0.3254001512781476,1.0076592917129612,3
113,jure111,1.0,1.0,0.16666666666666666,"[1.0,1.0,0.16666666666666666]",-0.24765017811769394,1.3061341337657109,2
114,jurebizjak,0.1111111111111111,1.0,0.5,"[0.1111111111111111,1.0,0.5]",0.5134820606107564,0.9987810592851446,1
115,kapitan72,0.2,0.625,0.5555555555555556,"[0.2,0.625,0.5555555555555556]",0.4484197787697711,0.686974489505038,3
116,Karla,0.5,1.0,0.5,"[0.5,1.0,0.5]",0.2999868383306047,1.1420344916150365,3
117,Karmen Hrvatic,0.16666666666666666,1.0,0.5454545454545454,"[0.16666666666666666,1.0,0.5454545454545454]",0.5202295375827488,1.021984472915018,1
118,Katarina ��edlbauer,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.10972790051583625,1.1119094782048284,2
119,kec,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]",0.031072592243757566,0.9778392263627803,2
120,kemi,0.2,0.5714285714285714,0.5,"[0.2,0.5714285714285714,0.5]",0.39406917121750673,0.6339276321973991,0
121,Kiklop,0.2,0.4,0.18181818181818185,"[0.2,0.4,0.18181818181818185]",0.10509601755600768,0.455718341612916,0
122,KlaraM,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",0.18662742131316357,1.0655776567685502,3
123,Kreso,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",0.16409060770831305,1.0298596571294911,3
124,Kristijan Lopac,0.16666666666666666,0.7,0.2727272727272727,"[0.16666666666666666,0.7,0.2727272727272727]",0.2473189839287851,0.7272346992843364,3
125,Ksenija Sekulic,0.16666666666666666,0.4545454545454545,0.0,"[0.16666666666666666,0.4545454545454545,0.0]",-0.016604335723278546,0.4830881889507829,0
126,Kskoric,0.3333333333333333,0.8888888888888888,0.0,"[0.3333333333333333,0.8888888888888888,0.0]",-0.03653727663244599,0.9474344285322592,2
127,Kvasina,0.2,1.0,0.4545454545454545,"[0.2,1.0,0.4545454545454545]",0.42743635822042186,1.028786063377802,3
128,Labura,0.5,1.0,0.25,"[0.5,1.0,0.25]",0.09512946890738422,1.1269719849099324,2
129,Lana,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0.5963421601596044,1.0957026701787582,1
130,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333]",0.34450357624815137,0.9160947737277441,3
131,Leo Mihaljevic,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0.5963421601596044,1.0957026701787582,1
132,ljubica basic,0.07692307692307693,1.0,0.9230769230769232,"[0.07692307692307693,1.0,0.9230769230769232]",0.8789325734614948,1.0116777469109346,1
133,Luc,0.11111111111111112,1.0,0.8181818181818182,"[0.11111111111111112,1.0,0.8181818181818182]",0.7742096216948553,1.0179515223643678,1
134,lucijan,0.125,0.6666666666666666,0.4615384615384616,"[0.125,0.6666666666666666,0.4615384615384616]",0.4194187273036379,0.6923377799795036,3
135,ludmilla,0.2,0.5,0.4,"[0.2,0.5,0.4]",0.3003572265409684,0.5616364513881659,0
136,Luka Skocir,0.25,1.0,0.4444444444444444,"[0.25,1.0,0.4444444444444444]",0.3917099070674469,1.0465957756907178,3
137,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]",0.7927250833354358,1.014771446349191,1
138,lukaaa11,0.25,1.0,0.3333333333333333,"[0.25,1.0,0.3333333333333333]",0.30066218732379335,1.0399013282662273,3
139,Lupodimare,0.25,0.4,0.3333333333333333,"[0.25,0.4,0.3333333333333333]",0.20180261330289231,0.48326543199781796,0
140,Maja Demaria,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]",0.5649256909114515,1.0252708380143136,1
141,Maja Grinek,0.2,0.875,0.3333333333333333,"[0.2,0.875,0.3333333333333333]",0.3075158284578394,0.9055172181012272,3
142,maja laurence,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",-0.4391437433003415,0.9868502980354141,2
143,MajaM,0.2,0.5833333333333334,0.38461538461538464,"[0.2,0.5833333333333334,0.38461538461538464]",0.301481115583639,0.6380200690470113,0
144,Mare_,0.2,1.0,1.0,"[0.2,1.0,1.0]",0.8743978915074484,1.0616497143707564,1
145,mare10,0.5,0.8333333333333334,0.0,"[0.5,0.8333333333333334,0.0]",-0.13718889329941986,0.957288395908048,2
146,Maria,0.14285714285714285,0.8571428571428571,0.625,"[0.14285714285714285,0.8571428571428571,0.625]",0.5749445700972419,0.885474114124529,1
147,Marijana,0.3333333333333333,1.0,0.42857142857142855,"[0.3333333333333333,1.0,0.42857142857142855]",0.332954113758321,1.0763365901293387,3
148,MARINO BRZAC,0.25,0.9090909090909092,0.3333333333333333,"[0.25,0.9090909090909092,0.3333333333333333]",0.2856834639872932,0.9555625561043469,3
149,Mario Bursac,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]",0.733476530602742,1.020633371858153,1
150,Mario91,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",-0.01868018077218271,1.1186039256293192,2
151,Marjan Henigman,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]",0.854803074069745,1.0193358423204348,1
152,Markisha,0.5,1.0,0.5,"[0.5,1.0,0.5]",0.2999868383306047,1.1420344916150365,3
153,Marko Dundovic,0.16666666666666666,0.9166666666666666,0.15384615384615385,"[0.16666666666666666,0.9166666666666666,0.15384615384615385]",0.18560358139514319,0.9210795156691224,3
154,Marko Kralj,0.5,1.0,0.4,"[0.5,1.0,0.4]",0.2180438905613165,1.1360094889329948,3
155,Marko L,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]",-0.033208671446557037,0.9661763779015661,2
156,marko maticic,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]",0.33656280516921677,0.7713979988800935,3
157,Ma��a,0.125,1.0,0.8,"[0.125,1.0,0.8]",0.7516860745514727,1.0219722613430513,1
158,masa sarusic,0.1111111111111111,0.9090909090909092,0.75,"[0.1111111111111111,0.9090909090909092,0.75]",0.7033607066974767,0.9295047938283684,1
159,Mate Vitaljic,0.125,0.7777777777777778,0.8,"[0.125,0.7777777777777778,0.8]",0.7150714175066946,0.8158108182806775,1
160,Matija Osterc,0.25,0.9166666666666666,0.2307692307692308,"[0.25,0.9166666666666666,0.2307692307692308]",0.20288764193785985,0.9564112971875378,3
161,Matija Turkalj,0.2,0.9,0.0,"[0.2,0.9,0.0]",0.038491818144416365,0.9086270381722723,2
162,Matjazzavrl,0.25,0.8571428571428571,0.375,"[0.25,0.8571428571428571,0.375]",0.3112670884131632,0.9098793897960279,3
163,Mauro,0.25,0.75,0.0,"[0.25,0.75,0.0]",-0.013672461082542692,0.7878863625475846,0
164,MedoPiki,0.2,1.0,0.0,"[0.2,1.0,0.0]",0.05496841381456653,1.0013996875503404,2
165,melina lako��,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.38422175773317424,1.296092462628975,2
166,mihaelas,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",-0.01868018077218271,1.1186039256293192,2
167,Miho,0.14285714285714285,0.8,0.3636363636363637,"[0.14285714285714285,0.8,0.3636363636363637]",0.35136030453807493,0.8167140055219853,3
168,Milan Kura��,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]",0.031072592243757566,0.9778392263627803,2
169,Mirela,0.2,0.8333333333333334,0.2307692307692308,"[0.2,0.8333333333333334,0.2307692307692308]",0.21660653126780188,0.8606824575967331,3
170,Mirjana Pu��karski,0.14285714285714285,1.0,0.875,"[0.14285714285714285,1.0,0.875]",0.8033399333349625,1.0330689770840162,1
171,Mirkomatic,0.16666666666666666,0.9166666666666666,0.2307692307692308,"[0.16666666666666666,0.9166666666666666,0.2307692307692308]",0.24863661814074953,0.9257141331168467,3
172,miroc,1.0,0.8,0.16666666666666666,"[1.0,0.8,0.16666666666666666]",-0.28060336945799425,1.1205888350095743,2
173,Mi��o,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0.5963421601596044,1.0957026701787582,1
174,MojcaDamijan,0.1111111111111111,1.0,0.6153846153846154,"[0.1111111111111111,1.0,0.6153846153846154]",0.6080316157291659,1.005732985456731,1
175,Nata��a,0.16666666666666669,1.0,0.7142857142857143,"[0.16666666666666669,1.0,0.7142857142857143]",0.6585747740763523,1.032156555365218,1
176,Nejc Kodric,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]",0.15358510158404534,1.0290872208882038,3
177,Nejc Likar,0.5,1.0,0.25,"[0.5,1.0,0.25]",0.09512946890738422,1.1269719849099324,2
178,nenad,0.14285714285714285,1.0,0.8571428571428571,"[0.14285714285714285,1.0,0.8571428571428571]",0.7887072640904467,1.0319930837479374,1
179,NenadS,0.19999999999999998,1.0,0.25,"[0.19999999999999998,1.0,0.25]",0.25982578323778704,1.0164621942554444,3
180,Neven,0.1,0.9166666666666666,0.6923076923076923,"[0.1,0.9166666666666666,0.6923076923076923]",0.6634340195766989,0.9289641065466396,1
181,Niko Vukusic,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",0.7183394300339769,1.0138435659902485,1
182,niko.mihovilovic,0.0909090909090909,0.9090909090909092,0.4166666666666667,"[0.0909090909090909,0.9090909090909092,0.4166666666666667]",0.4413082083641864,0.9019797148104864,3
183,Nikola Bar��ic,0.5,0.0,0.0,"[0.5,0.0,0.0]",-0.274493857217338,0.1841829844241465,0
184,Nikoleta,0.14285714285714285,1.0,0.7,"[0.14285714285714285,1.0,0.7]",0.6599397747387081,1.0225252223904433,1
185,nikonikokaoja,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",0.17745441194888595,0.7256383281042984,0
186,Oaky,0.14285714285714288,1.0,0.7777777777777778,"[0.14285714285714288,1.0,0.7777777777777778]",0.7236731785592656,1.027211335587587,1
187,Ojiga,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0.5963421601596044,1.0957026701787582,1
188,Pavle,0.09090909090909093,1.0,0.8461538461538461,"[0.09090909090909093,1.0,0.8461538461538461]",0.8082213868636551,1.012195101055494,1
189,pedro,1.0,1.0,0.2,"[1.0,1.0,0.2]",-0.22033586219459786,1.3081424679930582,2
190,peri,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]",0.7081558587792997,0.7728382088834455,1
191,Pero,0.3333333333333333,1.0,0.1111111111111111,"[0.3333333333333333,1.0,0.1111111111111111]",0.07281777163359664,1.057209597487937,2
192,Petar,0.14285714285714285,1.0,0.4166666666666667,"[0.14285714285714285,1.0,0.4166666666666667]",0.4277680893923917,1.0054543814579922,3
193,PeterKogej,0.25,0.8,0.18181818181818185,"[0.25,0.8,0.18181818181818185]",0.1435530145148746,0.8452272375676034,3
194,PetraP,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]",0.5649256909114515,1.0252708380143136,1
195,Pina,0.08333333333333333,1.0,0.9230769230769232,"[0.08333333333333333,1.0,0.9230769230769232]",0.8754134214458879,1.0140390672240647,1
196,Pino,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",0.16386549137725018,1.0639040449124275,3
197,Pirko,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",0.16409060770831305,1.0298596571294911,3
198,Pjerino,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]",0.8926974819886043,1.04937084874248,1
199,Pjero,0.125,1.0,0.5555555555555556,"[0.125,1.0,0.5555555555555556]",0.551381091115435,1.0072444770091717,1
200,Plavac_mali,0.125,1.0,0.6666666666666666,"[0.125,1.0,0.6666666666666666]",0.6424288108590884,1.0139389244336625,1
201,plombar,0.14285714285714282,0.75,0.5384615384615384,"[0.14285714285714282,0.75,0.5384615384615384]",0.48637890839755954,0.7808609023050519,3
