,users,followingRatio,order,freq,features,probability,prediction
51,Cromiza,0.25,0.8,0.2727272727272727,"[0.25,0.8,0.2727272727272727]","[0.002740975337015312,0.016644227631871202,0.9806147970311135,2.3135033649922852e-17]",2
52,cvjetko,0.1111111111111111,1.0,0.6666666666666666,"[0.1111111111111111,1.0,0.6666666666666666]","[7.97477371386457e-08,6.036533044600363e-10,2.0461906681978993e-11,0.9999999196281476]",3
53,Dalka,0.14285714285714285,0.5714285714285714,0.5,"[0.14285714285714285,0.5714285714285714,0.5]","[7.551926785789438e-06,0.36730689465902716,0.6326855534141866,3.664937932370064e-16]",2
54,Damir Mulalic,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]","[8.994486001964506e-14,1.97982738789992e-09,1.7086517563957178e-07,0.999999827154907]",3
55,damir.juretic,0.09090909090909091,1.0,1.0,"[0.09090909090909091,1.0,1.0]","[3.740719369255547e-09,2.035378447378837e-11,2.1026199041828e-16,0.9999999962389265]",3
56,Danilo4783,0.3333333333333333,1.0,0.09090909090909093,"[0.3333333333333333,1.0,0.09090909090909093]","[8.155222404933902e-16,1.6800046265575532e-09,1.9825764895526676e-07,0.9999998000623456]",3
57,Dario,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]","[1.5925718542934533e-14,2.420860249238332e-09,3.811882936994042e-08,0.9999999594602944]",3
58,DarioR,0.3333333333333333,1.0,0.14285714285714285,"[0.3333333333333333,1.0,0.14285714285714285]","[3.873135973632043e-15,2.0183765120488744e-09,1.127323465660756e-07,0.999999885249273]",3
59,Darko Babic,0.1,1.0,0.6923076923076923,"[0.1,1.0,0.6923076923076923]","[8.647292463545525e-08,4.999417673770452e-10,1.0411900454555357e-11,0.9999999130167218]",3
60,David Sirk,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[1.600774221687733e-17,1.0777919832378664e-09,4.0388715238091394e-07,0.9999995950350556]",3
61,Dejan Adamic,0.1,0.5833333333333334,0.6153846153846154,"[0.1,0.5833333333333334,0.6153846153846154]","[1.5108754651950335e-05,0.20213274515802443,0.7978521460873232,4.645512257927834e-16]",2
62,DejanJ,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]","[0.9998285368631437,0.0001667512941312191,4.711842725196263e-06,2.0068469957372148e-17]",0
63,delimir,0.3333333333333333,0.8,0.0,"[0.3333333333333333,0.8,0.0]","[5.1155033140204974e-08,0.015921102147744032,0.9840788466972229,1.0967098186425522e-16]",2
64,demirel,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]","[1.6651855071597769e-15,0.9999999999982536,1.7431196226424298e-12,1.6651855071597769e-15]",1
65,Deni Oreb,1.0,1.0,0.09090909090909093,"[1.0,1.0,0.09090909090909093]","[1.173532472705797e-22,1.3807525523407777e-08,1.692369231503132e-19,0.9999999861924744]",3
66,Dimen,0.33333333333333337,0.75,0.4,"[0.33333333333333337,0.75,0.4]","[1.3328156590628094e-05,0.08934158538104205,0.9106450864623671,7.313163935319827e-17]",2
67,dkervina,0.25,1.0,0.5,"[0.25,1.0,0.5]","[1.8698537632078781e-10,1.6161529490051775e-09,4.5309451183878136e-10,0.9999999977437671]",3
68,dmeic,0.2,0.8333333333333334,0.3076923076923077,"[0.2,0.8333333333333334,0.3076923076923077]","[0.0031110405666937664,0.014404920038653082,0.9824840393946531,2.7957553198060044e-17]",2
69,Domen S,0.08333333333333333,1.0,0.9166666666666666,"[0.08333333333333333,1.0,0.9166666666666666]","[6.015375065743806e-08,5.764133511675643e-11,6.375338711671418e-15,0.9999999397886017]",3
70,Dorsi,0.25,1.0,0.4,"[0.25,1.0,0.4]","[1.6448742954556853e-10,2.1414860895849116e-09,4.413624168589046e-09,0.9999999932804023]",3
71,dragana,0.3333333333333333,0.5,0.42857142857142855,"[0.3333333333333333,0.5,0.42857142857142855]","[1.4173115404415025e-11,0.9499951352461391,0.05000486473968732,5.400417058627357e-16]",1
72,Dra��en,0.16666666666666666,0.875,0.5555555555555556,"[0.16666666666666666,0.875,0.5555555555555556]","[0.9771836554033245,0.0031971643608604333,0.019619180235814982,1.3688147408520845e-17]",0
73,Dra��en Kralj,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]","[2.4876819386769227e-09,0.003084895683101948,0.9969151018292162,5.415712420313237e-17]",2
74,drejc,0.125,0.7,0.18181818181818185,"[0.125,0.7,0.18181818181818185]","[2.3261485533015465e-12,0.18119751149964608,0.8188024884980274,4.154079546426589e-16]",2
75,Du��i,0.3333333333333333,1.0,0.125,"[0.3333333333333333,1.0,0.125]","[2.3987684208659993e-15,1.9059315654108603e-09,1.3866166383843267e-07,0.9999998594324022]",3
76,Edvard,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]","[1.056796773907588e-07,2.4834036738951113e-10,6.063057042759232e-13,0.999999894071376]",3
77,Efa i Neno,0.125,0.75,0.38461538461538464,"[0.125,0.75,0.38461538461538464]","[4.943218227231303e-05,0.034525432037765286,0.9654251357799624,4.9010962973522004e-17]",2
78,Elena Nikolovska,0.5,1.0,0.125,"[0.5,1.0,0.125]","[1.7159774968366957e-23,2.544688285657679e-09,5.700156716490684e-09,0.999999991755155]",3
79,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,"[0.16666666666666666,0.875,0.5555555555555556]","[0.9771836554033245,0.0031971643608604333,0.019619180235814982,1.3688147408520845e-17]",0
80,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,"[0.19999999999999998,1.0,0.7142857142857143]","[1.0427443884485892e-09,4.455972826282022e-10,1.954173792181085e-12,0.9999999985097042]",3
81,Gaja,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
82,Gasper,0.25,0.6666666666666666,0.42857142857142855,"[0.25,0.6666666666666666,0.42857142857142855]","[0.0032686197799652655,0.09635605453167843,0.9003753256883563,7.093156212763106e-17]",2
83,gcampa,0.125,1.0,0.4166666666666667,"[0.125,1.0,0.4166666666666667]","[2.1157314220808864e-11,1.9253015681935833e-09,6.285148688635369e-09,0.9999999917683925]",3
84,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]","[1.6651855071597769e-15,0.9999999999982536,1.7431196226424298e-12,1.6651855071597769e-15]",1
85,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,"[0.16666666666666666,1.0,0.08333333333333333]","[2.367278586186843e-20,1.4382696960436091e-09,3.160257493486067e-07,0.9999996825359809]",3
86,Goran ��urica,0.16666666666666666,0.9166666666666666,0.3076923076923077,"[0.16666666666666666,0.9166666666666666,0.3076923076923077]","[0.00020677829384685943,0.018589294232346395,0.9812039274738067,8.286631695343057e-17]",2
87,Gordan,0.25,0.9166666666666666,0.07692307692307693,"[0.25,0.9166666666666666,0.07692307692307693]","[1.8142931139267477e-08,0.0033174059100439007,0.9966825759470249,4.408524146331653e-17]",2
88,Gordana Genc,0.125,1.0,0.8888888888888888,"[0.125,1.0,0.8888888888888888]","[1.1193773692575296e-08,8.053241930662268e-11,1.1538501809830365e-14,0.9999999887256824]",3
89,gpet,0.09999999999999999,0.9090909090909092,0.8333333333333334,"[0.09999999999999999,0.9090909090909092,0.8333333333333334]","[0.9998086380957041,0.00018339837927528144,7.963525020684517e-06,1.7299167797565604e-17]",0
90,Gregor Primc,0.09999999999999999,1.0,0.4166666666666667,"[0.09999999999999999,1.0,0.4166666666666667]","[9.491655321330217e-13,1.918217412593359e-09,6.066801342825839e-09,0.999999992014032]",3
91,greta,0.25,0.6666666666666666,0.2857142857142857,"[0.25,0.6666666666666666,0.2857142857142857]","[0.0003604586038702801,0.1307087154913788,0.8689308259047508,9.00487102705224e-17]",2
92,Grozdana Sirotic,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]","[2.269925183732371e-16,1.7909707403996242e-09,1.0375428194840542e-10,0.9999999981052747]",3
93,Grup amor,0.16666666666666666,0.875,0.1111111111111111,"[0.16666666666666666,0.875,0.1111111111111111]","[3.1250227082109396e-11,0.006298135446212121,0.9937018645225376,6.896290926125821e-17]",2
94,HanaP,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]","[1.600774221687733e-17,1.0777919832378672e-09,4.0388715238091394e-07,0.9999995950350556]",3
95,Hrvoje Juvancic,0.2,1.0,0.5555555555555556,"[0.2,1.0,0.5555555555555556]","[8.436052716761112e-09,1.2189711112279417e-09,2.033972905165679e-10,0.9999999901415789]",3
96,Hrvoje Petek,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]","[2.4876819386769227e-09,0.003084895683101948,0.9969151018292162,5.415712420313237e-17]",2
97,Igor ��utic,0.08333333333333333,1.0,0.8461538461538461,"[0.08333333333333333,1.0,0.8461538461538461]","[1.4612086085482254e-07,1.258043319021552e-10,8.396402153051259e-14,0.9999998537532508]",3
98,Igor ��afran,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]","[0.9441355240516502,0.008127480853488543,0.047736995094861095,1.3872898191236284e-16]",0
99,Igor29,0.5,1.0,0.3333333333333333,"[0.5,1.0,0.3333333333333333]","[1.3141955063780822e-23,3.483823394272206e-09,8.453119931051981e-11,0.9999999964316455]",3
100,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,"[0.3333333333333333,0.8571428571428571,0.125]","[1.8209219691141809e-06,0.009652086572246383,0.9903460925057845,3.1317060124099964e-17]",2
101,igorr,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]","[1.5925718542934533e-14,2.420860249238332e-09,3.811882936994042e-08,0.9999999594602944]",3
102,iivana,0.25,0.8333333333333334,0.2857142857142857,"[0.25,0.8333333333333334,0.2857142857142857]","[0.004774462709141951,0.014944340013901089,0.980281197276957,2.5118101337557076e-17]",2
103,Ina,0.1,1.0,0.9,"[0.1,1.0,0.9]","[4.2772953932577435e-08,7.027388020334326e-11,1.013837510377096e-14,0.999999957156762]",3
104,Ines,1.0,1.0,0.125,"[1.0,1.0,0.125]","[1.2694196778780819e-22,1.587561330603588e-08,6.358485624343193e-20,0.9999999841243867]",3
105,Ivan Odrljin,0.09090909090909093,0.9166666666666666,0.6923076923076923,"[0.09090909090909093,0.9166666666666666,0.6923076923076923]","[0.9979996643610313,0.001399010677092626,0.0006013249618760413,2.642299375981755e-17]",0
106,Ivana Kozina,0.3333333333333333,0.9166666666666666,0.0,"[0.3333333333333333,0.9166666666666666,0.0]","[1.863178573394405e-09,0.0029201173218270067,0.9970798808149945,5.5230009442399053e-17]",2
107,Ivana PR,0.2,1.0,1.0,"[0.2,1.0,1.0]","[1.8619713508145405e-16,2.192545097829842e-11,3.061810540200704e-17,0.9999999999780743]",3
108,IvanV,0.5,0.8,0.3333333333333333,"[0.5,0.8,0.3333333333333333]","[5.679361890929288e-16,0.6943908807385044,0.3056091192614945,5.679360997783695e-16]",1
109,Ivica Komljenovic,0.5,0.9166666666666666,0.15384615384615385,"[0.5,0.9166666666666666,0.15384615384615385]","[5.870977706838224e-16,0.23093214569662643,0.7690678543033723,5.8700474414732765e-16]",2
110,Iztok3,0.25,1.0,0.2,"[0.25,1.0,0.2]","[4.880643787790743e-13,2.132384031655895e-09,1.1679812073606342e-07,0.9999998810690072]",3
111,jadralec Jaro,0.14285714285714285,0.7142857142857143,0.625,"[0.14285714285714285,0.7142857142857143,0.625]","[0.4925636554375375,0.030684792583632877,0.4767515519788296,9.497472004821894e-17]",0
112,Jadran,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]","[1.2821004100529623e-07,1.4418234767173454e-10,1.1469414957392601e-13,0.999999871645662]",3
113,Janez  stupica,0.16666666666666666,0.8571428571428571,0.625,"[0.16666666666666666,0.8571428571428571,0.625]","[0.9939840788317219,0.001333601071885668,0.004682320096392548,8.12185517086075e-18]",0
114,Jani Pristavec,0.08333333333333333,1.0,0.6923076923076923,"[0.08333333333333333,1.0,0.6923076923076923]","[4.127073041893769e-08,4.983655938708805e-10,1.1163514489121722e-11,0.9999999582197405]",3
115,Jaro��,0.19999999999999998,0.8,0.5,"[0.19999999999999998,0.8,0.5]","[0.6985181725871564,0.01373557025494985,0.28774625715789376,2.569455908097778e-17]",0
116,Jasminka,0.19999999999999998,0.8333333333333334,0.5714285714285714,"[0.19999999999999998,0.8333333333333334,0.5714285714285714]","[0.9433461864402682,0.006457701680613124,0.050196111879118516,2.1753551095009463e-17]",0
117,jelena,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]","[3.454793745458866e-08,6.330019585374448e-11,7.176847273646991e-15,0.9999999653887552]",3
118,Jelena-Marija,0.25,0.8,0.2727272727272727,"[0.25,0.8,0.2727272727272727]","[0.002740975337015312,0.016644227631871202,0.9806147970311135,2.3135033649922852e-17]",2
119,Jelena Cutura,0.25,1.0,0.6,"[0.25,1.0,0.6]","[3.326958142982123e-11,1.0095888124545566e-09,3.038958282984722e-11,0.9999999989267521]",3
120,Jelenaa,0.5,0.9090909090909092,0.0,"[0.5,0.9090909090909092,0.0]","[3.114961329806767e-16,0.03967219236845989,0.9603278076315396,3.075476607849622e-16]",2
121,jerko,0.16666666666666666,0.9090909090909092,0.5,"[0.16666666666666666,0.9090909090909092,0.5]","[0.8914599949275491,0.014064680657334423,0.0944753244151163,6.067307419834122e-17]",0
122,Jerko. Marinkovic,0.125,0.9090909090909092,0.6666666666666666,"[0.125,0.9090909090909092,0.6666666666666666]","[0.9987308926533686,0.0007417952319734246,0.0005273121146579999,9.861372858234226e-18]",0
123,Jolanda,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
124,Josip Rabanasic,0.25,0.8333333333333334,0.42857142857142855,"[0.25,0.8333333333333334,0.42857142857142855]","[0.16529497199853088,0.03647605767414322,0.7982289703273259,5.920190282666768e-17]",2
125,josko52@gmail.com,0.5,0.8333333333333334,0.14285714285714285,"[0.5,0.8333333333333334,0.14285714285714285]","[2.926753497952354e-16,0.20880212059838485,0.7911978794016146,2.9071398590588725e-16]",2
126,JOZE,0.5,0.5,0.0,"[0.5,0.5,0.0]","[1.0703067941968607e-15,0.9999519914010012,4.8008598996637554e-05,1.0702854811725146e-15]",1
127,Jo��ko,0.125,0.8888888888888888,0.6,"[0.125,0.8888888888888888,0.6]","[0.9878148861096837,0.002950694053359437,0.009234419836956768,2.0131370070067812e-17]",0
128,Jure Gros,0.16666666666666666,1.0,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077]","[2.0832616109374634e-12,2.226412050760622e-09,3.6277661903479206e-08,0.9999999614938427]",3
129,jure111,1.0,1.0,0.16666666666666666,"[1.0,1.0,0.16666666666666666]","[1.4324571415300123e-22,1.8274966160592423e-08,1.804931184463729e-20,0.9999999817250339]",3
130,jurebizjak,0.1111111111111111,1.0,0.5,"[0.1111111111111111,1.0,0.5]","[4.067371605906652e-10,1.4889852330174745e-09,1.2415826799005596e-09,0.9999999968626949]",3
131,kapitan72,0.2,0.625,0.5555555555555556,"[0.2,0.625,0.5555555555555556]","[0.0034758639035020753,0.12255500017624942,0.8739691359202484,1.6544557291164647e-16]",2
132,Karla,0.5,1.0,0.5,"[0.5,1.0,0.5]","[1.735990849009665e-23,2.4809318395725478e-09,7.69558224714421e-13,0.9999999975182986]",3
133,Karmen Hrvatic,0.16666666666666666,1.0,0.5454545454545454,"[0.16666666666666666,1.0,0.5454545454545454]","[2.0630220799504424e-08,1.2521095074554037e-09,3.530485624020075e-10,0.9999999777646211]",3
134,Katarina ��edlbauer,0.5,1.0,0.0,"[0.5,1.0,0.0]","[2.7951937507762385e-23,1.421442526456693e-09,2.9382505395609934e-08,0.9999999691960522]",3
135,Katja De Faveri,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
136,kec,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]","[6.664763944775209e-08,0.005191832400292924,0.9948081009520676,4.287596785592474e-17]",2
137,kemi,0.2,0.5714285714285714,0.5,"[0.2,0.5714285714285714,0.5]","[7.701182602862232e-05,0.34480284716724,0.6551201410067311,3.1034238615931393e-16]",2
138,Kiklop,0.2,0.4,0.18181818181818185,"[0.2,0.4,0.18181818181818185]","[9.274591083182924e-16,0.9999952129659367,4.7870340613872184e-06,9.25227330436989e-16]",1
139,KlaraM,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]","[1.982235730045184e-14,2.5083626545146883e-09,2.4480080613542463e-08,0.9999999730115369]",3
140,Kopacin,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
141,Kreso,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]","[8.994486001964506e-14,1.97982738789992e-09,1.7086517563957178e-07,0.999999827154907]",3
142,Kristijan Lopac,0.16666666666666666,0.7,0.2727272727272727,"[0.16666666666666666,0.7,0.2727272727272727]","[2.3811583960950354e-06,0.07770789787495683,0.9222897209666471,8.839208790762516e-17]",2
143,Ksenija,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
144,Ksenija Sekulic,0.16666666666666666,0.4545454545454545,0.0,"[0.16666666666666666,0.4545454545454545,0.0]","[4.982755688821097e-15,0.9999985532252267,1.4467747632958808e-06,4.982755688237888e-15]",1
145,Kskoric,0.3333333333333333,0.8888888888888888,0.0,"[0.3333333333333333,0.8888888888888888,0.0]","[5.115401066546601e-09,0.0037087317515690854,0.99629126313303,5.37006477362764e-17]",2
146,Kvasina,0.2,1.0,0.4545454545454545,"[0.2,1.0,0.4545454545454545]","[2.8012204105629604e-09,1.8047190159318787e-09,2.236835299232947e-09,0.9999999931572252]",3
