,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,probability,prediction
29,Apsirtgirl,0.5384615384615384,0.033333333333333326,1.0,"[0.5384615384615384,0.033333333333333326,1.0]",-0.7461217492298857,0.8463594186204445,"[-0.7461217492298857,0.8463594186204445]","[0.9861391036526912,4.62408424472158e-18,0.013860896347308712]",0
30,benjamin,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",-0.673862510904632,0.815456301562318,"[-0.673862510904632,0.815456301562318]","[3.3078154598175706e-16,3.3078139344154796e-16,0.9999999999999993]",2
31,blaz02,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",-0.673862510904632,0.815456301562318,"[-0.673862510904632,0.815456301562318]","[3.3078154598175706e-16,3.3078139344154796e-16,0.9999999999999993]",2
32,Bojan1825,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",-1.1213018769442,0.7614268034852039,"[-1.1213018769442,0.7614268034852039]","[0.8982230289868975,0.09079451486635212,0.01098245614675021]",0
33,BORIS MREVLJE,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",-0.8227084481540109,0.8026293303510261,"[-0.8227084481540109,0.8026293303510261]","[2.6700243502188537e-06,4.366880716824606e-15,0.9999973299756454]",2
34,Bo��tjan M.,0.5384615384615384,0.013888888888888895,1.0,"[0.5384615384615384,0.013888888888888895,1.0]",-0.7459815074512186,0.848778087311615,"[-0.7459815074512186,0.848778087311615]","[0.9823427458511733,5.980131459863466e-18,0.01765725414882665]",0
35,BostjanH,1.0,0.1875,0.9166666666666666,"[1.0,0.1875,0.9166666666666666]",-1.178984920018236,0.6458442324186255,"[-1.178984920018236,0.6458442324186255]","[2.3814599803448178e-17,0.9630257387818191,0.03697426121818097]",1
36,Bo��tjanK,1.0,0.006944444444444438,1.0,"[1.0,0.006944444444444438,1.0]",-1.196075450015557,0.748966646151632,"[-1.196075450015557,0.748966646151632]","[0.8210644115434675,0.16634752002665426,0.01258806842987826]",0
37,Branklo,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.5210096656933354,0.8973880925213366,"[-0.5210096656933354,0.8973880925213366]","[0.9896601117442605,1.2243575231859e-17,0.010339888255739506]",0
38,BrunoB,0.6923076923076923,0.02380952380952382,0.875,"[0.6923076923076923,0.02380952380952382,0.875]",-0.8685119063896478,0.69299063456516,"[-0.8685119063896478,0.69299063456516]","[1.6922518073810322e-16,5.719318819161569e-11,0.9999999999428066]",2
39,Buda,0.4615384615384616,0.16666666666666666,0.4,"[0.4615384615384616,0.16666666666666666,0.4]",-0.5396314217101703,0.2657773697808294,"[-0.5396314217101703,0.2657773697808294]","[7.912958324747662e-16,7.912958324747662e-16,0.9999999999999984]",2
40,Buki,0.7692307692307693,0.0,1.0,"[0.7692307692307693,0.0,1.0]",-0.970953349209102,0.8001680821018933,"[-0.970953349209102,0.8001680821018933]","[0.9751739425091105,1.927767421481748e-06,0.024824129723468116]",0
41,chibu79,0.9230769230769232,0.007575757575757569,1.0,"[0.9230769230769232,0.007575757575757569,1.0]",-1.1210559985010824,0.7656673265151781,"[-1.1210559985010824,0.7656673265151781]","[0.8736597299756703,0.11114349833754068,0.015196771686789077]",0
42,Cromiza,0.8461538461538461,0.14583333333333334,0.8,"[0.8461538461538461,0.14583333333333334,0.8]",-1.0028865071642161,0.5716568247943216,"[-1.0028865071642161,0.5716568247943216]","[2.1950723546404634e-16,0.00021552485033772054,0.9997844751496622]",2
43,cvjetko,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.121201704245152,0.7631544239788971,"[-1.121201704245152,0.7631544239788971]","[0.8989745871043688,0.08963759586950644,0.011387817026124764]",0
44,Dalka,0.6153846153846154,0.0119047619047619,0.5714285714285714,"[0.6153846153846154,0.0119047619047619,0.5714285714285714]",-0.726399787162047,0.4174056097657908,"[-0.726399787162047,0.4174056097657908]","[2.011007826360478e-16,2.011007826360478e-16,0.9999999999999996]",2
45,Damir Mulalic,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",-1.1222034312356315,0.7458782190419654,"[-1.1222034312356315,0.7458782190419654]","[0.010437205293907017,0.9145323402736595,0.07503045443243356]",1
46,damir.juretic,0.8461538461538461,0.0,1.0,"[0.8461538461538461,0.0,1.0]",-1.045977354028079,0.7833888735340884,"[-1.045977354028079,0.7833888735340884]","[0.973966167781411,0.0029791968220470246,0.02305463539654192]",0
47,Danilo4783,0.8461538461538461,0.2222222222222222,1.0,"[0.8461538461538461,0.2222222222222222,1.0]",-1.047580117212846,0.7557469456349977,"[-1.047580117212846,0.7557469456349977]","[0.000126656031766806,0.22801834105927346,0.7718550029089597]",2
48,Dario,0.6923076923076923,0.16666666666666666,1.0,"[0.6923076923076923,0.16666666666666666,1.0]",-0.8971314167787001,0.7962158447453802,"[-0.8971314167787001,0.7962158447453802]","[0.11529139320012487,3.2517100993302436e-09,0.884708603548165]",2
49,DarioR,0.5384615384615384,0.11111111111111112,1.0,"[0.5384615384615384,0.11111111111111112,1.0]",-0.7466827163445542,0.8366847438557627,"[-0.7466827163445542,0.8366847438557627]","[0.911514853759065,2.7827749726027053e-17,0.08848514624093487]",0
50,Darko Babic,1.0,0.025000000000000005,1.0,"[1.0,0.025000000000000005,1.0]",-1.1962056745243195,0.7467207395098309,"[-1.1962056745243195,0.7467207395098309]","[0.8550675899229297,0.13523654472276905,0.009695865354301248]",0
51,Dejan Adamic,1.0,0.025000000000000005,0.5833333333333334,"[1.0,0.025000000000000005,0.5833333333333334]",-1.104241799099598,0.34340400293485485,"[-1.104241799099598,0.34340400293485485]","[8.172483250312745e-16,1.3218778679100662e-10,0.9999999998678113]",2
52,DejanJ,1.0,0.006944444444444438,0.9166666666666666,"[1.0,0.006944444444444438,0.9166666666666666]",-1.1776826749306128,0.6683032988366366,"[-1.1776826749306128,0.6683032988366366]","[1.8394625565448715e-17,0.9718084700502343,0.028191529949765582]",1
53,delimir,0.8461538461538461,0.2222222222222222,0.8,"[0.8461538461538461,0.2222222222222222,0.8]",-1.00343745700898,0.5621549120790091,"[-1.00343745700898,0.5621549120790091]","[2.2153464040623258e-16,0.0001318808376685067,0.9998681191623313]",2
54,demirel,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.4490413285383254,0.547092775362265,"[-0.4490413285383254,0.547092775362265]","[5.236074526930246e-16,5.236074526930246e-16,0.999999999999999]",2
55,Deni Oreb,0.8461538461538461,0.8333333333333334,1.0,"[0.8461538461538461,0.8333333333333334,1.0]",-1.0519877159709556,0.6797316439124981,"[-1.0519877159709556,0.6797316439124981]","[1.842487297830747e-16,0.3747189151429017,0.6252810848570981]",2
56,Dimen,0.38461538461538464,0.05555555555555556,0.75,"[0.38461538461538464,0.05555555555555556,0.75]",-0.5410556906555756,0.6351636010211597,"[-0.5410556906555756,0.6351636010211597]","[3.0783658464925973e-16,3.0783658464925973e-16,0.9999999999999993]",2
57,dkervina,0.6153846153846154,0.08333333333333333,1.0,"[0.6153846153846154,0.08333333333333333,1.0]",-0.8215063757654355,0.8233607762753442,"[-0.8215063757654355,0.8233607762753442]","[0.970668885061772,5.758166777105046e-17,0.029331114938228094]",0
58,dmeic,1.0,0.13333333333333333,0.8333333333333334,"[1.0,0.13333333333333333,0.8333333333333334]",-1.1602014714070048,0.5719186050290337,"[-1.1602014714070048,0.5719186050290337]","[1.695545411445289e-16,0.6967135899117065,0.3032864100882933]",1
59,Domen S,0.9230769230769232,0.0,1.0,"[0.9230769230769232,0.0,1.0]",-1.1210013588470562,0.7666096649662835,"[-1.1210013588470562,0.7666096649662835]","[0.8530110073245935,0.1288650596506913,0.01812393302471516]",0
60,Dorsi,0.7692307692307693,0.125,1.0,"[0.7692307692307693,0.125,1.0]",-0.9718549035005335,0.7846194976586548,"[-0.9718549035005335,0.7846194976586548]","[0.800214930684209,2.7836551092927256e-05,0.19975723276469812]",0
61,dragana,0.5384615384615384,0.11111111111111112,0.5,"[0.5384615384615384,0.11111111111111112,0.5]",-0.6363260658348886,0.3527046599657914,"[-0.6363260658348886,0.3527046599657914]","[3.2287336251412386e-16,3.2287336251412386e-16,0.9999999999999993]",2
62,Dra��en,0.6923076923076923,0.04166666666666666,0.875,"[0.6923076923076923,0.04166666666666666,0.875]",-0.8686406998598523,0.690769408216126,"[-0.8686406998598523,0.690769408216126]","[1.6836035834567343e-16,5.663818469393028e-11,0.9999999999433618]",2
63,drejc,0.8461538461538461,0.03125,0.7,"[0.8461538461538461,0.03125,0.7]",-0.9799887522951376,0.4891136770892959,"[-0.9799887522951376,0.4891136770892959]","[2.26554549804559e-16,3.5905437211450175e-08,0.9999999640945626]",2
64,Du��i,0.6153846153846154,0.13888888888888887,1.0,"[0.6153846153846154,0.13888888888888887,1.0]",-0.8219070665616273,0.8164502943005715,"[-0.8219070665616273,0.8164502943005715]","[0.607219738053833,1.013955827777626e-15,0.3927802619461659]",0
65,Edvard,0.6923076923076923,0.010416666666666666,1.0,"[0.6923076923076923,0.010416666666666666,1.0]",-0.8960044739144108,0.8156515752994284,"[-0.8960044739144108,0.8156515752994284]","[0.9802884962603875,3.227399369300203e-11,0.01971150370733847]",0
66,Efa i Neno,1.0,0.052083333333333336,0.75,"[1.0,0.052083333333333336,0.75]",-1.1412226860326302,0.5013618376021435,"[-1.1412226860326302,0.5013618376021435]","[5.347778309257644e-16,0.01980411861696755,0.9801958813830319]",2
67,Elena Nikolovska,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",-0.8227084481540109,0.8026293303510261,"[-0.8227084481540109,0.8026293303510261]","[2.6700243502188537e-06,4.366880716824606e-15,0.9999973299756454]",2
68,Ferijan Perkovic,0.6923076923076923,0.04166666666666666,0.875,"[0.6923076923076923,0.04166666666666666,0.875]",-0.8686406998598523,0.690769408216126,"[-0.8686406998598523,0.690769408216126]","[1.6836035834567343e-16,5.663818469393028e-11,0.9999999999433618]",2
69,filip mestrovic,0.5384615384615384,0.033333333333333326,1.0,"[0.5384615384615384,0.033333333333333326,1.0]",-0.7461217492298857,0.8463594186204445,"[-0.7461217492298857,0.8463594186204445]","[0.9861391036526912,4.62408424472158e-18,0.013860896347308712]",0
70,Gasper,0.5384615384615384,0.0625,0.6666666666666666,"[0.5384615384615384,0.0625,0.6666666666666666]",-0.6727610115581093,0.5200780263237079,"[-0.6727610115581093,0.5200780263237079]","[1.7442532655110787e-16,1.7442532655110787e-16,0.9999999999999997]",2
71,gcampa,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",-1.1213018769442,0.7614268034852039,"[-1.1213018769442,0.7614268034852039]","[0.8982230289868975,0.09079451486635212,0.01098245614675021]",0
72,GITA MARINKOVIC,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.4490413285383254,0.547092775362265,"[-0.4490413285383254,0.547092775362265]","[5.236074526930246e-16,5.236074526930246e-16,0.999999999999999]",2
73,Goran Cacic,0.9230769230769232,0.08333333333333333,1.0,"[0.9230769230769232,0.08333333333333333,1.0]",-1.1216023950413438,0.7562439420041245,"[-1.1216023950413438,0.7562439420041245]","[0.7799321125553935,0.19912979190693986,0.020938095537666592]",0
74,Goran ��urica,1.0,0.0972222222222222,0.9166666666666666,"[1.0,0.0972222222222222,0.9166666666666666]",-1.1783337974744246,0.6570737656276311,"[-1.1783337974744246,0.6570737656276311]","[2.0404642745584065e-17,0.9684788260090815,0.03152117399091842]",1
75,Gordan,1.0,0.1875,0.9166666666666666,"[1.0,0.1875,0.9166666666666666]",-1.178984920018236,0.6458442324186255,"[-1.178984920018236,0.6458442324186255]","[2.3814599803448178e-17,0.9630257387818191,0.03697426121818097]",1
76,Gordana Genc,0.6923076923076923,0.010416666666666666,1.0,"[0.6923076923076923,0.010416666666666666,1.0]",-0.8960044739144108,0.8156515752994284,"[-0.8960044739144108,0.8156515752994284]","[0.9802884962603875,3.227399369300203e-11,0.01971150370733847]",0
77,gpet,0.9230769230769232,0.016666666666666663,0.9090909090909092,"[0.9230769230769232,0.016666666666666663,0.9090909090909092]",-1.1010567205387018,0.676540141484766,"[-1.1010567205387018,0.676540141484766]","[3.8043486582103044e-17,0.9016052958841532,0.09839470411584683]",1
78,Gregor Primc,0.9230769230769232,0.016666666666666663,1.0,"[0.9230769230769232,0.016666666666666663,1.0]",-1.1211215660859137,0.7645365203738517,"[-1.1211215660859137,0.7645365203738517]","[0.8895288820127563,0.09756846116956745,0.01290265681767634]",0
79,greta,0.5384615384615384,0.0625,0.6666666666666666,"[0.5384615384615384,0.0625,0.6666666666666666]",-0.6727610115581093,0.5200780263237079,"[-0.6727610115581093,0.5200780263237079]","[1.7442532655110787e-16,1.7442532655110787e-16,0.9999999999999997]",2
80,Grozdana Sirotic,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.5210096656933354,0.8973880925213366,"[-0.5210096656933354,0.8973880925213366]","[0.9896601117442605,1.2243575231859e-17,0.010339888255739506]",0
81,Grup amor,0.6923076923076923,0.04166666666666666,0.875,"[0.6923076923076923,0.04166666666666666,0.875]",-0.8686406998598523,0.690769408216126,"[-0.8686406998598523,0.690769408216126]","[1.6836035834567343e-16,5.663818469393028e-11,0.9999999999433618]",2
82,HanaP,0.38461538461538464,0.05555555555555556,1.0,"[0.38461538461538464,0.05555555555555556,1.0]",-0.5962340159104084,0.8771536429661453,"[-0.5962340159104084,0.8771536429661453]","[0.9878130678893104,8.10950222654776e-18,0.012186932110689516]",0
