,users,followingRatio,order,freq,features,prediction
63,drejc,0.125,0.7,0.18181818181818185,"[0.125,0.7,0.18181818181818185]",2
64,Du��i,0.3333333333333333,1.0,0.125,"[0.3333333333333333,1.0,0.125]",3
65,Edvard,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]",1
66,Efa i Neno,0.125,0.75,0.38461538461538464,"[0.125,0.75,0.38461538461538464]",2
67,Elena Nikolovska,0.5,1.0,0.125,"[0.5,1.0,0.125]",3
68,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,"[0.16666666666666666,0.875,0.5555555555555556]",0
69,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,"[0.19999999999999998,1.0,0.7142857142857143]",1
70,Gasper,0.25,0.6666666666666666,0.42857142857142855,"[0.25,0.6666666666666666,0.42857142857142855]",2
71,gcampa,0.125,1.0,0.4166666666666667,"[0.125,1.0,0.4166666666666667]",0
72,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]",3
73,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,"[0.16666666666666666,1.0,0.08333333333333333]",3
74,Goran ��urica,0.16666666666666666,0.9166666666666666,0.3076923076923077,"[0.16666666666666666,0.9166666666666666,0.3076923076923077]",3
75,Gordan,0.25,0.9166666666666666,0.07692307692307693,"[0.25,0.9166666666666666,0.07692307692307693]",3
76,Gordana Genc,0.125,1.0,0.8888888888888888,"[0.125,1.0,0.8888888888888888]",1
77,gpet,0.09999999999999999,0.9090909090909092,0.8333333333333334,"[0.09999999999999999,0.9090909090909092,0.8333333333333334]",1
78,Gregor Primc,0.09999999999999999,1.0,0.4166666666666667,"[0.09999999999999999,1.0,0.4166666666666667]",0
79,greta,0.25,0.6666666666666666,0.2857142857142857,"[0.25,0.6666666666666666,0.2857142857142857]",2
80,Grozdana Sirotic,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]",0
81,Grup amor,0.16666666666666666,0.875,0.1111111111111111,"[0.16666666666666666,0.875,0.1111111111111111]",3
82,HanaP,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]",3
83,Hrvoje Juvancic,0.2,1.0,0.5555555555555556,"[0.2,1.0,0.5555555555555556]",0
84,Igor ��utic,0.08333333333333333,1.0,0.8461538461538461,"[0.08333333333333333,1.0,0.8461538461538461]",1
85,Igor ��afran,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]",1
86,Igor29,0.5,1.0,0.3333333333333333,"[0.5,1.0,0.3333333333333333]",3
87,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,"[0.3333333333333333,0.8571428571428571,0.125]",3
88,igorr,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",3
89,iivana,0.25,0.8333333333333334,0.2857142857142857,"[0.25,0.8333333333333334,0.2857142857142857]",3
90,Ina,0.1,1.0,0.9,"[0.1,1.0,0.9]",1
91,Ines,1.0,1.0,0.125,"[1.0,1.0,0.125]",3
92,Ivan Odrljin,0.09090909090909093,0.9166666666666666,0.6923076923076923,"[0.09090909090909093,0.9166666666666666,0.6923076923076923]",1
93,Ivana PR,0.2,1.0,1.0,"[0.2,1.0,1.0]",1
94,IvanV,0.5,0.8,0.3333333333333333,"[0.5,0.8,0.3333333333333333]",3
95,Ivica Komljenovic,0.5,0.9166666666666666,0.15384615384615385,"[0.5,0.9166666666666666,0.15384615384615385]",3
96,Iztok3,0.25,1.0,0.2,"[0.25,1.0,0.2]",3
97,jadralec Jaro,0.14285714285714285,0.7142857142857143,0.625,"[0.14285714285714285,0.7142857142857143,0.625]",0
98,Jadran,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]",1
99,Janez  stupica,0.16666666666666666,0.8571428571428571,0.625,"[0.16666666666666666,0.8571428571428571,0.625]",0
100,Jani Pristavec,0.08333333333333333,1.0,0.6923076923076923,"[0.08333333333333333,1.0,0.6923076923076923]",1
101,Jaro��,0.19999999999999998,0.8,0.5,"[0.19999999999999998,0.8,0.5]",0
102,Jasminka,0.19999999999999998,0.8333333333333334,0.5714285714285714,"[0.19999999999999998,0.8333333333333334,0.5714285714285714]",0
103,jelena,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]",1
104,Jelena-Marija,0.25,0.8,0.2727272727272727,"[0.25,0.8,0.2727272727272727]",3
105,Jelena Cutura,0.25,1.0,0.6,"[0.25,1.0,0.6]",0
106,jerko,0.16666666666666666,0.9090909090909092,0.5,"[0.16666666666666666,0.9090909090909092,0.5]",0
107,Jerko. Marinkovic,0.125,0.9090909090909092,0.6666666666666666,"[0.125,0.9090909090909092,0.6666666666666666]",0
108,Josip Rabanasic,0.25,0.8333333333333334,0.42857142857142855,"[0.25,0.8333333333333334,0.42857142857142855]",3
109,josko52@gmail.com,0.5,0.8333333333333334,0.14285714285714285,"[0.5,0.8333333333333334,0.14285714285714285]",3
110,JOZE,0.5,0.5,0.0,"[0.5,0.5,0.0]",2
111,Jo��ko,0.125,0.8888888888888888,0.6,"[0.125,0.8888888888888888,0.6]",0
112,Jure Gros,0.16666666666666666,1.0,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077]",3
113,jure111,1.0,1.0,0.16666666666666666,"[1.0,1.0,0.16666666666666666]",3
114,jurebizjak,0.1111111111111111,1.0,0.5,"[0.1111111111111111,1.0,0.5]",0
115,kapitan72,0.2,0.625,0.5555555555555556,"[0.2,0.625,0.5555555555555556]",0
116,Karla,0.5,1.0,0.5,"[0.5,1.0,0.5]",3
117,Karmen Hrvatic,0.16666666666666666,1.0,0.5454545454545454,"[0.16666666666666666,1.0,0.5454545454545454]",0
118,Katarina ��edlbauer,0.5,1.0,0.0,"[0.5,1.0,0.0]",3
119,kec,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]",3
120,kemi,0.2,0.5714285714285714,0.5,"[0.2,0.5714285714285714,0.5]",0
121,Kiklop,0.2,0.4,0.18181818181818185,"[0.2,0.4,0.18181818181818185]",2
122,KlaraM,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",3
123,Kreso,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",3
124,Kristijan Lopac,0.16666666666666666,0.7,0.2727272727272727,"[0.16666666666666666,0.7,0.2727272727272727]",2
125,Ksenija Sekulic,0.16666666666666666,0.4545454545454545,0.0,"[0.16666666666666666,0.4545454545454545,0.0]",2
126,Kskoric,0.3333333333333333,0.8888888888888888,0.0,"[0.3333333333333333,0.8888888888888888,0.0]",3
127,Kvasina,0.2,1.0,0.4545454545454545,"[0.2,1.0,0.4545454545454545]",0
128,Labura,0.5,1.0,0.25,"[0.5,1.0,0.25]",3
129,Lana,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
130,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333]",3
131,Leo Mihaljevic,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
132,ljubica basic,0.07692307692307693,1.0,0.9230769230769232,"[0.07692307692307693,1.0,0.9230769230769232]",1
133,Luc,0.11111111111111112,1.0,0.8181818181818182,"[0.11111111111111112,1.0,0.8181818181818182]",1
134,lucijan,0.125,0.6666666666666666,0.4615384615384616,"[0.125,0.6666666666666666,0.4615384615384616]",0
135,ludmilla,0.2,0.5,0.4,"[0.2,0.5,0.4]",2
136,Luka Skocir,0.25,1.0,0.4444444444444444,"[0.25,1.0,0.4444444444444444]",0
137,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]",1
138,lukaaa11,0.25,1.0,0.3333333333333333,"[0.25,1.0,0.3333333333333333]",3
139,Lupodimare,0.25,0.4,0.3333333333333333,"[0.25,0.4,0.3333333333333333]",2
140,Maja Demaria,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]",0
141,Maja Grinek,0.2,0.875,0.3333333333333333,"[0.2,0.875,0.3333333333333333]",3
142,maja laurence,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",3
143,MajaM,0.2,0.5833333333333334,0.38461538461538464,"[0.2,0.5833333333333334,0.38461538461538464]",2
144,Mare_,0.2,1.0,1.0,"[0.2,1.0,1.0]",1
145,mare10,0.5,0.8333333333333334,0.0,"[0.5,0.8333333333333334,0.0]",3
146,Maria,0.14285714285714285,0.8571428571428571,0.625,"[0.14285714285714285,0.8571428571428571,0.625]",0
147,Marijana,0.3333333333333333,1.0,0.42857142857142855,"[0.3333333333333333,1.0,0.42857142857142855]",3
148,MARINO BRZAC,0.25,0.9090909090909092,0.3333333333333333,"[0.25,0.9090909090909092,0.3333333333333333]",3
149,Mario Bursac,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]",1
150,Mario91,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",3
151,Marjan Henigman,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]",1
152,Markisha,0.5,1.0,0.5,"[0.5,1.0,0.5]",3
153,Marko Dundovic,0.16666666666666666,0.9166666666666666,0.15384615384615385,"[0.16666666666666666,0.9166666666666666,0.15384615384615385]",3
154,Marko Kralj,0.5,1.0,0.4,"[0.5,1.0,0.4]",3
155,Marko L,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]",3
156,marko maticic,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]",2
157,Ma��a,0.125,1.0,0.8,"[0.125,1.0,0.8]",1
158,masa sarusic,0.1111111111111111,0.9090909090909092,0.75,"[0.1111111111111111,0.9090909090909092,0.75]",1
159,Mate Vitaljic,0.125,0.7777777777777778,0.8,"[0.125,0.7777777777777778,0.8]",1
160,Matija Osterc,0.25,0.9166666666666666,0.2307692307692308,"[0.25,0.9166666666666666,0.2307692307692308]",3
161,Matija Turkalj,0.2,0.9,0.0,"[0.2,0.9,0.0]",3
162,Matjazzavrl,0.25,0.8571428571428571,0.375,"[0.25,0.8571428571428571,0.375]",3
163,Mauro,0.25,0.75,0.0,"[0.25,0.75,0.0]",3
164,MedoPiki,0.2,1.0,0.0,"[0.2,1.0,0.0]",3
165,melina lako��,1.0,1.0,0.0,"[1.0,1.0,0.0]",3
166,mihaelas,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",3
167,Miho,0.14285714285714285,0.8,0.3636363636363637,"[0.14285714285714285,0.8,0.3636363636363637]",2
168,Milan Kura��,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]",3
169,Mirela,0.2,0.8333333333333334,0.2307692307692308,"[0.2,0.8333333333333334,0.2307692307692308]",3
170,Mirjana Pu��karski,0.14285714285714285,1.0,0.875,"[0.14285714285714285,1.0,0.875]",1
171,Mirkomatic,0.16666666666666666,0.9166666666666666,0.2307692307692308,"[0.16666666666666666,0.9166666666666666,0.2307692307692308]",3
172,miroc,1.0,0.8,0.16666666666666666,"[1.0,0.8,0.16666666666666666]",3
173,Mi��o,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
174,MojcaDamijan,0.1111111111111111,1.0,0.6153846153846154,"[0.1111111111111111,1.0,0.6153846153846154]",0
175,Nata��a,0.16666666666666669,1.0,0.7142857142857143,"[0.16666666666666669,1.0,0.7142857142857143]",1
176,Nejc Kodric,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]",3
177,Nejc Likar,0.5,1.0,0.25,"[0.5,1.0,0.25]",3
178,nenad,0.14285714285714285,1.0,0.8571428571428571,"[0.14285714285714285,1.0,0.8571428571428571]",1
179,NenadS,0.19999999999999998,1.0,0.25,"[0.19999999999999998,1.0,0.25]",3
180,Neven,0.1,0.9166666666666666,0.6923076923076923,"[0.1,0.9166666666666666,0.6923076923076923]",1
181,Niko Vukusic,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",1
182,niko.mihovilovic,0.0909090909090909,0.9090909090909092,0.4166666666666667,"[0.0909090909090909,0.9090909090909092,0.4166666666666667]",0
183,Nikola Bar��ic,0.5,0.0,0.0,"[0.5,0.0,0.0]",2
184,Nikoleta,0.14285714285714285,1.0,0.7,"[0.14285714285714285,1.0,0.7]",1
185,nikonikokaoja,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",2
186,Oaky,0.14285714285714288,1.0,0.7777777777777778,"[0.14285714285714288,1.0,0.7777777777777778]",1
187,Ojiga,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
188,Pavle,0.09090909090909093,1.0,0.8461538461538461,"[0.09090909090909093,1.0,0.8461538461538461]",1
189,pedro,1.0,1.0,0.2,"[1.0,1.0,0.2]",3
190,peri,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]",1
191,Pero,0.3333333333333333,1.0,0.1111111111111111,"[0.3333333333333333,1.0,0.1111111111111111]",3
192,Petar,0.14285714285714285,1.0,0.4166666666666667,"[0.14285714285714285,1.0,0.4166666666666667]",0
193,PeterKogej,0.25,0.8,0.18181818181818185,"[0.25,0.8,0.18181818181818185]",3
194,PetraP,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]",0
195,Pina,0.08333333333333333,1.0,0.9230769230769232,"[0.08333333333333333,1.0,0.9230769230769232]",1
196,Pino,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",3
197,Pirko,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",3
198,Pjerino,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]",1
199,Pjero,0.125,1.0,0.5555555555555556,"[0.125,1.0,0.5555555555555556]",0
200,Plavac_mali,0.125,1.0,0.6666666666666666,"[0.125,1.0,0.6666666666666666]",1
201,plombar,0.14285714285714282,0.75,0.5384615384615384,"[0.14285714285714282,0.75,0.5384615384615384]",0
202,Pokmon,0.14285714285714285,1.0,0.5833333333333334,"[0.14285714285714285,1.0,0.5833333333333334]",0
203,Pokret Otoka,0.25,1.0,0.5714285714285714,"[0.25,1.0,0.5714285714285714]",0
204,Polona,0.1111111111111111,0.9166666666666666,0.4615384615384616,"[0.1111111111111111,0.9166666666666666,0.4615384615384616]",0
205,Primosius,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",3
206,RadoL,0.14285714285714285,1.0,0.5,"[0.14285714285714285,1.0,0.5]",0
207,Ramo,0.09090909090909093,0.8333333333333334,0.8461538461538461,"[0.09090909090909093,0.8333333333333334,0.8461538461538461]",1
208,Rebeka,0.125,1.0,0.0,"[0.125,1.0,0.0]",3
209,RobiF,0.25,1.0,0.75,"[0.25,1.0,0.75]",1
210,rocco337,0.5,1.0,0.2222222222222222,"[0.5,1.0,0.2222222222222222]",3
211,Rok321,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
212,Roki,0.16666666666666666,0.9166666666666666,0.2307692307692308,"[0.16666666666666666,0.9166666666666666,0.2307692307692308]",3
213,rokian,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]",0
214,Romana,0.2,0.75,0.3333333333333333,"[0.2,0.75,0.3333333333333333]",2
215,ruzica kovacevic,0.125,1.0,0.5,"[0.125,1.0,0.5]",0
216,Sailman,0.125,1.0,0.6666666666666666,"[0.125,1.0,0.6666666666666666]",1
217,Salieri,0.19999999999999998,1.0,0.0,"[0.19999999999999998,1.0,0.0]",3
218,Sandi,0.19999999999999998,1.0,0.6666666666666666,"[0.19999999999999998,1.0,0.6666666666666666]",1
219,sawyer,0.25,1.0,0.2307692307692308,"[0.25,1.0,0.2307692307692308]",3
220,shrike,0.19999999999999998,1.0,0.8333333333333334,"[0.19999999999999998,1.0,0.8333333333333334]",1
221,Silvestar Tokic,0.2,1.0,0.38461538461538464,"[0.2,1.0,0.38461538461538464]",3
222,��imun Zamberlin,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]",1
223,��katja,0.3333333333333333,0.8333333333333334,0.2857142857142857,"[0.3333333333333333,0.8333333333333334,0.2857142857142857]",3
224,slipke,1.0,1.0,0.0,"[1.0,1.0,0.0]",3
225,splicho,0.5,1.0,0.25,"[0.5,1.0,0.25]",3
226,staneb,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",1
227,Stanojevic,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]",3
228,stipica,0.14285714285714282,0.3333333333333333,0.38461538461538464,"[0.14285714285714282,0.3333333333333333,0.38461538461538464]",2
229,TAMARA L.,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]",1
230,tasa,0.25,1.0,0.5714285714285714,"[0.25,1.0,0.5714285714285714]",0
231,Tatjana,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]",2
232,tibor,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",3
233,Tina Kiler,0.16666666666666666,1.0,0.4615384615384616,"[0.16666666666666666,1.0,0.4615384615384616]",0
234,Tja��a,0.1111111111111111,1.0,0.6666666666666666,"[0.1111111111111111,1.0,0.6666666666666666]",1
235,Tojo,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",3
236,tomaz1961,0.1111111111111111,0.8181818181818182,0.6666666666666666,"[0.1111111111111111,0.8181818181818182,0.6666666666666666]",0
237,tomba,0.2,0.875,0.5555555555555556,"[0.2,0.875,0.5555555555555556]",0
238,Tome,0.19999999999999998,0.8333333333333334,0.7142857142857143,"[0.19999999999999998,0.8333333333333334,0.7142857142857143]",1
239,Tomica,0.14285714285714285,1.0,1.0,"[0.14285714285714285,1.0,1.0]",1
240,Tomislav Cipcic,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",3
241,TonCa,0.16666666666666666,1.0,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077]",3
242,toni88,0.25,1.0,0.25,"[0.25,1.0,0.25]",3
243,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,"[0.16666666666666669,0.8333333333333334,0.7142857142857143]",1
244,Trojan,0.1111111111111111,1.0,0.8888888888888888,"[0.1111111111111111,1.0,0.8888888888888888]",1
245,Urle,0.3333333333333333,1.0,0.07692307692307693,"[0.3333333333333333,1.0,0.07692307692307693]",3
246,Urosv,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",1
247,vanja123,0.33333333333333337,0.5,0.6,"[0.33333333333333337,0.5,0.6]",0
248,Vedran,0.1,1.0,0.5454545454545454,"[0.1,1.0,0.5454545454545454]",0
249,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,"[0.19999999999999998,0.5,0.42857142857142855]",2
250,vedrana,0.3333333333333333,0.3333333333333333,0.5,"[0.3333333333333333,0.3333333333333333,0.5]",2
251,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,"[0.14285714285714282,0.9166666666666666,0.15384615384615385]",3
252,vid,0.16666666666666666,0.9,0.2727272727272727,"[0.16666666666666666,0.9,0.2727272727272727]",3
253,Vido,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]",2
254,Vido Repan��ek,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
255,Viktor Vic,0.1,0.8,0.6363636363636364,"[0.1,0.8,0.6363636363636364]",0
256,vini,0.2,0.7777777777777778,0.1,"[0.2,0.7777777777777778,0.1]",3
257,Vlado,0.09090909090909091,0.9,0.8181818181818182,"[0.09090909090909091,0.9,0.8181818181818182]",1
258,Vlajko,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]",3
259,Vlasta Svetina,1.0,0.0,0.0,"[1.0,0.0,0.0]",2
260,wavemaker,0.16666666666666666,1.0,0.4166666666666667,"[0.16666666666666666,1.0,0.4166666666666667]",0
261,x,0.5,1.0,0.0,"[0.5,1.0,0.0]",3
262,��anetic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",3
263,Zdenko,0.5,0.5,0.2,"[0.5,0.5,0.2]",2
264,Zdenko ��krlj,0.14285714285714282,0.5,0.38461538461538464,"[0.14285714285714282,0.5,0.38461538461538464]",2
265,Zdravko,0.125,1.0,0.3076923076923077,"[0.125,1.0,0.3076923076923077]",3
266,��ivko Joncic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",3
267,zvjezdana,0.33333333333333337,1.0,0.4,"[0.33333333333333337,1.0,0.4]",3
268,Zvonimir Matic,1.0,0.0,0.25,"[1.0,0.0,0.25]",2
