,users,followingRatio,order,freq,catchingUpRatio,pcaInput,_1,_2,features,probability,prediction
23,Bojan1825,0.125,1.0,0.6666666666666666,0.3333333333333333,"[0.125,1.0,0.6666666666666666,0.3333333333333333]",0.15500323590516812,1.085010926133517,"[0.15500323590516812,1.085010926133517]","[4.829760523199864e-07,8.730177331738797e-17,0.0003761890020189628,0.9996233280219287]",3
24,Branklo,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]",0.11576765969846395,1.1776510733460523,"[0.11576765969846395,1.1776510733460523]","[4.890047883054975e-14,2.3989919970812325e-16,7.361143467346504e-05,0.9999263885652774]",3
25,BrunoB,0.14285714285714288,0.875,0.6666666666666666,0.2222222222222222,"[0.14285714285714288,0.875,0.6666666666666666,0.2222222222222222]",0.1982641983769974,0.9935506527163537,"[0.1982641983769974,0.9935506527163537]","[0.04249700008160428,1.5006983945707984e-16,0.003413283776753634,0.9540897161416418]",3
26,Buda,0.5,0.4,0.3333333333333333,0.6666666666666666,"[0.5,0.4,0.3333333333333333,0.6666666666666666]",-0.48436928149025354,0.8456971510904709,"[-0.48436928149025354,0.8456971510904709]","[3.4911462256872563e-16,3.4911462673243915e-16,0.005538767528192951,0.9944612324718063]",3
27,chibu79,0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333,"[0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333]",0.450724025320449,1.1584265360052857,"[0.450724025320449,1.1584265360052857]","[0.5013995902407059,1.6071665244136263e-16,1.9162700309210966e-09,0.4986004078430239]",0
28,Cromiza,0.25,0.8,0.2727272727272727,0.2727272727272727,"[0.25,0.8,0.2727272727272727,0.2727272727272727]",-0.11298472286260097,0.7210750433919269,"[-0.11298472286260097,0.7210750433919269]","[1.8383167939687967e-12,5.453037676359105e-17,0.9985886560385264,0.0014113439596351775]",2
29,cvjetko,0.1111111111111111,1.0,0.6666666666666666,0.25,"[0.1111111111111111,1.0,0.6666666666666666,0.25]",0.21055639372558446,1.0460254524095407,"[0.21055639372558446,1.0460254524095407]","[0.006440663554020264,1.0576269483642841e-16,0.00041566224679416943,0.9931436741991855]",3
30,Damir Mulalic,0.25,1.0,0.16666666666666666,0.25,"[0.25,1.0,0.16666666666666666,0.25]",-0.14419106040531082,0.7130775387425125,"[-0.14419106040531082,0.7130775387425125]","[9.14054223577697e-15,6.269054130533058e-17,0.9985182162545827,0.0014817837454081354]",2
31,Danilo4783,0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727,"[0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727]",-0.24978784815627267,0.6914153762355034,"[-0.24978784815627267,0.6914153762355034]","[1.8972967248300053e-16,1.897296697860327e-16,0.9961581652781983,0.003841834721801365]",2
32,Dario,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]",-0.0886587309848276,0.7229236967842249,"[-0.0886587309848276,0.7229236967842249]","[1.248972393343615e-10,5.2158864627385916e-17,0.998817656590782,0.001182343284320667]",2
33,DarioR,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,"[0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285]",-0.14898338394162297,0.6764442622206869,"[-0.14898338394162297,0.6764442622206869]","[1.5802328354047745e-13,7.339879077493913e-17,0.9996792847030692,0.00032071529677278767]",2
34,Darko Babic,0.1,1.0,0.6923076923076923,0.15384615384615385,"[0.1,1.0,0.6923076923076923,0.15384615384615385]",0.28529790409539846,1.021851355766585,"[0.28529790409539846,1.021851355766585]","[0.670411919870124,6.285127994309409e-17,5.720202548345765e-05,0.32953087810439247]",0
35,Dejan Adamic,0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385,"[0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385]",0.21748263832657808,0.794777289910235,"[0.21748263832657808,0.794777289910235]","[0.929262120565448,1.8419210405094238e-16,0.06702802364368071,0.0037098557908711322]",0
36,DejanJ,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693]",0.41600861224726354,1.066532579721778,"[0.41600861224726354,1.066532579721778]","[0.44067942758530976,1.708984308342828e-16,2.9326344497372586e-07,0.5593202791512449]",3
37,demirel,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-0.8723986539425858,1.0811425816463736,"[-0.8723986539425858,1.0811425816463736]","[4.940029963009569e-16,0.9981415923370858,9.888904274435651e-13,0.0018584076619247757]",1
38,Deni Oreb,1.0,1.0,0.09090909090909093,0.9090909090909091,"[1.0,1.0,0.09090909090909093,0.9090909090909091]",-1.0256629547732137,1.1630692686411581,"[-1.0256629547732137,1.1630692686411581]","[2.0320190282880813e-16,0.9999991532602146,2.0400352357717958e-16,8.467397849340916e-07]",1
39,Dimen,0.33333333333333337,0.75,0.4,0.2,"[0.33333333333333337,0.75,0.4,0.2]",-0.05945154424235366,0.7920827249855527,"[-0.05945154424235366,0.7920827249855527]","[5.814319343214596e-11,6.216114595283771e-17,0.98243787437194,0.017562125569916782]",2
40,dkervina,0.25,1.0,0.5,0.5,"[0.25,1.0,0.5,0.5]",-0.10629650294039625,1.0678006945964622,"[-0.10629650294039625,1.0678006945964622]","[8.59082359378356e-17,8.59082359378356e-17,0.010390227457014695,0.9896097725429851]",3
41,dmeic,0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156,"[0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156]",-0.1669041955603905,0.8239618565829215,"[-0.1669041955603905,0.8239618565829215]","[8.802939261939064e-17,8.802934135502941e-17,0.8761270951408779,0.12387290485912174]",2
42,Dorsi,0.25,1.0,0.4,0.6,"[0.25,1.0,0.4,0.6]",-0.2160311459195694,1.0342033161974271,"[-0.2160311459195694,1.0342033161974271]","[9.083500632606574e-17,9.083500632606574e-17,0.016637547378671538,0.9833624526213284]",3
43,dragana,0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714,"[0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714]",-0.2689211460006387,0.866593907339799,"[-0.2689211460006387,0.866593907339799]","[1.4640958234155965e-16,1.4640958234155965e-16,0.3245774162758953,0.6754225837241044]",3
44,drejc,0.125,0.7,0.18181818181818185,0.09090909090909091,"[0.125,0.7,0.18181818181818185,0.09090909090909091]",0.012569207986392862,0.4976484128803584,"[0.012569207986392862,0.4976484128803584]","[0.021188680666719244,7.08068528284705e-16,0.9788113170429023,2.290377835765094e-09]",2
45,Edvard,0.125,1.0,0.7777777777777778,0.1111111111111111,"[0.125,1.0,0.7777777777777778,0.1111111111111111]",0.33938539524056616,1.0761067000009212,"[0.33938539524056616,1.0761067000009212]","[0.7035236672502292,5.177393727313772e-17,1.380675802524579e-06,0.29647495207396835]",0
46,Efa i Neno,0.125,0.75,0.38461538461538464,0.38461538461538464,"[0.125,0.75,0.38461538461538464,0.38461538461538464]",-0.040776116470242346,0.7926904889060159,"[-0.040776116470242346,0.7926904889060159]","[1.5115030017499843e-09,6.584938407390417e-17,0.9834754865793721,0.0165245119091248]",2
47,Elena Nikolovska,0.5,1.0,0.125,0.5,"[0.5,1.0,0.125,0.5]",-0.463833871954445,0.8633393916621952,"[-0.463833871954445,0.8633393916621952]","[2.6795718750041877e-16,2.6795718979859684e-16,0.007013082697667745,0.9929869173023317]",3
48,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333,"[0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333]",0.06140183305786362,0.963607927344982,"[0.06140183305786362,0.963607927344982]","[1.6313422896905014e-08,1.1017581133294704e-16,0.06671049687323166,0.9332894868133452]",3
49,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857]",0.16021262747184703,1.1242809172289072,"[0.16021262747184703,1.1242809172289072]","[3.6426972113435476e-08,1.1141644887058436e-16,0.0001090837506598088,0.999890879822368]",3
50,Gasper,0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285,"[0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285]",0.034905070756242315,0.7300918686550377,"[0.034905070756242315,0.7300918686550377]","[0.0013844525456652974,8.954964314327453e-17,0.9978030698637509,0.0008124775905837449]",2
51,gcampa,0.125,1.0,0.4166666666666667,0.25,"[0.125,1.0,0.4166666666666667,0.25]",0.06803096319951862,0.862313540408025,"[0.06803096319951862,0.862313540408025]","[0.00019316257510753538,2.3869232413027525e-16,0.7555810057444209,0.24422583168047138]",2
52,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-0.8723986539425858,1.0811425816463736,"[-0.8723986539425858,1.0811425816463736]","[4.940029963009569e-16,0.9981415923370858,9.888904274435651e-13,0.0018584076619247757]",1
53,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666,"[0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666]",-0.08968198404107403,0.5898708207940286,"[-0.08968198404107403,0.5898708207940286]","[1.6597561985476743e-06,1.2596408018433385e-16,0.9999964330191442,1.9072246571308703e-06]",2
54,Gordana Genc,0.125,1.0,0.8888888888888888,0.1111111111111111,"[0.125,1.0,0.8888888888888888,0.1111111111111111]",0.3988579980811085,1.1596717670202616,"[0.3988579980811085,1.1596717670202616]","[0.6801876751886347,8.203595364045733e-17,9.277758213210324e-09,0.31981231553360717]",0
55,gpet,0.09999999999999999,0.9090909090909092,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,0.9090909090909092,0.8333333333333334,0.16666666666666666]",0.34776325726913554,1.0963284601401053,"[0.34776325726913554,1.0963284601401053]","[0.6726138104406513,5.641745987017536e-17,5.50771700213111e-07,0.32738563878764854]",0
56,Gregor Primc,0.09999999999999999,1.0,0.4166666666666667,0.08333333333333333,"[0.09999999999999999,1.0,0.4166666666666667,0.08333333333333333]",0.17739486401338214,0.7852044907184721,"[0.17739486401338214,0.7852044907184721]","[0.8463393604219749,1.51563140458092e-16,0.1503761707746616,0.003284468803363227]",0
57,greta,0.25,0.6666666666666666,0.2857142857142857,0.42857142857142855,"[0.25,0.6666666666666666,0.2857142857142857,0.42857142857142855]",-0.20215770553212653,0.7415401593969466,"[-0.20215770553212653,0.7415401593969466]","[9.512104843107326e-17,9.512055419061374e-17,0.9888730292948167,0.011126970705183049]",2
58,Hrvoje Juvancic,0.2,1.0,0.5555555555555556,0.4444444444444444,"[0.2,1.0,0.5555555555555556,0.4444444444444444]",-0.013969345510967457,1.070951745166947,"[-0.013969345510967457,1.070951745166947]","[7.521642080694105e-17,7.5214082535491e-17,0.005906431350252542,0.9940935686497473]",3
59,Igor29,0.5,1.0,0.3333333333333333,0.6666666666666666,"[0.5,1.0,0.3333333333333333,0.6666666666666666]",-0.4460049089995697,1.0893758621874108,"[-0.4460049089995697,1.0893758621874108]","[9.988915387856209e-16,1.1656425020171444e-15,0.0005064012013970018,0.9994935987986008]",3
60,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,0.25,"[0.3333333333333333,0.8571428571428571,0.125,0.25]",-0.2279001056821307,0.6495788306248955,"[-0.2279001056821307,0.6495788306248955]","[1.8398028428530637e-16,1.837891246765688e-16,0.9995791040806232,0.0004208959193762995]",2
61,igorr,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]",-0.0886587309848276,0.7229236967842249,"[-0.0886587309848276,0.7229236967842249]","[1.248972393343615e-10,5.2158864627385916e-17,0.998817656590782,0.001182343284320667]",2
62,iivana,0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285,"[0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285]",-0.03090293418815397,0.6903395990618613,"[-0.03090293418815397,0.6903395990618613]","[6.1678821740104894e-06,6.081167784487999e-17,0.9998343021779239,0.0001595299399020759]",2
63,Ines,1.0,1.0,0.125,0.875,"[1.0,1.0,0.125,0.875]",-0.9882534173939501,1.1745229203681018,"[-0.9882534173939501,1.1745229203681018]","[8.259305099722441e-17,0.9999995614715222,8.615653610370349e-17,4.385284775328794e-07]",1
64,Ivan Odrljin,0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693,"[0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693]",0.32890989095393947,0.9531777325605657,"[0.32890989095393947,0.9531777325605657]","[0.8660998908637039,1.1512813366427012e-16,0.0001371543172574478,0.1337629548190385]",0
65,IvanV,0.5,0.8,0.3333333333333333,0.3333333333333333,"[0.5,0.8,0.3333333333333333,0.3333333333333333]",-0.27142869842084755,0.869445685427193,"[-0.27142869842084755,0.869445685427193]","[1.4464624445192615e-16,1.4464624445192615e-16,0.2991504132566915,0.7008495867433082]",3
66,Ivica Komljenovic,0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461,"[0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461]",-0.6482929096713643,0.9952286098872173,"[-0.6482929096713643,0.9952286098872173]","[1.2408764736573051e-15,7.92936455304904e-08,3.846539350943106e-06,0.9999960741670023]",3
67,Iztok3,0.25,1.0,0.2,0.4,"[0.25,1.0,0.2,0.4]",-0.21066323018717564,0.8005638317258716,"[-0.21066323018717564,0.8005638317258716]","[1.123681226999213e-16,1.123681226903993e-16,0.9006533045472838,0.09934669545271603]",2
68,jadralec Jaro,0.14285714285714285,0.7142857142857143,0.625,0.125,"[0.14285714285714285,0.7142857142857143,0.625,0.125]",0.2203337320754316,0.8564873535005915,"[0.2203337320754316,0.8564873535005915]","[0.9641340559432181,9.064855873235433e-17,0.016252974085931085,0.01961296997085081]",0
69,Jadran,0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666]",0.35357604097984524,1.1332494769729748,"[0.35357604097984524,1.1332494769729748]","[0.5757907636533819,7.873815673961086e-17,1.5801887243549447e-07,0.4242090783277456]",0
70,Jani Pristavec,0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693,"[0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693]",0.3389903164592784,0.9846713677405142,"[0.3389903164592784,0.9846713677405142]","[0.8301559688309875,8.350565723927709e-17,3.284020900050808e-05,0.16981119096001207]",0
71,Jasminka,0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857,"[0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857]",0.07309108225484859,0.9491515859152084,"[0.07309108225484859,0.9491515859152084]","[4.465912287490248e-07,1.372254998763921e-16,0.09619000044047746,0.9038095529682936]",3
72,jelena,0.1,1.0,0.9090909090909092,0.09090909090909091,"[0.1,1.0,0.9090909090909092,0.09090909090909091]",0.4367083462670977,1.1587020363661833,"[0.4367083462670977,1.1587020363661833]","[0.5984296401270783,1.209877607563254e-16,2.715057316487661e-09,0.4015703571578642]",0
73,Jelena-Marija,0.25,0.8,0.2727272727272727,0.6363636363636364,"[0.25,0.8,0.2727272727272727,0.6363636363636364]",-0.317382178945092,0.8723884321860045,"[-0.317382178945092,0.8723884321860045]","[1.6525049438779301e-16,1.6525049438779301e-16,0.151718136486928,0.8482818635130718]",3
74,Jelena Cutura,0.25,1.0,0.6,0.2,"[0.25,1.0,0.6,0.2]",0.11585674088414694,1.0181757091587547,"[0.11585674088414694,1.0181757091587547]","[4.924538247227204e-07,8.63790486733399e-17,0.005975309183113428,0.9940241983630617]",3
75,jerko,0.16666666666666666,0.9090909090909092,0.5,0.5,"[0.16666666666666666,0.9090909090909092,0.5,0.5]",-0.059836841842033195,1.00502274501159,"[-0.059836841842033195,1.00502274501159]","[6.398956052083203e-17,6.398931350253109e-17,0.04005184418723898,0.9599481558127609]",3
76,Jerko. Marinkovic,0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333,"[0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333]",0.14919045219445848,1.0480899093006475,"[0.14919045219445848,1.0480899093006475]","[4.552301324164879e-06,8.493725231642567e-17,0.0013198560582884976,0.9986755916403872]",3
77,Josip Rabanasic,0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855,"[0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855]",-0.11503616031512812,0.9166694907106456,"[-0.11503616031512812,0.9166694907106456]","[8.43121081050415e-17,8.431203617468053e-17,0.3381477664237866,0.6618522335762133]",3
78,josko52@gmail.com,0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143,"[0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143]",-0.5853810461114125,0.8982477792551239,"[-0.5853810461114125,0.8982477792551239]","[3.722145707455229e-16,2.3066435670625854e-15,8.418967126878877e-05,0.9999158103287286]",3
79,Jure Gros,0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077]",-0.0488626006963295,0.8172904113910411,"[-0.0488626006963295,0.8172904113910411]","[4.4761170742140784e-11,7.377373693120285e-17,0.9551968919666635,0.044803107988575425]",2
80,jure111,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-0.9425306494859613,1.1885218280343666,"[-0.9425306494859613,1.1885218280343666]","[5.712537909860784e-17,0.9999996024501123,9.542724009041157e-17,3.975498875791035e-07]",1
81,jurebizjak,0.1111111111111111,1.0,0.5,0.08333333333333333,"[0.1111111111111111,1.0,0.5,0.08333333333333333]",0.21502965683591255,0.8513258820165778,"[0.21502965683591255,0.8513258820165778]","[0.9609800179615114,9.502996384316466e-17,0.020829417904270623,0.018190564134217987]",0
82,kapitan72,0.2,0.625,0.5555555555555556,0.4444444444444444,"[0.2,0.625,0.5555555555555556,0.4444444444444444]",-0.03794707831764482,0.9186525507313595,"[-0.03794707831764482,0.9186525507313595]","[1.0347847215657036e-14,1.004587710264616e-16,0.3500628143014753,0.6499371856985143]",3
83,Karla,0.5,1.0,0.5,0.5,"[0.5,1.0,0.5,0.5]",-0.2631138373676144,1.1453714928524692,"[-0.2631138373676144,1.1453714928524692]","[7.794352921641367e-16,7.794352921641371e-16,0.0026449210853899045,0.9973550789146085]",3
84,Karmen Hrvatic,0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453,"[0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453]",-0.004144674958972139,1.0572152974803848,"[-0.004144674958972139,1.0572152974803848]","[6.966508518570102e-17,6.945799149159514e-17,0.007649648162943673,0.9923503518370561]",3
85,kec,0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693]",-0.1525421264606327,0.5655759909208128,"[-0.1525421264606327,0.5655759909208128]","[2.1206951868457235e-09,2.30953847694841e-16,0.99999839309616,1.6047831446668717e-06]",2
86,kemi,0.2,0.5714285714285714,0.5,0.25,"[0.2,0.5714285714285714,0.5,0.25]",0.03818709179412866,0.7742023579372325,"[0.03818709179412866,0.7742023579372325]","[0.00035023391697123216,1.0356449789585751e-16,0.9932201447639285,0.006429621319100334]",2
87,Kreso,0.25,1.0,0.16666666666666666,0.5,"[0.25,1.0,0.16666666666666666,0.5]",-0.2847143114620234,0.8171054935384408,"[-0.2847143114620234,0.8171054935384408]","[2.2661995750713454e-16,2.2661995750713454e-16,0.6074108009409367,0.39258919905906287]",2
88,Kristijan Lopac,0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182,"[0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182]",-0.01600697611468614,0.6167766449252483,"[-0.01600697611468614,0.6167766449252483]","[0.0007493056398792846,1.0423802329698117e-16,0.9992474227442063,3.271615914272336e-06]",2
89,Kvasina,0.2,1.0,0.4545454545454545,0.5454545454545454,"[0.2,1.0,0.4545454545454545,0.5454545454545454]",-0.1248124192273041,1.0370149993093356,"[-0.1248124192273041,1.0370149993093356]","[7.165238252720124e-17,7.165238252720124e-17,0.02047683578248871,0.9795231642175112]",3
90,Labura,0.5,1.0,0.25,0.5,"[0.5,1.0,0.25,0.5]",-0.3969271937588348,0.9573500920589533,"[-0.3969271937588348,0.9573500920589533]","[1.355080900308223e-16,1.355080921085934e-16,0.00616263977730697,0.9938373602226928]",3
91,Lana,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]",0.11576765969846395,1.1776510733460523,"[0.11576765969846395,1.1776510733460523]","[4.890047883054975e-14,2.3989919970812325e-16,7.361143467346504e-05,0.9999263885652774]",3
92,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333]",0.10009465655617117,0.6989075247506983,"[0.10009465655617117,0.6989075247506983]","[0.18538358978353964,1.6378945353656263e-16,0.8144812257842667,0.00013518443219348816]",2
