,users,intensityNormalized,order,freq,features,prediction
94,HanaP,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",3
95,Hrvoje Juvancic,0.06666666666666668,1.0,0.5555555555555556,"[0.06666666666666668,1.0,0.5555555555555556]",0
96,Hrvoje Petek,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]",3
97,Igor ��utic,0.006944444444444438,1.0,0.8461538461538461,"[0.006944444444444438,1.0,0.8461538461538461]",0
98,Igor ��afran,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",0
99,Igor29,0.16666666666666666,1.0,0.3333333333333333,"[0.16666666666666666,1.0,0.3333333333333333]",3
100,IgorGancevic,0.13888888888888887,0.8571428571428571,0.125,"[0.13888888888888887,0.8571428571428571,0.125]",3
101,igorr,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",3
102,iivana,0.0625,0.8333333333333334,0.2857142857142857,"[0.0625,0.8333333333333334,0.2857142857142857]",3
103,Ina,0.0,1.0,0.9,"[0.0,1.0,0.9]",0
104,Ines,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]",1
105,Ivan Odrljin,0.015151515151515155,0.9166666666666666,0.6923076923076923,"[0.015151515151515155,0.9166666666666666,0.6923076923076923]",0
106,Ivana Kozina,0.2777777777777777,0.9166666666666666,0.0,"[0.2777777777777777,0.9166666666666666,0.0]",3
107,Ivana PR,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
108,IvanV,0.16666666666666666,0.8,0.3333333333333333,"[0.16666666666666666,0.8,0.3333333333333333]",2
109,Ivica Komljenovic,0.4583333333333333,0.9166666666666666,0.15384615384615385,"[0.4583333333333333,0.9166666666666666,0.15384615384615385]",1
110,Iztok3,0.125,1.0,0.2,"[0.125,1.0,0.2]",3
111,jadralec Jaro,0.0119047619047619,0.7142857142857143,0.625,"[0.0119047619047619,0.7142857142857143,0.625]",0
112,Jadran,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0
113,Janez  stupica,0.027777777777777773,0.8571428571428571,0.625,"[0.027777777777777773,0.8571428571428571,0.625]",0
114,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,"[0.006944444444444438,1.0,0.6923076923076923]",0
115,Jaro��,0.016666666666666663,0.8,0.5,"[0.016666666666666663,0.8,0.5]",0
116,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,"[0.033333333333333326,0.8333333333333334,0.5714285714285714]",0
117,jelena,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",0
118,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]",3
119,Jelena Cutura,0.02083333333333333,1.0,0.6,"[0.02083333333333333,1.0,0.6]",0
120,Jelenaa,0.4166666666666667,0.9090909090909092,0.0,"[0.4166666666666667,0.9090909090909092,0.0]",1
121,jerko,0.08333333333333333,0.9090909090909092,0.5,"[0.08333333333333333,0.9090909090909092,0.5]",0
122,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,"[0.04166666666666666,0.9090909090909092,0.6666666666666666]",0
123,Jolanda,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]",1
124,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,"[0.0625,0.8333333333333334,0.42857142857142855]",2
125,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,"[0.20833333333333331,0.8333333333333334,0.14285714285714285]",3
126,JOZE,0.125,0.5,0.0,"[0.125,0.5,0.0]",2
127,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,"[0.02083333333333333,0.8888888888888888,0.6]",0
128,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]",3
129,jure111,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]",1
130,jurebizjak,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",0
131,kapitan72,0.06666666666666668,0.625,0.5555555555555556,"[0.06666666666666668,0.625,0.5555555555555556]",2
132,Karla,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",0
133,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,"[0.06944444444444442,1.0,0.5454545454545454]",0
134,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,"[0.20833333333333331,1.0,0.0]",3
135,Katja De Faveri,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
136,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",3
137,kemi,0.05000000000000001,0.5714285714285714,0.5,"[0.05000000000000001,0.5714285714285714,0.5]",2
138,Kiklop,0.10000000000000002,0.4,0.18181818181818185,"[0.10000000000000002,0.4,0.18181818181818185]",2
139,KlaraM,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",3
140,Kopacin,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
141,Kreso,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",3
142,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,"[0.06944444444444442,0.7,0.2727272727272727]",2
143,Ksenija,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
144,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,"[0.08333333333333333,0.4545454545454545,0.0]",2
145,Kskoric,0.19444444444444445,0.8888888888888888,0.0,"[0.19444444444444445,0.8888888888888888,0.0]",3
146,Kvasina,0.10000000000000002,1.0,0.4545454545454545,"[0.10000000000000002,1.0,0.4545454545454545]",0
147,Labura,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",3
148,Lana,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
149,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,"[0.05952380952380953,0.9090909090909092,0.3333333333333333]",3
150,Lejla,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
151,Leo Mihaljevic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
152,ljubica basic,0.0,1.0,0.9230769230769232,"[0.0,1.0,0.9230769230769232]",0
153,Luc,0.018518518518518528,1.0,0.8181818181818182,"[0.018518518518518528,1.0,0.8181818181818182]",0
154,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,"[0.052083333333333336,0.6666666666666666,0.4615384615384616]",2
155,ludmilla,0.0,0.5,0.4,"[0.0,0.5,0.4]",2
156,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,"[0.10416666666666667,1.0,0.4444444444444444]",0
157,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0
158,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,"[0.04166666666666666,1.0,0.3333333333333333]",3
159,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,"[0.04166666666666666,0.4,0.3333333333333333]",2
160,Maja Demaria,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",0
161,Maja Grinek,0.06666666666666668,0.875,0.3333333333333333,"[0.06666666666666668,0.875,0.3333333333333333]",3
162,maja laurence,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",3
163,MajaM,0.13333333333333333,0.5833333333333334,0.38461538461538464,"[0.13333333333333333,0.5833333333333334,0.38461538461538464]",2
164,Marco,0.2777777777777777,0.8333333333333334,0.0,"[0.2777777777777777,0.8333333333333334,0.0]",3
165,Mare_,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
166,mare10,0.20833333333333331,0.8333333333333334,0.0,"[0.20833333333333331,0.8333333333333334,0.0]",3
167,Maria,0.0119047619047619,0.8571428571428571,0.625,"[0.0119047619047619,0.8571428571428571,0.625]",0
168,Marijana,0.11111111111111112,1.0,0.42857142857142855,"[0.11111111111111112,1.0,0.42857142857142855]",0
169,MARINO BRZAC,0.16666666666666666,0.9090909090909092,0.3333333333333333,"[0.16666666666666666,0.9090909090909092,0.3333333333333333]",3
170,Mario Bursac,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]",0
171,Mario91,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",3
172,Marjan Henigman,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",0
173,Markisha,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",0
174,Marko Dundovic,0.0972222222222222,0.9166666666666666,0.15384615384615385,"[0.0972222222222222,0.9166666666666666,0.15384615384615385]",3
175,Marko Kralj,0.125,1.0,0.4,"[0.125,1.0,0.4]",3
176,Marko L,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]",3
177,marko maticic,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]",2
178,Maru��aaaa,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
179,Ma��a,0.02083333333333333,1.0,0.8,"[0.02083333333333333,1.0,0.8]",0
180,masa sarusic,0.027777777777777773,0.9090909090909092,0.75,"[0.027777777777777773,0.9090909090909092,0.75]",0
181,Mate Vitaljic,0.02083333333333333,0.7777777777777778,0.8,"[0.02083333333333333,0.7777777777777778,0.8]",0
182,Matea Pavicic,0.08333333333333333,1.0,0.0,"[0.08333333333333333,1.0,0.0]",3
183,Matija Osterc,0.1875,0.9166666666666666,0.2307692307692308,"[0.1875,0.9166666666666666,0.2307692307692308]",3
184,Matija Turkalj,0.10000000000000002,0.9,0.0,"[0.10000000000000002,0.9,0.0]",3
185,Matjazzavrl,0.08333333333333333,0.8571428571428571,0.375,"[0.08333333333333333,0.8571428571428571,0.375]",2
186,Mauro,0.10416666666666667,0.75,0.0,"[0.10416666666666667,0.75,0.0]",3
187,MedoPiki,0.13333333333333333,1.0,0.0,"[0.13333333333333333,1.0,0.0]",3
188,melina lako��,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]",1
189,mihaelas,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",3
190,Miho,0.047619047619047616,0.8,0.3636363636363637,"[0.047619047619047616,0.8,0.3636363636363637]",2
191,Milan Kura��,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",3
192,miranF,1.0,1.0,0.0,"[1.0,1.0,0.0]",1
193,Mirela,0.13333333333333333,0.8333333333333334,0.2307692307692308,"[0.13333333333333333,0.8333333333333334,0.2307692307692308]",3
194,Mirjana Pu��karski,0.0119047619047619,1.0,0.875,"[0.0119047619047619,1.0,0.875]",0
195,Mirkomatic,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",3
196,miroc,0.4166666666666667,0.8,0.16666666666666666,"[0.4166666666666667,0.8,0.16666666666666666]",1
197,Mi��o,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
198,MojcaDamijan,0.037037037037037035,1.0,0.6153846153846154,"[0.037037037037037035,1.0,0.6153846153846154]",0
199,Nada,0.9166666666666666,1.0,0.0,"[0.9166666666666666,1.0,0.0]",1
200,Nata��a,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]",0
201,Nejc Kodric,0.1875,1.0,0.15384615384615385,"[0.1875,1.0,0.15384615384615385]",3
202,Nejc Likar,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",3
203,nenad,0.0,1.0,0.8571428571428571,"[0.0,1.0,0.8571428571428571]",0
204,NenadS,0.11666666666666665,1.0,0.25,"[0.11666666666666665,1.0,0.25]",3
205,Neven,0.025000000000000005,0.9166666666666666,0.6923076923076923,"[0.025000000000000005,0.9166666666666666,0.6923076923076923]",0
206,Niko Vukusic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
207,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,"[0.007575757575757569,0.9090909090909092,0.4166666666666667]",0
208,Nikola Bar��ic,0.20833333333333331,0.0,0.0,"[0.20833333333333331,0.0,0.0]",2
209,Nikolaj,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
210,Nikoleta,0.03571428571428572,1.0,0.7,"[0.03571428571428572,1.0,0.7]",0
211,nikonikokaoja,0.0,0.6666666666666666,0.25,"[0.0,0.6666666666666666,0.25]",2
212,Nina1,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
213,NinaP,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",3
214,noordung,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",3
215,Oaky,0.02380952380952382,1.0,0.7777777777777778,"[0.02380952380952382,1.0,0.7777777777777778]",0
216,Ojiga,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
217,p2035e,0.125,1.0,0.0,"[0.125,1.0,0.0]",3
218,Paval,0.2777777777777777,1.0,0.0,"[0.2777777777777777,1.0,0.0]",3
219,Pavle,0.015151515151515155,1.0,0.8461538461538461,"[0.015151515151515155,1.0,0.8461538461538461]",0
220,pedro,0.75,1.0,0.2,"[0.75,1.0,0.2]",1
221,peri,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",0
222,Pero,0.16666666666666666,1.0,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111]",3
223,Petar,0.05952380952380953,1.0,0.4166666666666667,"[0.05952380952380953,1.0,0.4166666666666667]",0
224,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,"[0.14583333333333334,0.8,0.18181818181818185]",3
225,PetraP,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",0
226,Pina,0.006944444444444438,1.0,0.9230769230769232,"[0.006944444444444438,1.0,0.9230769230769232]",0
227,Pino,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",3
228,Pirko,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",3
229,Pjerino,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
230,Pjero,0.010416666666666666,1.0,0.5555555555555556,"[0.010416666666666666,1.0,0.5555555555555556]",0
231,Plavac_mali,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",0
232,plombar,0.07142857142857144,0.75,0.5384615384615384,"[0.07142857142857144,0.75,0.5384615384615384]",2
233,Pokmon,0.05952380952380953,1.0,0.5833333333333334,"[0.05952380952380953,1.0,0.5833333333333334]",0
234,Pokret Otoka,0.0625,1.0,0.5714285714285714,"[0.0625,1.0,0.5714285714285714]",0
235,Polona,0.037037037037037035,0.9166666666666666,0.4615384615384616,"[0.037037037037037035,0.9166666666666666,0.4615384615384616]",0
236,poppy,0.1875,0.9166666666666666,0.0,"[0.1875,0.9166666666666666,0.0]",3
237,Primosius,0.027777777777777773,1.0,0.0,"[0.027777777777777773,1.0,0.0]",3
238,RadoL,0.05952380952380953,1.0,0.5,"[0.05952380952380953,1.0,0.5]",0
239,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,"[0.015151515151515155,0.8333333333333334,0.8461538461538461]",0
240,Rebeka,0.052083333333333336,1.0,0.0,"[0.052083333333333336,1.0,0.0]",3
241,RobiF,0.0,1.0,0.75,"[0.0,1.0,0.75]",0
242,rocco337,0.2916666666666667,1.0,0.2222222222222222,"[0.2916666666666667,1.0,0.2222222222222222]",3
243,Rok321,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
244,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",3
245,rokian,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",0
246,roman113,0.4166666666666667,1.0,0.0,"[0.4166666666666667,1.0,0.0]",1
247,Romana,0.06666666666666668,0.75,0.3333333333333333,"[0.06666666666666668,0.75,0.3333333333333333]",2
248,ruzica kovacevic,0.04166666666666666,1.0,0.5,"[0.04166666666666666,1.0,0.5]",0
249,Safet,0.13888888888888887,1.0,0.0,"[0.13888888888888887,1.0,0.0]",3
250,Sailman,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",0
251,Salieri,0.11666666666666665,1.0,0.0,"[0.11666666666666665,1.0,0.0]",3
252,Sandi,0.016666666666666663,1.0,0.6666666666666666,"[0.016666666666666663,1.0,0.6666666666666666]",0
253,sawyer,0.1875,1.0,0.2307692307692308,"[0.1875,1.0,0.2307692307692308]",3
254,shrike,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0
255,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,"[0.13333333333333333,1.0,0.38461538461538464]",3
256,��imun Zamberlin,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",0
257,��katja,0.11111111111111112,0.8333333333333334,0.2857142857142857,"[0.11111111111111112,0.8333333333333334,0.2857142857142857]",3
258,slipke,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",3
259,Spasic Vladimir,0.08333333333333333,1.0,0.0,"[0.08333333333333333,1.0,0.0]",3
260,splicho,0.25,1.0,0.25,"[0.25,1.0,0.25]",3
261,staneb,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
262,Stanojevic,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",3
