,users,intensityNormalized,order,freq,features,probability,prediction
42,Cromiza,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]","[0.9380125823896102,9.460882320172077e-05,3.4997211103687224e-17,0.06189280878718817]",0
43,cvjetko,0.027777777777777773,1.0,0.6666666666666666,"[0.027777777777777773,1.0,0.6666666666666666]","[1.24974490588433e-10,3.8396659032460567e-07,0.9999996158294997,7.893562946519384e-11]",2
44,Dalka,0.0119047619047619,0.5714285714285714,0.5,"[0.0119047619047619,0.5714285714285714,0.5]","[1.476105255904701e-07,0.9268839234903706,1.191805478095847e-16,0.07311592889910368]",1
45,Damir Mulalic,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]","[6.487083564598114e-08,1.1001141693849434e-15,0.9999999271255146,8.003648576616951e-09]",2
46,damir.juretic,0.0,1.0,1.0,"[0.0,1.0,1.0]","[3.2508083021731607e-15,4.979569802177144e-07,0.9999995020430146,1.9457307271348083e-15]",2
47,Danilo4783,0.2222222222222222,1.0,0.09090909090909093,"[0.2222222222222222,1.0,0.09090909090909093]","[5.091455521706315e-08,4.294052822316347e-23,0.9999999435149014,5.570543260182369e-09]",2
48,Dario,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]","[5.045899524846795e-08,8.426487233672864e-16,0.9999999411946969,8.346307087929912e-09]",2
49,DarioR,0.11111111111111112,1.0,0.14285714285714285,"[0.11111111111111112,1.0,0.14285714285714285]","[5.426792811744105e-08,2.2646513029249614e-11,0.9999999369087836,8.800641661847744e-09]",2
50,Darko Babic,0.025000000000000005,1.0,0.6923076923076923,"[0.025000000000000005,1.0,0.6923076923076923]","[6.75600513144167e-11,4.5125436342181306e-07,0.9999995486348945,4.318196187372496e-11]",2
51,Dejan Adamic,0.025000000000000005,0.5833333333333334,0.6153846153846154,"[0.025000000000000005,0.5833333333333334,0.6153846153846154]","[1.1909868502375036e-08,0.9969550472151634,4.087985483708885e-17,0.003044940874968099]",1
52,DejanJ,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]","[1.1342515045128202e-05,0.9999879210131244,1.8779522903698878e-17,7.364718304572478e-07]",1
53,delimir,0.2222222222222222,0.8,0.0,"[0.2222222222222222,0.8,0.0]","[0.9780041724727178,5.060340405689796e-13,9.458288228539165e-17,0.02199582752677609]",0
54,demirel,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]","[0.0003342677421966529,3.992977641720353e-16,3.990636948283388e-16,0.9996657322578025]",3
55,Deni Oreb,0.8333333333333334,1.0,0.09090909090909093,"[0.8333333333333334,1.0,0.09090909090909093]","[7.583750006425409e-18,7.583750006409084e-18,0.9999944788937019,5.521106298145541e-06]",2
56,Dimen,0.05555555555555556,0.75,0.4,"[0.05555555555555556,0.75,0.4]","[0.027579968720052604,0.9601612525221024,9.488205969979131e-18,0.012258778757845033]",1
57,dkervina,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]","[3.151033096120064e-09,6.442043261693898e-09,0.999999989087863,1.3190605795045764e-09]",2
58,dmeic,0.13333333333333333,0.8333333333333334,0.3076923076923077,"[0.13333333333333333,0.8333333333333334,0.3076923076923077]","[0.9691989552733093,0.0003271609635986776,2.1094149755972803e-17,0.030473883763092006]",0
59,Domen S,0.0,1.0,0.9166666666666666,"[0.0,1.0,0.9166666666666666]","[8.234175438594202e-14,7.191430605873356e-07,0.9999992808568055,5.157610694651689e-14]",2
60,Dorsi,0.125,1.0,0.4,"[0.125,1.0,0.4]","[1.1553602519879729e-08,8.25407609767997e-12,0.999999984741275,3.6968685491408226e-09]",2
61,dragana,0.11111111111111112,0.5,0.42857142857142855,"[0.11111111111111112,0.5,0.42857142857142855]","[5.6348652396694976e-11,0.24965197903610348,5.930157243378705e-16,0.7503480209075474]",3
62,Dra��en,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]","[0.0330343189092604,0.9657245168804893,1.0594491141862141e-17,0.0012411642102503747]",1
63,drejc,0.03125,0.7,0.18181818181818185,"[0.03125,0.7,0.18181818181818185]","[0.15815366187128824,0.19135275403795268,5.707302226106759e-16,0.6504935840907584]",3
64,Du��i,0.13888888888888887,1.0,0.125,"[0.13888888888888887,1.0,0.125]","[6.575914818715661e-08,4.35890168419906e-13,0.9999999268084971,7.431918867832482e-09]",2
65,Edvard,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]","[7.124188536068793e-12,6.521566723495489e-07,0.9999993478314331,4.7704659440032524e-12]",2
66,Efa i Neno,0.052083333333333336,0.75,0.38461538461538464,"[0.052083333333333336,0.75,0.38461538461538464]","[0.03783986390607514,0.9461197617255623,1.1199492091065279e-17,0.016040374368362545]",1
67,Elena Nikolovska,0.25,1.0,0.125,"[0.25,1.0,0.125]","[2.8971478664444006e-08,2.128158423331344e-23,0.999999964275006,6.753515274749252e-09]",2
68,Ferijan Perkovic,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]","[0.0330343189092604,0.9657245168804893,1.0594491141862141e-17,0.0012411642102503747]",1
69,filip mestrovic,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]","[3.700756238596051e-11,3.9854132162574733e-07,0.9999996013990371,2.2633709435070583e-11]",2
70,Gasper,0.0625,0.6666666666666666,0.42857142857142855,"[0.0625,0.6666666666666666,0.42857142857142855]","[0.00011848939018003765,0.9904121702201919,7.690342607289033e-18,0.009469340389628152]",1
71,gcampa,0.04166666666666666,1.0,0.4166666666666667,"[0.04166666666666666,1.0,0.4166666666666667]","[8.721638999377162e-09,2.3346802340830335e-08,0.9999999627425078,5.189050870303813e-09]",2
72,GITA MARINKOVIC,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]","[0.0003342677421966529,3.992977641720353e-16,3.990636948283388e-16,0.9996657322578025]",3
73,Goran Cacic,0.08333333333333333,1.0,0.08333333333333333,"[0.08333333333333333,1.0,0.08333333333333333]","[2.737920096875301e-08,2.6223327946235703e-11,0.9999999654078758,7.186699759448218e-09]",2
74,Goran ��urica,0.0972222222222222,0.9166666666666666,0.3076923076923077,"[0.0972222222222222,0.9166666666666666,0.3076923076923077]","[0.9662368512065588,0.011261034148324363,2.3878995565461553e-17,0.022502114645116988]",0
75,Gordan,0.1875,0.9166666666666666,0.07692307692307693,"[0.1875,0.9166666666666666,0.07692307692307693]","[0.9916242637305727,1.2769655641966162e-10,2.6265855984403734e-17,0.008375736141730756]",0
76,Gordana Genc,0.010416666666666666,1.0,0.8888888888888888,"[0.010416666666666666,1.0,0.8888888888888888]","[1.9958765051219044e-13,6.817133182964287e-07,0.999999318286356,1.2615178142650107e-13]",2
77,gpet,0.016666666666666663,0.9090909090909092,0.8333333333333334,"[0.016666666666666663,0.9090909090909092,0.8333333333333334]","[1.7679757952850055e-05,0.9999812411795601,1.841196510042262e-17,1.0790624870167737e-06]",1
78,Gregor Primc,0.016666666666666663,1.0,0.4166666666666667,"[0.016666666666666663,1.0,0.4166666666666667]","[6.335957564589989e-09,5.24278615914899e-09,0.9999999820648222,6.356434071072721e-09]",2
79,greta,0.0625,0.6666666666666666,0.2857142857142857,"[0.0625,0.6666666666666666,0.2857142857142857]","[0.0009923484922505135,0.9579880894380828,1.731101246310677e-17,0.04101956206966682]",1
80,Grozdana Sirotic,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]","[2.8449146998988454e-09,6.116689041280915e-08,0.9999999339828586,2.005336258780817e-09]",2
81,Grup amor,0.04166666666666666,0.875,0.1111111111111111,"[0.04166666666666666,0.875,0.1111111111111111]","[0.9721156153432502,0.0004523667176413784,1.007697459063063e-16,0.027432017939108357]",0
82,HanaP,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]","[5.743576271988566e-09,4.0093058062560634e-13,0.9999999904708028,3.785220049172959e-09]",2
83,Hrvoje Juvancic,0.06666666666666668,1.0,0.5555555555555556,"[0.06666666666666668,1.0,0.5555555555555556]","[1.2200406050548083e-09,3.86396999070912e-08,0.9999999595528859,5.873734353058225e-10]",2
84,Igor ��utic,0.006944444444444438,1.0,0.8461538461538461,"[0.006944444444444438,1.0,0.8461538461538461]","[8.834958384752966e-13,7.47956513254028e-07,0.9999992520420308,5.726057879820916e-13]",2
85,Igor ��afran,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]","[2.1282558859005877e-05,0.9999569002785644,2.1318431570385425e-17,2.1817162576477892e-05]",1
86,Igor29,0.16666666666666666,1.0,0.3333333333333333,"[0.16666666666666666,1.0,0.3333333333333333]","[1.7872627645463158e-08,2.7699072937648356e-16,0.9999999765942486,5.533123648740318e-09]",2
87,IgorGancevic,0.13888888888888887,0.8571428571428571,0.125,"[0.13888888888888887,0.8571428571428571,0.125]","[0.9916571884478278,3.296878627869685e-05,1.2842850804867627e-17,0.008309842765893364]",0
88,igorr,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]","[5.045899524846795e-08,8.426487233672864e-16,0.9999999411946969,8.346307087929912e-09]",2
89,iivana,0.0625,0.8333333333333334,0.2857142857142857,"[0.0625,0.8333333333333334,0.2857142857142857]","[0.830417123312224,0.14692767704758894,1.6421879925036062e-17,0.022655199640187133]",0
90,Ina,0.0,1.0,0.9,"[0.0,1.0,0.9]","[1.497677565154311e-13,7.34676407502912e-07,0.9999992653233477,9.501177570868394e-14]",2
91,Ines,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]","[1.2426663703721035e-16,1.890239231003414e-21,0.9999999271002756,7.289972415509964e-08]",2
92,Ivan Odrljin,0.015151515151515155,0.9166666666666666,0.6923076923076923,"[0.015151515151515155,0.9166666666666666,0.6923076923076923]","[0.0010757117315757607,0.998858484479427,1.248339341204134e-17,6.580378899727647e-05]",1
93,Ivana PR,0.0,1.0,1.0,"[0.0,1.0,1.0]","[3.2508083021731607e-15,4.979569802177144e-07,0.9999995020430146,1.9457307271348083e-15]",2
94,IvanV,0.16666666666666666,0.8,0.3333333333333333,"[0.16666666666666666,0.8,0.3333333333333333]","[0.8655323243639109,4.3899717138896405e-07,9.41886629086004e-17,0.13446723663891774]",0
95,Ivica Komljenovic,0.4583333333333333,0.9166666666666666,0.15384615384615385,"[0.4583333333333333,0.9166666666666666,0.15384615384615385]","[0.00020487569792971945,3.788080664243388e-15,3.788080664243388e-15,0.9997951243020627]",3
96,Iztok3,0.125,1.0,0.2,"[0.125,1.0,0.2]","[5.894937905235903e-08,7.259032319067803e-12,0.9999999315779781,9.465383961810007e-09]",2
97,jadralec Jaro,0.0119047619047619,0.7142857142857143,0.625,"[0.0119047619047619,0.7142857142857143,0.625]","[0.00017723082873541114,0.9989503853236078,1.560871801728018e-17,0.0008723838476567105]",1
98,Jadran,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]","[1.236683704779797e-12,6.660785379239319e-07,0.9999993339194366,7.887270898349679e-13]",2
99,Janez  stupica,0.027777777777777773,0.8571428571428571,0.625,"[0.027777777777777773,0.8571428571428571,0.625]","[0.005577286244693604,0.994166001648993,7.697392536145323e-18,0.00025671210631335084]",1
100,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,"[0.006944444444444438,1.0,0.6923076923076923]","[6.831286894855538e-11,3.252207152120689e-07,0.9999996746594072,5.156473784945447e-11]",2
101,Jaro��,0.016666666666666663,0.8,0.5,"[0.016666666666666663,0.8,0.5]","[0.09006772150438855,0.9002333953091778,2.3860325746475995e-17,0.009698883186433666]",1
102,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,"[0.033333333333333326,0.8333333333333334,0.5714285714285714]","[0.01421731023813855,0.9849957189259907,7.281582459363017e-18,0.0007869708358707469]",1
103,jelena,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]","[9.894560491603553e-14,6.669957582454839e-07,0.9999993330040807,6.212103171716217e-14]",2
104,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]","[0.9380125823896102,9.460882320172077e-05,3.4997211103687224e-17,0.06189280878718817]",0
105,Jelena Cutura,0.02083333333333333,1.0,0.6,"[0.02083333333333333,1.0,0.6]","[5.181202773223526e-10,1.9638434058500617e-07,0.9999998027310177,3.665213666747612e-10]",2
106,jerko,0.08333333333333333,0.9090909090909092,0.5,"[0.08333333333333333,0.9090909090909092,0.5]","[0.5463835734514768,0.4323079369364684,1.0375984355723802e-16,0.021308489612054803]",0
107,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,"[0.04166666666666666,0.9090909090909092,0.6666666666666666]","[0.0024634860815772996,0.9974068832787343,1.4752728398803964e-17,0.00012963063968838334]",1
108,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,"[0.0625,0.8333333333333334,0.42857142857142855]","[0.26985063243919466,0.7197201458126199,1.393167538703312e-17,0.010429221748185407]",1
109,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,"[0.20833333333333331,0.8333333333333334,0.14285714285714285]","[0.972094936885794,1.3143223536490939e-12,2.6915526307777497e-17,0.02790506311289163]",0
110,JOZE,0.125,0.5,0.0,"[0.125,0.5,0.0]","[4.793001429419551e-10,0.8340323819386123,6.456436440740245e-16,0.1659676175820869]",1
111,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,"[0.02083333333333333,0.8888888888888888,0.6]","[0.015401172683489896,0.9839173557084662,1.3175706221029327e-17,0.0006814716080439094]",1
112,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]","[3.207255000109701e-08,6.004187676053349e-10,0.9999999588526269,8.474404223438411e-09]",2
113,jure111,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]","[2.2226772908295147e-11,7.652928269030156e-23,0.9999999852060428,1.4771730366560294e-08]",2
114,jurebizjak,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]","[2.8449146998988454e-09,6.116689041280915e-08,0.9999999339828586,2.005336258780817e-09]",2
115,kapitan72,0.06666666666666668,0.625,0.5555555555555556,"[0.06666666666666668,0.625,0.5555555555555556]","[9.728573069178643e-07,0.9943264742759254,2.7420890283226688e-17,0.005672552866767801]",1
116,Karla,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]","[3.151033096120064e-09,6.442043261693898e-09,0.999999989087863,1.3190605795045764e-09]",2
117,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,"[0.06944444444444442,1.0,0.5454545454545454]","[1.4654982391202357e-09,2.9562489244495985e-08,0.9999999682828394,6.891729951183354e-10]",2
118,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,"[0.20833333333333331,1.0,0.0]","[5.056459009162739e-08,7.572960376698648e-21,0.9999999468720255,2.563384367813801e-09]",2
119,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]","[0.9552093265797401,1.1722019563974645e-16,1.1722019562723635e-16,0.044790673420259663]",0
120,kemi,0.05000000000000001,0.5714285714285714,0.5,"[0.05000000000000001,0.5714285714285714,0.5]","[1.305246433792667e-08,0.9904492889621945,1.653317471014461e-17,0.009550697985341135]",1
121,Kiklop,0.10000000000000002,0.4,0.18181818181818185,"[0.10000000000000002,0.4,0.18181818181818185]","[1.860858510418079e-16,0.724483486246268,1.3396711211114715e-16,0.2755165137537317]",1
122,KlaraM,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]","[1.5204375356816638e-08,1.4948805319144162e-10,0.9999999687775093,1.586862732069103e-08]",2
123,Kreso,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]","[6.487083564598114e-08,1.1001141693849434e-15,0.9999999271255146,8.003648576616951e-09]",2
124,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,"[0.06944444444444442,0.7,0.2727272727272727]","[0.011784374033853316,0.9406202690567775,2.149759620843859e-17,0.04759535690936926]",1
125,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,"[0.08333333333333333,0.4545454545454545,0.0]","[6.753226712225312e-13,0.8945142374603401,6.301924487668485e-16,0.10548576253898394]",1
126,Kskoric,0.19444444444444445,0.8888888888888888,0.0,"[0.19444444444444445,0.8888888888888888,0.0]","[0.9958087054964115,6.33746917239368e-11,3.4302119807172564e-17,0.004191294440213793]",0
127,Kvasina,0.10000000000000002,1.0,0.4545454545454545,"[0.10000000000000002,1.0,0.4545454545454545]","[6.113991956749744e-09,6.68266253929343e-10,0.9999999909649014,2.2528401454016197e-09]",2
128,Labura,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]","[3.846117526443656e-08,8.72810166850686e-10,0.9999999495581359,1.1107878633086275e-08]",2
129,Lana,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]","[1.4341778116030739e-11,5.013409022720944e-07,0.9999994986357813,8.974541293024695e-12]",2
130,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,"[0.05952380952380953,0.9090909090909092,0.3333333333333333]","[0.8541973198063909,0.12025353328360282,2.8079051319278717e-17,0.025549146910006263]",0
131,Leo Mihaljevic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]","[1.4341778116030739e-11,5.013409022720944e-07,0.9999994986357813,8.974541293024695e-12]",2
132,ljubica basic,0.0,1.0,0.9230769230769232,"[0.0,1.0,0.9230769230769232]","[6.51388750578361e-14,7.099633711694424e-07,0.9999992900365231,4.061458698579339e-14]",2
133,Luc,0.018518518518518528,1.0,0.8181818181818182,"[0.018518518518518528,1.0,0.8181818181818182]","[1.9803001679211027e-12,6.474884986548374e-07,0.9999993525082584,1.2626233850696356e-12]",2
134,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,"[0.052083333333333336,0.6666666666666666,0.4615384615384616]","[6.939309453892814e-05,0.9939921918359869,6.7877866148591e-18,0.005938415069474163]",1
135,ludmilla,0.0,0.5,0.4,"[0.0,0.5,0.4]","[5.129526675454148e-10,0.08152089890448583,5.754243367729215e-16,0.9184791005825609]",3
136,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,"[0.10416666666666667,1.0,0.4444444444444444]","[6.9770709626417216e-09,3.501046870913478e-10,0.9999999901739168,2.4989075338826034e-09]",2
137,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]","[1.236683704779797e-12,6.660785379239319e-07,0.9999993339194366,7.887270898349679e-13]",2
138,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,"[0.04166666666666666,1.0,0.3333333333333333]","[1.6335047656352677e-08,4.3944845403810245e-09,0.9999999688762975,1.0394170405970919e-08]",2
139,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,"[0.04166666666666666,0.4,0.3333333333333333]","[3.077262267337769e-16,0.5106419962262638,2.3118156751707184e-16,0.48935800377373556]",1
140,Maja Demaria,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]","[5.151191574592151e-10,1.0042841619356021e-07,0.9999998987846823,2.7178227396637875e-10]",2
