,users,intensityNormalized,order,freq,catchingUpRatio,pcaInput,_1,_2,features,prediction
62,8a2e2082-7444-5533-6931-1b05fd88,0.20833333333333331,0.8333333333333334,0.14285714285714285,0.5714285714285714,"[0.20833333333333331,0.8333333333333334,0.14285714285714285,0.5714285714285714]",-0.5112406497224214,0.7614179112919116,"[-0.5112406497224214,0.7614179112919116]",0
63,8a68d73e-17f5-4571-ef15-e1d03878,0.3333333333333333,1.0,0.1,0.1,"[0.3333333333333333,1.0,0.1,0.1]",-0.2900178299530623,1.0016247900803164,"[-0.2900178299530623,1.0016247900803164]",0
64,8a6d88da-00af-01eb-e85b-db817e28,0.13888888888888887,0.5714285714285714,0.25,0.5,"[0.13888888888888887,0.5714285714285714,0.25,0.5]",-0.357774029133872,0.5120056077277506,"[-0.357774029133872,0.5120056077277506]",0
65,8ae29d55-64a1-1cf2-962b-4a35e380,0.125,0.5555555555555556,0.1,0.5,"[0.125,0.5555555555555556,0.1,0.5]",-0.41251286779358565,0.48961636601217606,"[-0.41251286779358565,0.48961636601217606]",0
66,8cedbb4b-6088-0b3c-fc04-ad8ce093,0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444,"[0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444]",-0.49770039281349693,0.9493397897283257,"[-0.49770039281349693,0.9493397897283257]",0
67,8f38fcd5-8798-9850-2359-5268418e,0.08333333333333333,1.0,0.125,0.375,"[0.08333333333333333,1.0,0.125,0.375]",-0.3223886409998421,0.9432934928714635,"[-0.3223886409998421,0.9432934928714635]",0
68,98599cc0-703a-b3be-34dc-7bcf7e6a,0.5833333333333334,1.0,0.125,0.875,"[0.5833333333333334,1.0,0.125,0.875]",-0.9580400684297808,0.9112542151431163,"[-0.9580400684297808,0.9112542151431163]",2
69,987749e2-fc0f-96db-2aa7-7df33e6d,0.08333333333333333,0.3333333333333333,0.5,0.5,"[0.08333333333333333,0.3333333333333333,0.5,0.5]",-0.20225932653354967,0.28229378527767685,"[-0.20225932653354967,0.28229378527767685]",3
70,9946a658-3dc0-f680-6e04-89182b0f,0.16666666666666666,0.8,0.16666666666666666,0.16666666666666666,"[0.16666666666666666,0.8,0.16666666666666666,0.16666666666666666]",-0.19623965640933566,0.7841964459854043,"[-0.19623965640933566,0.7841964459854043]",1
71,999f9f91-e880-70f1-00d3-e8994609,0.05000000000000001,0.8571428571428571,0.375,0.125,"[0.05000000000000001,0.8571428571428571,0.375,0.125]",-0.014611727517177861,0.8450795171852138,"[-0.014611727517177861,0.8450795171852138]",1
72,99d9bce0-1f7d-da02-6d84-afe0122e,0.20833333333333331,0.6666666666666666,0.14285714285714285,0.7142857142857143,"[0.20833333333333331,0.6666666666666666,0.14285714285714285,0.7142857142857143]",-0.5978886271698283,0.5766370005043779,"[-0.5978886271698283,0.5766370005043779]",0
73,9e184ea2-45e6-abdb-90a9-fb5b011b,0.11666666666666665,0.5454545454545454,0.16666666666666666,0.25,"[0.11666666666666665,0.5454545454545454,0.16666666666666666,0.25]",-0.20668966149556617,0.5173577707941773,"[-0.20668966149556617,0.5173577707941773]",1
74,a134cb86-69ed-3ceb-ab8b-42799b5f,0.20833333333333331,0.5,0.14285714285714285,0.14285714285714285,"[0.20833333333333331,0.5,0.14285714285714285,0.14285714285714285]",-0.19357788395782244,0.4942928259101268,"[-0.19357788395782244,0.4942928259101268]",1
75,a1ac05b8-d131-07d0-f419-28c0d19a,0.4583333333333333,0.08333333333333333,0.15384615384615385,0.8461538461538461,"[0.4583333333333333,0.08333333333333333,0.15384615384615385,0.8461538461538461]",-0.78942924383154,0.0029445648330944096,"[-0.78942924383154,0.0029445648330944096]",3
76,a7010942-2bf9-c022-3897-796a718f,0.125,0.75,0.2,0.6,"[0.125,0.75,0.2,0.6]",-0.4520822767927819,0.6707113072016189,"[-0.4520822767927819,0.6707113072016189]",0
77,a898d118-8b18-a02c-ae58-2a774d5f,0.20833333333333331,0.3333333333333333,0.14285714285714285,0.2857142857142857,"[0.20833333333333331,0.3333333333333333,0.14285714285714285,0.2857142857142857]",-0.2802258614052292,0.3095119151225932,"[-0.2802258614052292,0.3095119151225932]",3
78,a997f5a7-10f2-8566-1c1d-559b423c,0.2777777777777777,1.0,0.15384615384615385,0.6153846153846154,"[0.2777777777777777,1.0,0.15384615384615385,0.6153846153846154]",-0.588865188918049,0.9253301185332212,"[-0.588865188918049,0.9253301185332212]",0
79,abcc36e1-adfa-f564-04d4-d632273a,0.04166666666666666,0.8,0.3333333333333333,0.3333333333333333,"[0.04166666666666666,0.8,0.3333333333333333,0.3333333333333333]",-0.16674737766831704,0.7566450316654767,"[-0.16674737766831704,0.7566450316654767]",1
80,abda0840-539e-d7ad-7f3c-e3005350,0.0625,0.6666666666666666,0.5714285714285714,0.42857142857142855,"[0.0625,0.6666666666666666,0.5714285714285714,0.42857142857142855]",-0.13363332698072877,0.6221577178440977,"[-0.13363332698072877,0.6221577178440977]",1
81,ad50ec3a-b5fa-441c-dff6-68962309,0.25,0.0,0.25,0.75,"[0.25,0.0,0.25,0.75]",-0.5549154689473671,-0.07832470390910704,"[-0.5549154689473671,-0.07832470390910704]",3
82,af82af91-5c05-62ed-d5f4-ab452057,0.25,1.0,0.125,0.375,"[0.25,1.0,0.125,0.375]",-0.4197154153226254,0.9565156387404469,"[-0.4197154153226254,0.9565156387404469]",0
83,b341bfef-bd17-e48f-e3c6-71e45a3b,0.5833333333333334,0.42857142857142855,0.125,0.875,"[0.5833333333333334,0.42857142857142855,0.125,0.875]",-0.9184614397972926,0.34796199726125193,"[-0.9184614397972926,0.34796199726125193]",3
84,b3ed71c3-f69d-be41-8e55-61063ba5,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.6241780690542215,0.9074366773841558,"[-0.6241780690542215,0.9074366773841558]",0
85,b51ab28b-c73d-4a8a-b819-1193d14b,0.047619047619047616,0.9,0.5454545454545454,0.2727272727272727,"[0.047619047619047616,0.9,0.5454545454545454,0.2727272727272727]",-0.04505983038167355,0.8723613004862265,"[-0.04505983038167355,0.8723613004862265]",1
86,bc59fb83-de20-c8dc-0046-06b5a884,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334]",-0.8143104771969999,0.9055743206004683,"[-0.8143104771969999,0.9055743206004683]",2
87,be7e4626-8ea8-e4e7-bd98-df4d6b7e,0.05555555555555556,0.75,0.4,0.4,"[0.05555555555555556,0.75,0.4,0.4]",-0.1887959329903005,0.7014048861226196,"[-0.1887959329903005,0.7014048861226196]",1
88,c0f2c451-9f22-3dc5-b0ab-d6747910,0.75,1.0,0.1,0.9,"[0.75,1.0,0.1,0.9]",-1.0832085328985626,0.9199510102162988,"[-1.0832085328985626,0.9199510102162988]",2
89,c1b850ff-362a-890f-0c23-014773bb,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334]",-0.8143104771969999,0.9055743206004683,"[-0.8143104771969999,0.9055743206004683]",2
90,c3385c79-a01d-377d-9eac-6cf460e9,0.25,1.0,0.125,0.125,"[0.25,1.0,0.125,0.125]",-0.24787986309183097,0.9923684964080958,"[-0.24787986309183097,0.9923684964080958]",1
91,c9f74898-df82-973e-76ca-08186d7c,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334]",-0.8143104771969999,0.9055743206004683,"[-0.8143104771969999,0.9055743206004683]",2
92,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666,"[0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666]",-0.5537632808922953,0.9096430069087589,"[-0.5537632808922953,0.9096430069087589]",0
93,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.08333333333333333,0.6666666666666666,0.25,0.25,"[0.08333333333333333,0.6666666666666666,0.25,0.25]",-0.16009265690089786,0.6373331197527158,"[-0.16009265690089786,0.6373331197527158]",1
94,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.027777777777777773,0.6666666666666666,0.75,0.25,"[0.027777777777777773,0.6666666666666666,0.75,0.25]",0.08551229966507881,0.6517270383771164,"[0.08551229966507881,0.6517270383771164]",1
95,cf23b843-3219-15e7-f878-361bbfeb,0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334]",-0.8004579571756291,0.7084220443418159,"[-0.8004579571756291,0.7084220443418159]",2
96,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.02380952380952382,0.5,0.4444444444444444,0.1111111111111111,"[0.02380952380952382,0.5,0.4444444444444444,0.1111111111111111]",0.06457147268152699,0.4955472324029406,"[0.06457147268152699,0.4955472324029406]",1
97,d41a406c-81b7-dca2-962a-a408e155,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.6241780690542215,0.9074366773841558,"[-0.6241780690542215,0.9074366773841558]",0
98,d6458839-e410-c16f-44d7-7aad9b6b,0.8333333333333334,1.0,0.09090909090909093,0.9090909090909091,"[0.8333333333333334,1.0,0.09090909090909093,0.9090909090909091]",-1.1419961710221356,0.9249165010432264,"[-1.1419961710221356,0.9249165010432264]",2
99,d80b6775-ae61-8dae-98ce-99412037,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.6241780690542215,0.9074366773841558,"[-0.6241780690542215,0.9074366773841558]",0
100,d89aba44-424b-9d5d-5dd4-f1fbabf1,0.8333333333333334,1.0,0.09090909090909093,0.8181818181818182,"[0.8333333333333334,1.0,0.09090909090909093,0.8181818181818182]",-1.0795105156654832,0.9379539038314624,"[-1.0795105156654832,0.9379539038314624]",2
101,d964c832-c32d-77ff-672a-1cf12f7e,0.6666666666666666,0.875,0.1111111111111111,0.8888888888888888,"[0.6666666666666666,0.875,0.1111111111111111,0.8888888888888888]",-1.0135132362144814,0.7921310316405052,"[-1.0135132362144814,0.7921310316405052]",2
102,daf25c41-8b84-6414-7646-b7df2abd,0.5833333333333334,1.0,0.125,0.875,"[0.5833333333333334,1.0,0.125,0.875]",-0.9580400684297808,0.9112542151431163,"[-0.9580400684297808,0.9112542151431163]",2
103,dd30c478-d26e-3f37-f395-b912bead,0.6666666666666666,1.0,0.0,0.8888888888888888,"[0.6666666666666666,1.0,0.0,0.8888888888888888]",-1.0695405497741453,0.9111731375064456,"[-1.0695405497741453,0.9111731375064456]",2
104,e3485d79-4f92-1fff-4e64-56943e9b,0.125,0.7777777777777778,0.4,0.6,"[0.125,0.7777777777777778,0.4,0.6]",-0.3687411585235083,0.7056140880253898,"[-0.3687411585235083,0.7056140880253898]",0
105,e88cc767-fc0d-54d4-243a-4479ebf9,0.20833333333333331,1.0,0.14285714285714285,0.2857142857142857,"[0.20833333333333331,1.0,0.14285714285714285,0.2857142857142857]",-0.32640092814313215,0.9666861693181017,"[-0.32640092814313215,0.9666861693181017]",0
106,e9822752-a8af-cf42-1ddc-d2518ca8,0.16666666666666666,0.75,0.2222222222222222,0.5555555555555556,"[0.16666666666666666,0.75,0.2222222222222222,0.5555555555555556]",-0.4363915300454084,0.6812262983911459,"[-0.4363915300454084,0.6812262983911459]",0
107,eb9864df-c827-4027-9de4-5829eee9,0.14583333333333334,0.4,0.2727272727272727,0.6363636363636364,"[0.14583333333333334,0.4,0.2727272727272727,0.6363636363636364]",-0.4339949922762635,0.32486736549722967,"[-0.4339949922762635,0.32486736549722967]",3
108,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.20833333333333331,1.0,0.14285714285714285,0.42857142857142855,"[0.20833333333333331,1.0,0.14285714285714285,0.42857142857142855]",-0.4245926722750146,0.9461988220794452,"[-0.4245926722750146,0.9461988220794452]",0
109,edcaf7c0-7593-61d2-f4e9-689b8340,0.16666666666666666,0.6,0.3333333333333333,0.6666666666666666,"[0.16666666666666666,0.6,0.3333333333333333,0.6666666666666666]",-0.45500400803009283,0.52160555458503,"[-0.45500400803009283,0.52160555458503]",0
110,ef70bde5-8a4d-68a0-4f26-e5253d2c,0.25,0.6666666666666666,0.25,0.75,"[0.25,0.6666666666666666,0.25,0.75]",-0.60109053568527,0.5788495502864015,"[-0.60109053568527,0.5788495502864015]",0
