,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,probability,prediction
0,AB,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]","[1.4321805232814873e-07,1.2428623495064777e-23,5.831330748779042e-09,0.9999998466607138,4.289903149901344e-09]",3
1,Albert,1.0,0.025000000000000005,0.9166666666666666,"[1.0,0.025000000000000005,0.9166666666666666]",-1.119579469534783,-0.7428668546944306,"[-1.119579469534783,-0.7428668546944306]","[2.843786241239836e-17,0.9124367372704949,0.006362235838182442,2.8437862411787826e-17,0.08120102689132262]",1
2,Aleksander Valant,0.6153846153846154,0.5833333333333334,1.0,"[0.6153846153846154,0.5833333333333334,1.0]",-0.7820737651677296,-0.9922793727625516,"[-0.7820737651677296,-0.9922793727625516]","[2.520934673908204e-16,3.2345711964248726e-16,0.06470894585304113,2.520934673908204e-16,0.9352910541469581]",4
3,Aleksandra,0.9230769230769232,0.4166666666666667,0.9090909090909092,"[0.9230769230769232,0.4166666666666667,0.9090909090909092]",-1.064110197402637,-0.8249647648034424,"[-1.064110197402637,-0.8249647648034424]","[0.27228005675731737,0.6633616241885479,0.003049435529326192,1.406218807529374e-17,0.061308883524808455]",1
4,alenka dornik,0.9230769230769232,0.04166666666666666,0.7272727272727273,"[0.9230769230769232,0.04166666666666666,0.7272727272727273]",-1.0176485910829078,-0.5742858812343631,"[-1.0176485910829078,-0.5742858812343631]","[4.1121102625662095e-16,4.528163294370826e-05,0.3400585861641495,4.1121102625662095e-16,0.659896132202906]",4
5,Alenka Neudauer,0.9230769230769232,0.007575757575757569,1.0,"[0.9230769230769232,0.007575757575757569,1.0]",-1.0543897487321126,-0.8316381932962671,"[-1.0543897487321126,-0.8316381932962671]","[0.5255480917228773,0.4158355991535746,0.0027127839051145123,1.2144162011072406e-17,0.05590352521843355]",0
6,alesj,0.38461538461538464,0.05555555555555556,0.75,"[0.38461538461538464,0.05555555555555556,0.75]",-0.4894304097045809,-0.679767931240603,"[-0.4894304097045809,-0.679767931240603]","[4.855212219847168e-16,4.855212219847168e-16,0.8952571458565939,4.855212219847168e-16,0.10474285414340463]",2
7,alexhana,0.38461538461538464,0.02083333333333333,0.75,"[0.38461538461538464,0.02083333333333333,0.75]",-0.4875126119790027,-0.6728614436945243,"[-0.4875126119790027,-0.6728614436945243]","[4.860147007191409e-16,4.860147007191409e-16,0.9062283291906913,4.860147007191409e-16,0.09377167080930725]",2
8,alja,0.6153846153846154,0.0119047619047619,1.0,"[0.6153846153846154,0.0119047619047619,1.0]",-0.7505122940267857,-0.8786183205756575,"[-0.7505122940267857,-0.8786183205756575]","[0.8959119072549501,1.4021819332331823e-17,0.01011930305957541,1.3790100070294393e-17,0.09396878968547447]",0
9,Alja��,0.8461538461538461,0.00833333333333334,0.8,"[0.8461538461538461,0.00833333333333334,0.8]",-0.9500781224298902,-0.6496209450942538,"[-0.9500781224298902,-0.6496209450942538]","[1.8884906973814455e-16,2.1174098873657753e-05,0.20015299350320637,1.8884906973814455e-16,0.7998258323979195]",4
10,alma,0.6923076923076923,0.2916666666666667,1.0,"[0.6923076923076923,0.2916666666666667,1.0]",-0.841993403462729,-0.9227351126999369,"[-0.841993403462729,-0.9227351126999369]","[4.4504313149646437e-10,1.554835198352491e-10,0.054762888982999476,1.4131328746841324e-16,0.9452371104164737]",4
11,amanita.amanita,1.0,0.13333333333333333,0.3333333333333333,"[1.0,0.13333333333333333,0.3333333333333333]",-1.0429503693540734,-0.19946347119235827,"[-1.0429503693540734,-0.19946347119235827]","[3.8600206459781006e-15,3.8600206459781045e-15,0.9990836085310011,3.8600206459781006e-15,0.0009163914689873751]",2
12,Ana Horvath,0.38461538461538464,0.0,0.75,"[0.38461538461538464,0.0,0.75]",-0.4863619333436558,-0.6687175511668771,"[-0.4863619333436558,-0.6687175511668771]","[4.863152493341253e-16,4.863152493341253e-16,0.9123848569155988,4.863152493341253e-16,0.08761514308439981]",2
13,Ana Stadler,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]","[7.422056408348982e-08,8.805248244578585e-24,3.824936019614266e-09,0.9999999188730723,3.081427648261782e-09]",3
14,AnaPetar,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[4.551827094196777e-14,1.8283791073490098e-23,6.19399702220708e-09,0.999999987456053,6.349904471638334e-09]",3
15,AnBn,0.9230769230769232,0.05952380952380953,1.0,"[0.9230769230769232,0.05952380952380953,1.0]",-1.0572589733812894,-0.8419710162223484,"[-1.0572589733812894,-0.8419710162223484]","[0.5388484884633008,0.40629836107363815,0.0024430082679970967,1.2015764335005865e-17,0.05241014219506373]",0
16,Ando Saina,0.8461538461538461,0.0,1.0,"[0.8461538461538461,0.0,1.0]",-0.9779421809475847,-0.8416610879617679,"[-0.9779421809475847,-0.8416610879617679]","[0.8623166180278049,0.0065312146165079354,0.006321111733028113,1.7787489196485964e-17,0.12483105562265907]",0
17,Andra�� ��unkar,0.8461538461538461,0.018518518518518528,0.9,"[0.8461538461538461,0.018518518518518528,0.9]",-0.9648028414153098,-0.7484956980470566,"[-0.9648028414153098,-0.7484956980470566]","[1.246867585513314e-16,0.006101937863285059,0.08325153962894301,1.246867585513314e-16,0.9106465225077717]",4
18,andrea vlastelica,0.9230769230769232,0.05952380952380953,0.7272727272727273,"[0.9230769230769232,0.05952380952380953,0.7272727272727273]",-1.0186348870560622,-0.5778377891152036,"[-1.0186348870560622,-0.5778377891152036]","[4.016587835408002e-16,6.523817086016609e-05,0.32848594446695084,4.016587835408002e-16,0.6714488173621881]",4
19,andrea zavorovic,0.6153846153846154,0.13888888888888887,0.2857142857142857,"[0.6153846153846154,0.13888888888888887,0.2857142857142857]",-0.6563676329523529,-0.21209883260641327,"[-0.6563676329523529,-0.21209883260641327]","[1.2418981102148213e-15,1.2418981102148213e-15,0.9999645831686753,1.2418981102148213e-15,3.5416831320989906e-05]",2
20,Andrej_A,0.8461538461538461,0.2222222222222222,0.9,"[0.8461538461538461,0.2222222222222222,0.9]",-0.9760539214053685,-0.7890137583173846,"[-0.9760539214053685,-0.7890137583173846]","[8.725693275404998e-14,0.0358108129228372,0.06046009899272725,1.2033943800151507e-16,0.9037290880843482]",4
21,AndrejaN,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[4.551827094196777e-14,1.8283791073490098e-23,6.19399702220708e-09,0.999999987456053,6.349904471638334e-09]",3
22,Andro Zuanic,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",-0.40313370454025665,-0.6161155110036147,"[-0.40313370454025665,-0.6161155110036147]","[6.512710937768776e-16,6.512710937768776e-16,0.9874057173389371,6.512710937768776e-16,0.01259428266106086]",2
23,andrzej,0.3076923076923077,0.027777777777777773,0.6666666666666666,"[0.3076923076923077,0.027777777777777773,0.6666666666666666]",-0.40006522817933154,-0.6050651309298889,"[-0.40006522817933154,-0.6050651309298889]","[6.561396471049062e-16,6.561396471049062e-16,0.9900454298250119,6.561396471049062e-16,0.009954570174986233]",2
