,users,intensityNormalized,order,freq,features,probability,prediction
75,Du��i,0.13888888888888887,1.0,0.125,"[0.13888888888888887,1.0,0.125]","[5.6706885463466546e-14,7.03292618878212e-09,1.3594577180338717e-07,0.9999998570212454]",3
76,Edvard,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]","[1.9957777096216453e-07,1.3194132728495793e-23,1.190714990639063e-10,0.9999998003031576]",3
77,Efa i Neno,0.052083333333333336,0.75,0.38461538461538464,"[0.052083333333333336,0.75,0.38461538461538464]","[0.7795278946183511,6.642635795659248e-06,0.22046546274585313,8.83151252689068e-18]",0
78,Elena Nikolovska,0.25,1.0,0.125,"[0.25,1.0,0.125]","[9.622202625463614e-24,6.982808498949117e-09,3.958892379492971e-08,0.9999999534282678]",3
79,Ferijan Perkovic,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]","[0.984249299958694,1.0755049706078415e-10,0.015750699933755417,5.391421090831266e-18]",0
80,filip mestrovic,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]","[2.1030641579964762e-07,1.73778253300693e-22,3.5887752389148047e-10,0.9999997893347068]",3
81,Gaja,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.4934723589586522e-23,1.4406443965983957e-08,8.649441362499996e-08,0.9999998990991424]",3
82,Gasper,0.0625,0.6666666666666666,0.42857142857142855,"[0.0625,0.6666666666666666,0.42857142857142855]","[0.23724304236965035,3.4890891990657345e-06,0.7627534685411507,2.902480669484859e-17]",2
83,gcampa,0.04166666666666666,1.0,0.4166666666666667,"[0.04166666666666666,1.0,0.4166666666666667]","[3.4825054504379367e-09,4.245256963451937e-13,1.9380156882819072e-08,0.9999999771369131]",3
84,GITA MARINKOVIC,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]","[3.2762810372120757e-16,0.05198955410061961,0.9480104458993797,3.2762810372120757e-16]",2
85,Goran Cacic,0.08333333333333333,1.0,0.08333333333333333,"[0.08333333333333333,1.0,0.08333333333333333]","[6.619021923750272e-12,1.2629575411524662e-08,6.933343239003188e-08,0.9999999180303732]",3
86,Goran ��urica,0.0972222222222222,0.9166666666666666,0.3076923076923077,"[0.0972222222222222,0.9166666666666666,0.3076923076923077]","[0.03083269128218505,0.0006085151526544534,0.9685587935651605,5.947973124766091e-17]",2
87,Gordan,0.1875,0.9166666666666666,0.07692307692307693,"[0.1875,0.9166666666666666,0.07692307692307693]","[1.057381316733727e-14,0.057564238918947415,0.9424357610810419,4.952388401901598e-17]",2
88,Gordana Genc,0.010416666666666666,1.0,0.8888888888888888,"[0.010416666666666666,1.0,0.8888888888888888]","[3.5252496338726853e-07,2.057759875733093e-23,9.596641581989129e-12,0.9999996474654399]",3
89,gpet,0.016666666666666663,0.9090909090909092,0.8333333333333334,"[0.016666666666666663,0.9090909090909092,0.8333333333333334]","[0.9998898112371982,1.0898509304058256e-17,0.0001101887628018896,1.0896946125782973e-17]",0
90,Gregor Primc,0.016666666666666663,1.0,0.4166666666666667,"[0.016666666666666663,1.0,0.4166666666666667]","[3.0644801969767295e-11,4.4870227038584866e-13,1.4212207090449828e-08,0.9999999857566995]",3
91,greta,0.0625,0.6666666666666666,0.2857142857142857,"[0.0625,0.6666666666666666,0.2857142857142857]","[0.3004965203138913,0.0010063449723862938,0.6984971347137224,2.4793386524667e-17]",2
92,Grozdana Sirotic,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]","[5.812151855353629e-09,3.2610298395250597e-15,8.291239337398066e-09,0.9999999858966055]",3
93,Grup amor,0.04166666666666666,0.875,0.1111111111111111,"[0.04166666666666666,0.875,0.1111111111111111]","[0.00011586867930238803,0.1643698498880246,0.8355142814326727,2.958812856861888e-16]",2
94,HanaP,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]","[6.042497028919898e-16,1.8470234879514137e-08,2.02010423017321e-08,0.9999999613287222]",3
95,Hrvoje Juvancic,0.06666666666666668,1.0,0.5555555555555556,"[0.06666666666666668,1.0,0.5555555555555556]","[1.7597796092211806e-08,7.085540551435965e-17,4.269953598141524e-09,0.9999999781322503]",3
96,Hrvoje Petek,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]","[9.942669350135626e-17,0.11828489258797134,0.8817151074120286,9.942669350135621e-17]",2
97,Igor ��utic,0.006944444444444438,1.0,0.8461538461538461,"[0.006944444444444438,1.0,0.8461538461538461]","[2.914265300700239e-07,1.6736069598027944e-23,2.776906938165388e-11,0.9999997085457009]",3
98,Igor ��afran,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]","[0.9925607222518498,3.292227462305924e-17,0.007439277748150178,2.3218006435689444e-17]",0
99,Igor29,0.16666666666666666,1.0,0.3333333333333333,"[0.16666666666666666,1.0,0.3333333333333333]","[2.3966070067554247e-21,1.9825302381238306e-11,2.645875420130706e-08,0.9999999735214204]",3
100,IgorGancevic,0.13888888888888887,0.8571428571428571,0.125,"[0.13888888888888887,0.8571428571428571,0.125]","[7.444759639736037e-06,0.03052809072777061,0.9694644645125896,3.594541538700099e-17]",2
101,igorr,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]","[1.7745431496890112e-19,9.145582279394691e-10,7.851211973148852e-08,0.9999999205733221]",3
102,iivana,0.0625,0.8333333333333334,0.2857142857142857,"[0.0625,0.8333333333333334,0.2857142857142857]","[0.5160909163747356,0.0006140507194039894,0.48329503290586034,2.333073782679812e-17]",0
103,Ina,0.0,1.0,0.9,"[0.0,1.0,0.9]","[2.806467453565765e-07,2.1425516896367514e-23,8.246826488064547e-12,0.9999997193450079]",3
104,Ines,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]","[9.95873572438256e-23,2.788424845805636e-08,6.2405592658363765e-18,0.9999999721157516]",3
105,Ivan Odrljin,0.015151515151515155,0.9166666666666666,0.6923076923076923,"[0.015151515151515155,0.9166666666666666,0.6923076923076923]","[0.9977203941084939,2.4232343590878186e-15,0.0022796058915036314,1.0604741778200686e-17]",0
106,Ivana Kozina,0.2777777777777777,0.9166666666666666,0.0,"[0.2777777777777777,0.9166666666666666,0.0]","[1.6207754390476767e-16,0.2026768185096028,0.7973231814903969,1.6207754390476767e-16]",2
107,Ivana PR,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.7853081740923644e-07,3.837456986470423e-23,5.656298977954339e-13,0.9999997214686169]",3
108,IvanV,0.16666666666666666,0.8,0.3333333333333333,"[0.16666666666666666,0.8,0.3333333333333333]","[1.0107381008050293e-14,0.0004084623751109568,0.999591537624879,6.02693719060126e-17]",2
109,Ivica Komljenovic,0.4583333333333333,0.9166666666666666,0.15384615384615385,"[0.4583333333333333,0.9166666666666666,0.15384615384615385]","[2.1583654796643953e-15,0.9999473087736319,5.269122636379066e-05,2.1583654796643953e-15]",1
110,Iztok3,0.125,1.0,0.2,"[0.125,1.0,0.2]","[1.4400601613299624e-12,1.6687098476731203e-09,1.0624829201633512e-07,0.999999892081558]",3
111,jadralec Jaro,0.0119047619047619,0.7142857142857143,0.625,"[0.0119047619047619,0.7142857142857143,0.625]","[0.8960292546017502,6.08880024076018e-12,0.10397074539216095,2.553840236211524e-17]",0
112,Jadran,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]","[3.389949606044581e-07,1.5975462020917932e-23,3.3798069071318665e-11,0.9999996609712414]",3
113,Janez  stupica,0.027777777777777773,0.8571428571428571,0.625,"[0.027777777777777773,0.8571428571428571,0.625]","[0.9944316443969622,4.5424816776011953e-13,0.005568355602583548,4.0952827950261425e-18]",0
114,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,"[0.006944444444444438,1.0,0.6923076923076923]","[3.4378364695809014e-08,1.2661472693574122e-21,5.84862244230364e-10,0.9999999650367731]",3
115,Jaro��,0.016666666666666663,0.8,0.5,"[0.016666666666666663,0.8,0.5]","[0.7799110973822169,3.1538840756561944e-08,0.22008887107894232,2.7459147189599837e-17]",0
116,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,"[0.033333333333333326,0.8333333333333334,0.5714285714285714]","[0.9859829717394591,3.127288697290012e-11,0.014017028229267928,3.940000993215685e-18]",0
117,jelena,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]","[3.486028947770114e-07,2.2777822216772736e-23,5.918398875903926e-12,0.9999996513911869]",3
118,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]","[9.198726409402946e-09,0.0016756583597206515,0.9983243324415529,3.0504940974577856e-17]",2
119,Jelena Cutura,0.02083333333333333,1.0,0.6,"[0.02083333333333333,1.0,0.6]","[2.8459569285589152e-08,2.7566567960209943e-18,2.4329965063948315e-09,0.9999999691074342]",3
120,Jelenaa,0.4166666666666667,0.9090909090909092,0.0,"[0.4166666666666667,0.9090909090909092,0.0]","[7.423326042236517e-16,0.9930671662090852,0.006932833790913345,7.423326042236517e-16]",1
121,jerko,0.08333333333333333,0.9090909090909092,0.5,"[0.08333333333333333,0.9090909090909092,0.5]","[0.31853374408924146,1.332052466933132e-07,0.6814661227055115,1.8504251403832847e-16]",2
122,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,"[0.04166666666666666,0.9090909090909092,0.6666666666666666]","[0.99667257344407,2.2862324052736356e-14,0.00332742655590719,9.71168608691196e-18]",0
123,Jolanda,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]","[2.5709280637285947e-22,9.481086883487932e-08,1.6301502732040713e-20,0.9999999051891311]",3
124,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,"[0.0625,0.8333333333333334,0.42857142857142855]","[0.8584217767656626,6.298162559837227e-07,0.1415775934180814,9.66569038987858e-18]",0
125,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,"[0.20833333333333331,0.8333333333333334,0.14285714285714285]","[4.644596416662878e-17,0.042079563321531115,0.9579204366784689,4.644549446498562e-17]",2
126,JOZE,0.125,0.5,0.0,"[0.125,0.5,0.0]","[5.2091377590630795e-06,0.37336958208201143,0.6266252087802291,5.004770389072877e-16]",2
127,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,"[0.02083333333333333,0.8888888888888888,0.6]","[0.9857512361557187,7.035700604980005e-12,0.014248763837245694,1.0610973270277643e-17]",0
128,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]","[2.884093665122235e-10,5.7957129961385636e-11,5.7159196172383816e-08,0.9999999424944374]",3
129,jure111,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]","[1.7396252559351956e-23,5.452102359723636e-09,7.337792070663136e-12,0.9999999945405598]",3
130,jurebizjak,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]","[5.812151855353629e-09,3.2610298395250597e-15,8.291239337398066e-09,0.9999999858966055]",3
131,kapitan72,0.06666666666666668,0.625,0.5555555555555556,"[0.06666666666666668,0.625,0.5555555555555556]","[0.004475757648885318,6.824257109954064e-09,0.9955242355268575,1.060841960604107e-16]",2
132,Karla,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]","[1.7924443626110314e-09,3.011513098956374e-15,8.46398678788394e-09,0.9999999897435657]",3
133,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,"[0.06944444444444442,1.0,0.5454545454545454]","[1.2728367779325049e-08,1.444598652067199e-16,4.871805685962425e-09,0.9999999823998263]",3
134,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,"[0.20833333333333331,1.0,0.0]","[1.689575197479621e-23,1.4303516290477652e-08,1.4248534556268777e-07,0.9999998432111381]",3
135,Katja De Faveri,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.4934723589586522e-23,1.4406443965983957e-08,8.649441362499996e-08,0.9999998990991424]",3
136,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]","[1.8421601979050215e-16,0.2593635061981423,0.7406364938018574,1.8421601979050215e-16]",2
137,kemi,0.05000000000000001,0.5714285714285714,0.5,"[0.05000000000000001,0.5714285714285714,0.5]","[0.01004579068758457,1.8054186898997733e-07,0.9899540287705464,6.418841760028574e-17]",2
138,Kiklop,0.10000000000000002,0.4,0.18181818181818185,"[0.10000000000000002,0.4,0.18181818181818185]","[2.9303827400613166e-08,0.16504874831810412,0.8349512223780682,3.221620281227446e-16]",2
139,KlaraM,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]","[2.2176443379670903e-13,5.026297924011445e-10,2.8446616541471013e-08,0.9999999710505318]",3
140,Kopacin,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.4934723589586522e-23,1.4406443965983957e-08,8.649441362499996e-08,0.9999998990991424]",3
141,Kreso,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]","[9.535848497647814e-19,3.372002844954459e-09,1.1180770926310428e-07,0.9999998848202879]",3
