,users,followingRatio,order,freq,features,prediction
279,Toni Petkovic,0.16666666666666666,1.0,0.0,"[0.16666666666666666,1.0,0.0]",2
280,toni88,0.25,1.0,0.25,"[0.25,1.0,0.25]",2
281,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,"[0.16666666666666669,0.8333333333333334,0.7142857142857143]",1
282,Trojan,0.1111111111111111,1.0,0.8888888888888888,"[0.1111111111111111,1.0,0.8888888888888888]",1
283,Urle,0.3333333333333333,1.0,0.07692307692307693,"[0.3333333333333333,1.0,0.07692307692307693]",2
284,Urosv,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",1
285,Valentin,0.5,0.9166666666666666,0.0,"[0.5,0.9166666666666666,0.0]",2
286,Vanda,0.5,0.75,0.0,"[0.5,0.75,0.0]",2
287,vanja123,0.33333333333333337,0.5,0.6,"[0.33333333333333337,0.5,0.6]",0
288,varga,0.19999999999999998,1.0,0.0,"[0.19999999999999998,1.0,0.0]",2
289,Vedran,0.1,1.0,0.5454545454545454,"[0.1,1.0,0.5454545454545454]",1
290,Vedran Nikolic,1.0,1.0,0.0,"[1.0,1.0,0.0]",3
291,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,"[0.19999999999999998,0.5,0.42857142857142855]",0
292,vedrana,0.3333333333333333,0.3333333333333333,0.5,"[0.3333333333333333,0.3333333333333333,0.5]",0
293,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,"[0.14285714285714282,0.9166666666666666,0.15384615384615385]",2
294,vid,0.16666666666666666,0.9,0.2727272727272727,"[0.16666666666666666,0.9,0.2727272727272727]",0
295,Vido,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]",0
296,Vido Repan��ek,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
297,Viktor Vic,0.1,0.8,0.6363636363636364,"[0.1,0.8,0.6363636363636364]",1
298,vini,0.2,0.7777777777777778,0.1,"[0.2,0.7777777777777778,0.1]",2
299,Vlado,0.09090909090909091,0.9,0.8181818181818182,"[0.09090909090909091,0.9,0.8181818181818182]",1
300,Vlajko,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]",2
301,Vlasta Svetina,1.0,0.0,0.0,"[1.0,0.0,0.0]",3
302,wavemaker,0.16666666666666666,1.0,0.4166666666666667,"[0.16666666666666666,1.0,0.4166666666666667]",0
303,x,0.5,1.0,0.0,"[0.5,1.0,0.0]",2
304,��anetic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",2
305,Zdenko,0.5,0.5,0.2,"[0.5,0.5,0.2]",2
306,Zdenko ��krlj,0.14285714285714282,0.5,0.38461538461538464,"[0.14285714285714282,0.5,0.38461538461538464]",0
307,Zdravko,0.125,1.0,0.3076923076923077,"[0.125,1.0,0.3076923076923077]",0
308,��ivko Joncic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",2
309,��S,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",3
310,zvjezdana,0.33333333333333337,1.0,0.4,"[0.33333333333333337,1.0,0.4]",0
311,Zvonimir Matic,1.0,0.0,0.25,"[1.0,0.0,0.25]",3
