,users,intensityNormalized,order,freq,catchingUpRatio,prediction
0,AB,0.027777777777777773,1.0,0.75,0.25,2
1,Albert,0.025000000000000005,0.9166666666666666,0.7692307692307693,0.23076923076923078,2
2,Aleksander Valant,0.5833333333333334,1.0,0.125,0.875,1
3,alenka dornik,0.04166666666666666,0.7272727272727273,0.4166666666666667,0.25,0
4,Alenka Neudauer,0.007575757575757569,1.0,0.9166666666666666,0.08333333333333333,2
5,alesj,0.05555555555555556,0.75,0.6,0.4,0
6,alexhana,0.02083333333333333,0.75,0.4,0.0,3
7,alja,0.0119047619047619,1.0,0.875,0.125,2
8,Alja��,0.00833333333333334,0.8,0.2727272727272727,0.0,3
9,amanita.amanita,0.13333333333333333,0.3333333333333333,0.2307692307692308,0.07692307692307693,0
10,Ana Horvath,0.0,0.75,0.6,0.0,2
11,Ana Stadler,0.08333333333333333,1.0,0.25,0.0,3
12,AnaPetar,0.25,1.0,0.25,0.75,1
13,AnBn,0.05952380952380953,1.0,0.5,0.4166666666666667,1
14,Ando Saina,0.0,1.0,1.0,0.0,2
15,Andra�� ��unkar,0.018518518518518528,0.9,0.8181818181818182,0.0,2
16,andrea vlastelica,0.05952380952380953,0.7272727272727273,0.5,0.4166666666666667,0
17,andrea zavorovic,0.13888888888888887,0.2857142857142857,0.125,0.0,0
18,Andrej_A,0.2222222222222222,0.9,0.2727272727272727,0.7272727272727273,1
19,Andro Zuanic,0.08333333333333333,0.6666666666666666,0.5,0.5,0
20,andrzej,0.027777777777777773,0.6666666666666666,0.5,0.25,0
21,ane,0.5833333333333334,1.0,0.125,0.875,1
22,Anela,0.08333333333333333,0.6666666666666666,0.25,0.5,0
23,Ankica,0.375,1.0,0.09090909090909093,0.45454545454545453,1
24,Annie,0.0,1.0,1.0,0.0,2
25,ante vrataric,0.08333333333333333,1.0,0.3333333333333333,0.16666666666666666,3
26,anton jane��,0.10000000000000002,1.0,0.3636363636363637,0.0,3
27,Anze-G,0.25,1.0,0.25,0.75,1
28,Anzze99,0.04166666666666666,0.875,0.6666666666666666,0.3333333333333333,2
29,Apsirtgirl,0.033333333333333326,1.0,0.7142857142857143,0.2857142857142857,2
30,benjamin,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,1
31,blaz02,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,1
32,Bojan1825,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,2
33,BORIS MREVLJE,0.25,1.0,0.0,0.0,3
34,Bo��tjan M.,0.013888888888888895,1.0,0.7142857142857143,0.0,2
35,BostjanH,0.1875,0.9166666666666666,0.0,0.0,3
36,Bo��tjanK,0.006944444444444438,1.0,0.6153846153846154,0.0,2
37,Branklo,0.027777777777777773,1.0,0.75,0.25,2
38,BrunoB,0.02380952380952382,0.875,0.6666666666666666,0.2222222222222222,2
39,Buda,0.16666666666666666,0.4,0.3333333333333333,0.6666666666666666,0
40,Buki,0.0,1.0,0.8,0.0,2
41,chibu79,0.007575757575757569,1.0,0.9166666666666666,0.08333333333333333,2
42,Cromiza,0.14583333333333334,0.8,0.2727272727272727,0.2727272727272727,3
43,cvjetko,0.027777777777777773,1.0,0.6666666666666666,0.25,2
44,Dalka,0.0119047619047619,0.5714285714285714,0.5,0.0,0
45,Damir Mulalic,0.16666666666666666,1.0,0.16666666666666666,0.25,3
46,damir.juretic,0.0,1.0,1.0,0.0,2
47,Danilo4783,0.2222222222222222,1.0,0.09090909090909093,0.2727272727272727,3
48,Dario,0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111,3
49,DarioR,0.11111111111111112,1.0,0.14285714285714285,0.14285714285714285,3
50,Darko Babic,0.025000000000000005,1.0,0.6923076923076923,0.15384615384615385,2
51,Dejan Adamic,0.025000000000000005,0.5833333333333334,0.6153846153846154,0.15384615384615385,0
52,DejanJ,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693,2
53,delimir,0.2222222222222222,0.8,0.0,0.0,3
54,demirel,0.25,0.6666666666666666,0.25,0.75,1
55,Deni Oreb,0.8333333333333334,1.0,0.09090909090909093,0.9090909090909091,1
56,Dimen,0.05555555555555556,0.75,0.4,0.2,0
57,dkervina,0.08333333333333333,1.0,0.5,0.5,1
58,dmeic,0.13333333333333333,0.8333333333333334,0.3076923076923077,0.46153846153846156,1
59,Domen S,0.0,1.0,0.9166666666666666,0.0,2
60,Dorsi,0.125,1.0,0.4,0.6,1
61,dragana,0.11111111111111112,0.5,0.42857142857142855,0.5714285714285714,0
62,Dra��en,0.04166666666666666,0.875,0.5555555555555556,0.0,2
63,Dra��en Kralj,0.25,0.9090909090909092,0.0,0.0,3
64,drejc,0.03125,0.7,0.18181818181818185,0.09090909090909091,3
65,Du��i,0.13888888888888887,1.0,0.125,0.0,3
66,Edvard,0.010416666666666666,1.0,0.7777777777777778,0.1111111111111111,2
67,Efa i Neno,0.052083333333333336,0.75,0.38461538461538464,0.38461538461538464,0
68,Elena Nikolovska,0.25,1.0,0.125,0.5,1
69,Ferijan Perkovic,0.04166666666666666,0.875,0.5555555555555556,0.3333333333333333,2
70,filip mestrovic,0.033333333333333326,1.0,0.7142857142857143,0.2857142857142857,2
71,Gasper,0.0625,0.6666666666666666,0.42857142857142855,0.14285714285714285,0
72,gcampa,0.04166666666666666,1.0,0.4166666666666667,0.25,2
73,GITA MARINKOVIC,0.25,0.6666666666666666,0.25,0.75,1
74,Goran Cacic,0.08333333333333333,1.0,0.08333333333333333,0.16666666666666666,3
75,Goran ��urica,0.0972222222222222,0.9166666666666666,0.3076923076923077,0.0,3
76,Gordan,0.1875,0.9166666666666666,0.07692307692307693,0.0,3
77,Gordana Genc,0.010416666666666666,1.0,0.8888888888888888,0.1111111111111111,2
78,gpet,0.016666666666666663,0.9090909090909092,0.8333333333333334,0.16666666666666666,2
79,Gregor Primc,0.016666666666666663,1.0,0.4166666666666667,0.08333333333333333,3
80,greta,0.0625,0.6666666666666666,0.2857142857142857,0.42857142857142855,0
81,Grozdana Sirotic,0.027777777777777773,1.0,0.5,0.0,2
82,Grup amor,0.04166666666666666,0.875,0.1111111111111111,0.0,3
83,HanaP,0.05555555555555556,1.0,0.0,0.0,3
84,Hrvoje Juvancic,0.06666666666666668,1.0,0.5555555555555556,0.4444444444444444,1
85,Igor ��utic,0.006944444444444438,1.0,0.8461538461538461,0.0,2
86,Igor ��afran,0.006944444444444438,0.75,0.7692307692307693,0.0,2
87,Igor29,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,1
88,IgorGancevic,0.13888888888888887,0.8571428571428571,0.125,0.25,3
89,igorr,0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111,3
90,iivana,0.0625,0.8333333333333334,0.2857142857142857,0.14285714285714285,3
91,Ina,0.0,1.0,0.9,0.0,2
92,Ines,0.5833333333333334,1.0,0.125,0.875,1
93,Ivan Odrljin,0.015151515151515155,0.9166666666666666,0.6923076923076923,0.07692307692307693,2
94,Ivana PR,0.0,1.0,1.0,0.0,2
95,IvanV,0.16666666666666666,0.8,0.3333333333333333,0.3333333333333333,0
96,Ivica Komljenovic,0.4583333333333333,0.9166666666666666,0.15384615384615385,0.8461538461538461,1
97,Iztok3,0.125,1.0,0.2,0.4,1
98,jadralec Jaro,0.0119047619047619,0.7142857142857143,0.625,0.125,2
99,Jadran,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,2
100,Janez  stupica,0.027777777777777773,0.8571428571428571,0.625,0.0,2
101,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,0.07692307692307693,2
102,Jaro��,0.016666666666666663,0.8,0.5,0.0,2
103,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,0.2857142857142857,2
104,jelena,0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091,2
105,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,0.6363636363636364,1
106,Jelena Cutura,0.02083333333333333,1.0,0.6,0.2,2
107,jerko,0.08333333333333333,0.9090909090909092,0.5,0.5,1
108,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,0.3333333333333333,2
109,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,0.42857142857142855,1
110,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,0.7142857142857143,1
111,JOZE,0.125,0.5,0.0,0.0,3
112,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,0.0,2
113,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,0.3076923076923077,3
114,jure111,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,1
115,jurebizjak,0.027777777777777773,1.0,0.5,0.08333333333333333,2
116,kapitan72,0.06666666666666668,0.625,0.5555555555555556,0.4444444444444444,0
117,Karla,0.08333333333333333,1.0,0.5,0.5,1
118,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,0.45454545454545453,1
119,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,0.0,3
120,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,0.07692307692307693,3
121,kemi,0.05000000000000001,0.5714285714285714,0.5,0.25,0
122,Kiklop,0.10000000000000002,0.4,0.18181818181818185,0.0,0
123,KlaraM,0.027777777777777773,1.0,0.25,0.0,3
124,Kreso,0.16666666666666666,1.0,0.16666666666666666,0.5,1
125,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,0.18181818181818182,0
126,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,0.0,3
127,Kskoric,0.19444444444444445,0.8888888888888888,0.0,0.0,3
128,Kvasina,0.10000000000000002,1.0,0.4545454545454545,0.5454545454545454,1
129,Labura,0.08333333333333333,1.0,0.25,0.5,1
130,Lana,0.027777777777777773,1.0,0.75,0.25,2
131,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,0.08333333333333333,3
132,Leo Mihaljevic,0.027777777777777773,1.0,0.75,0.25,2
133,ljubica basic,0.0,1.0,0.9230769230769232,0.0,2
134,Luc,0.018518518518518528,1.0,0.8181818181818182,0.18181818181818182,2
135,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,0.07692307692307693,0
136,ludmilla,0.0,0.5,0.4,0.0,0
137,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,0.5555555555555556,1
138,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,2
139,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,0.3333333333333333,1
140,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,0.3333333333333333,0
141,Maja Demaria,0.05555555555555556,1.0,0.6,0.4,2
142,Maja Grinek,0.06666666666666668,0.875,0.3333333333333333,0.4444444444444444,1
143,maja laurence,0.25,0.6666666666666666,0.0,0.0,3
144,MajaM,0.13333333333333333,0.5833333333333334,0.38461538461538464,0.6153846153846154,0
145,Mare_,0.0,1.0,1.0,0.0,2
146,mare10,0.20833333333333331,0.8333333333333334,0.0,0.0,3
147,Maria,0.0119047619047619,0.8571428571428571,0.625,0.0,2
148,Marijana,0.11111111111111112,1.0,0.42857142857142855,0.42857142857142855,1
149,MARINO BRZAC,0.16666666666666666,0.9090909090909092,0.3333333333333333,0.6666666666666666,1
150,Mario Bursac,0.010416666666666666,1.0,0.7777777777777778,0.1111111111111111,2
151,Mario91,0.2916666666666667,1.0,0.1111111111111111,0.5555555555555556,1
152,Marjan Henigman,0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091,2
153,Markisha,0.08333333333333333,1.0,0.5,0.5,1
154,Marko Dundovic,0.0972222222222222,0.9166666666666666,0.15384615384615385,0.07692307692307693,3
155,Marko Kralj,0.125,1.0,0.4,0.6,1
156,Marko L,0.25,0.9090909090909092,0.0,0.0,3
157,marko maticic,0.027777777777777773,0.6666666666666666,0.5,0.25,0
158,Maru��aaaa,0.25,1.0,0.0,0.0,3
159,Ma��a,0.02083333333333333,1.0,0.8,0.0,2
160,masa sarusic,0.027777777777777773,0.9090909090909092,0.75,0.25,2
161,Mate Vitaljic,0.02083333333333333,0.7777777777777778,0.8,0.2,2
162,Matija Osterc,0.1875,0.9166666666666666,0.2307692307692308,0.6923076923076923,1
163,Matija Turkalj,0.10000000000000002,0.9,0.0,0.0,3
164,Matjazzavrl,0.08333333333333333,0.8571428571428571,0.375,0.125,3
165,Mauro,0.10416666666666667,0.75,0.0,0.0,3
166,MedoPiki,0.13333333333333333,1.0,0.0,0.0,3
167,melina lako��,0.6666666666666666,1.0,0.0,0.0,3
168,mihaelas,0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444,1
169,Miho,0.047619047619047616,0.8,0.3636363636363637,0.18181818181818182,0
170,Milan Kura��,0.2777777777777777,0.9166666666666666,0.07692307692307693,0.0,3
171,Mirela,0.13333333333333333,0.8333333333333334,0.2307692307692308,0.07692307692307693,3
172,Mirjana Pu��karski,0.0119047619047619,1.0,0.875,0.0,2
173,Mirkomatic,0.0972222222222222,0.9166666666666666,0.2307692307692308,0.3076923076923077,3
174,miroc,0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334,1
175,Mi��o,0.027777777777777773,1.0,0.75,0.0,2
176,MojcaDamijan,0.037037037037037035,1.0,0.6153846153846154,0.3076923076923077,2
177,Nata��a,0.013888888888888895,1.0,0.7142857142857143,0.0,2
178,Nejc Kodric,0.1875,1.0,0.15384615384615385,0.6153846153846154,1
179,Nejc Likar,0.08333333333333333,1.0,0.25,0.0,3
180,nenad,0.0,1.0,0.8571428571428571,0.0,2
181,NenadS,0.11666666666666665,1.0,0.25,0.5,1
182,Neven,0.025000000000000005,0.9166666666666666,0.6923076923076923,0.23076923076923078,2
183,Niko Vukusic,0.027777777777777773,1.0,0.75,0.25,2
184,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,0.08333333333333333,3
185,Nikola Bar��ic,0.20833333333333331,0.0,0.0,0.0,0
186,Nikoleta,0.03571428571428572,1.0,0.7,0.3,2
187,nikonikokaoja,0.0,0.6666666666666666,0.25,0.0,3
188,Oaky,0.02380952380952382,1.0,0.7777777777777778,0.2222222222222222,2
189,Ojiga,0.027777777777777773,1.0,0.75,0.25,2
190,Pavle,0.015151515151515155,1.0,0.8461538461538461,0.15384615384615385,2
191,pedro,0.75,1.0,0.2,0.8,1
192,peri,0.006944444444444438,0.75,0.7692307692307693,0.0,2
193,Pero,0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111,3
194,Petar,0.05952380952380953,1.0,0.4166666666666667,0.16666666666666666,3
195,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,0.2727272727272727,3
196,PetraP,0.05555555555555556,1.0,0.6,0.4,2
197,Pina,0.006944444444444438,1.0,0.9230769230769232,0.07692307692307693,2
198,Pino,0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111,3
199,Pirko,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,3
200,Pjerino,0.0,1.0,1.0,0.0,2
201,Pjero,0.010416666666666666,1.0,0.5555555555555556,0.1111111111111111,2
202,Plavac_mali,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,2
203,plombar,0.07142857142857144,0.75,0.5384615384615384,0.46153846153846156,0
204,Pokmon,0.05952380952380953,1.0,0.5833333333333334,0.4166666666666667,2
205,Pokret Otoka,0.0625,1.0,0.5714285714285714,0.42857142857142855,2
206,Polona,0.037037037037037035,0.9166666666666666,0.4615384615384616,0.0,2
207,Primosius,0.027777777777777773,1.0,0.0,0.0,3
208,RadoL,0.05952380952380953,1.0,0.5,0.25,2
209,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,0.15384615384615385,2
210,Rebeka,0.052083333333333336,1.0,0.0,0.0,3
211,RobiF,0.0,1.0,0.75,0.0,2
212,rocco337,0.2916666666666667,1.0,0.2222222222222222,0.7777777777777778,1
213,Rok321,0.027777777777777773,1.0,0.75,0.25,2
214,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,0.07692307692307693,3
215,rokian,0.027777777777777773,1.0,0.5,0.0,2
216,Romana,0.06666666666666668,0.75,0.3333333333333333,0.3333333333333333,0
217,ruzica kovacevic,0.04166666666666666,1.0,0.5,0.3333333333333333,2
218,Sailman,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,2
219,Salieri,0.11666666666666665,1.0,0.0,0.0,3
220,Sandi,0.016666666666666663,1.0,0.6666666666666666,0.16666666666666666,2
221,sawyer,0.1875,1.0,0.2307692307692308,0.46153846153846156,1
222,shrike,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,2
223,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,0.6153846153846154,1
224,��imun Zamberlin,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.0,2
225,��katja,0.11111111111111112,0.8333333333333334,0.2857142857142857,0.0,3
226,slipke,0.3333333333333333,1.0,0.0,0.0,3
227,splicho,0.25,1.0,0.25,0.75,1
228,staneb,0.027777777777777773,1.0,0.75,0.25,2
229,Stanojevic,0.05555555555555556,1.0,0.0,0.0,3
230,stipica,0.07142857142857144,0.3333333333333333,0.38461538461538464,0.38461538461538464,0
231,TAMARA L.,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693,2
232,tasa,0.0625,1.0,0.5714285714285714,0.2857142857142857,2
233,Tatjana,0.08333333333333333,0.6666666666666666,0.5,0.5,0
234,tibor,0.04166666666666666,1.0,0.16666666666666666,0.3333333333333333,3
235,Tina Kiler,0.0972222222222222,1.0,0.4615384615384616,0.5384615384615384,1
236,Tja��a,0.027777777777777773,1.0,0.6666666666666666,0.0,2
237,Tojo,0.25,1.0,0.25,0.75,1
238,tomaz1961,0.027777777777777773,0.8181818181818182,0.6666666666666666,0.16666666666666666,2
239,tomba,0.06666666666666668,0.875,0.5555555555555556,0.4444444444444444,1
240,Tome,0.033333333333333326,0.8333333333333334,0.7142857142857143,0.2857142857142857,2
241,Tomica,0.0,1.0,1.0,0.0,2
242,Tomislav Cipcic,0.027777777777777773,1.0,0.25,0.25,3
243,TonCa,0.0972222222222222,1.0,0.3076923076923077,0.23076923076923078,3
244,toni88,0.16666666666666666,1.0,0.25,0.5,1
245,Tpk,0.013888888888888895,0.8333333333333334,0.7142857142857143,0.14285714285714285,2
246,Trojan,0.0,1.0,0.8888888888888888,0.0,2
247,Urle,0.2777777777777777,1.0,0.07692307692307693,0.15384615384615385,3
248,Urosv,0.027777777777777773,1.0,0.75,0.16666666666666666,2
249,vanja123,0.05555555555555556,0.5,0.6,0.4,0
250,Vedran,0.00833333333333334,1.0,0.5454545454545454,0.09090909090909091,2
251,Vedran_499,0.033333333333333326,0.5,0.42857142857142855,0.14285714285714285,0
252,vedrana,0.027777777777777773,0.3333333333333333,0.5,0.25,0
253,vibord,0.07142857142857144,0.9166666666666666,0.15384615384615385,0.23076923076923078,3
254,vid,0.06944444444444442,0.9,0.2727272727272727,0.36363636363636365,1
255,Vido,0.08333333333333333,0.6666666666666666,0.5,0.5,0
256,Vido Repan��ek,0.027777777777777773,1.0,0.75,0.0,2
257,Viktor Vic,0.00833333333333334,0.8,0.6363636363636364,0.09090909090909091,2
258,vini,0.08333333333333333,0.7777777777777778,0.1,0.0,3
259,Vlado,0.0,0.9,0.8181818181818182,0.0,2
260,Vlajko,0.1875,1.0,0.15384615384615385,0.0,3
261,Vlasta Svetina,0.9166666666666666,0.0,0.0,0.0,0
262,wavemaker,0.08333333333333333,1.0,0.4166666666666667,0.4166666666666667,1
263,x,0.3333333333333333,1.0,0.0,0.0,3
264,��anetic,0.4583333333333333,1.0,0.07692307692307693,0.0,3
265,Zdenko,0.125,0.5,0.2,0.4,0
266,Zdenko ��krlj,0.07142857142857144,0.5,0.38461538461538464,0.0,0
267,Zdravko,0.052083333333333336,1.0,0.3076923076923077,0.15384615384615385,3
268,��ivko Joncic,0.4583333333333333,1.0,0.07692307692307693,0.0,3
269,��S,0.25,0.6666666666666666,0.0,0.0,3
270,zvjezdana,0.05555555555555556,1.0,0.4,0.4,1
271,Zvonimir Matic,0.25,0.0,0.25,0.75,0
