,users,followingRatio,order,freq,pcaInput,_1,_2,features,probability,prediction
53,Dalka,0.14285714285714285,0.5714285714285714,0.5,"[0.14285714285714285,0.5714285714285714,0.5]",0.316097107926038,-0.6315574325457102,"[0.316097107926038,-0.6315574325457102]","[0.11104512855283813,2.4640513385145784e-05,0.8889302309337764,2.7733962344175956e-16]",2
54,Damir Mulalic,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",0.019563993487706696,-0.6986881510713898,"[0.019563993487706696,-0.6986881510713898]","[0.7214754295690474,1.5985421869175544e-07,0.27852441057673377,7.638548274532634e-17]",0
55,damir.juretic,0.09090909090909091,1.0,1.0,"[0.09090909090909091,1.0,1.0]",0.7515567188025899,-1.065954984940609,"[0.7515567188025899,-1.065954984940609]","[5.571691661807281e-07,0.9509638146391288,0.04903562819170492,1.1230413150467742e-16]",1
56,Danilo4783,0.3333333333333333,1.0,0.09090909090909093,"[0.3333333333333333,1.0,0.09090909090909093]",-0.09209812650388861,-0.7133575767139217,"[-0.09209812650388861,-0.7133575767139217]","[0.9541205214779492,1.7734417831993054e-15,0.045879478522049044,8.512548554801643e-17]",0
57,Dario,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",0.006823474779208388,-0.7887227906388677,"[0.006823474779208388,-0.7887227906388677]","[0.8948954119424751,1.1907991022484644e-14,0.10510458805751266,9.320087737422655e-17]",0
58,DarioR,0.3333333333333333,1.0,0.14285714285714285,"[0.3333333333333333,1.0,0.14285714285714285]",-0.05296430621607004,-0.743172386618296,"[-0.05296430621607004,-0.743172386618296]","[0.9386970002658015,3.8561643128896716e-15,0.061302999734194626,8.236218063425107e-17]",0
59,Darko Babic,0.1,1.0,0.6923076923076923,"[0.1,1.0,0.6923076923076923]",0.51380860380886,-0.8957031386213294,"[0.51380860380886,-0.8957031386213294]","[0.0003645960223651912,0.8895449714859618,0.11009043249167307,2.517251935245139e-17]",1
60,David Sirk,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",-0.16058231200757117,-0.6611816593812668,"[-0.16058231200757117,-0.6611816593812668]","[0.9683807746407485,4.896877234919882e-16,0.031619225359251,1.1370450866511391e-16]",0
61,Dejan Adamic,0.1,0.5833333333333334,0.6153846153846154,"[0.1,0.5833333333333334,0.6153846153846154]",0.43178313450537154,-0.6729775220066332,"[0.43178313450537154,-0.6729775220066332]","[0.05883320948559495,1.3173543894025754e-06,0.941165473160015,7.759405502520334e-16]",2
62,DejanJ,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]",0.6358078483514408,-0.936655620828563,"[0.6358078483514408,-0.936655620828563]","[5.510445403818838e-05,0.8916820069800775,0.10826288856588427,9.013965764300577e-17]",1
63,delimir,0.3333333333333333,0.8,0.0,"[0.3333333333333333,0.8,0.0]",-0.17213942193021153,-0.5754648129074755,"[-0.17213942193021153,-0.5754648129074755]","[0.886145099298902,5.869007147221275e-11,0.11385490064240782,1.9422992807924448e-16]",0
64,demirel,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]",-0.42824837498505725,-1.1269988752810363,"[-0.42824837498505725,-1.1269988752810363]","[0.004551584222771546,1.988419502288858e-15,1.0276591231685827e-13,0.9954484157771237]",3
65,Deni Oreb,1.0,1.0,0.09090909090909093,"[1.0,1.0,0.09090909090909093]",-0.5288338497454346,-1.1785524307385424,"[-0.5288338497454346,-1.1785524307385424]","[3.5637092775627966e-06,4.7034950695116e-17,4.71112625395881e-17,0.9999964362907223]",3
66,Dimen,0.33333333333333337,0.75,0.4,"[0.33333333333333337,0.75,0.4]",0.12630171680533156,-0.7836096375527094,"[0.12630171680533156,-0.7836096375527094]","[0.4866195272903912,1.0603115178468095e-06,0.5133794123980909,8.760093119028149e-17]",2
67,dkervina,0.25,1.0,0.5,"[0.25,1.0,0.5]",0.27067267366787606,-0.8899998479577913,"[0.27067267366787606,-0.8899998479577913]","[0.10039668939753225,9.480955789066991e-06,0.8995938296466784,1.2181058090453966e-16]",2
68,dmeic,0.2,0.8333333333333334,0.3076923076923077,"[0.2,0.8333333333333334,0.3076923076923077]",0.14892653556382224,-0.673307395692041,"[0.14892653556382224,-0.673307395692041]","[0.29082594324181216,0.00739646310927946,0.7017775936489085,7.40980516223984e-17]",2
69,Domen S,0.08333333333333333,1.0,0.9166666666666666,"[0.08333333333333333,1.0,0.9166666666666666]",0.6937424547034742,-1.012840755559638,"[0.6937424547034742,-1.012840755559638]","[3.02875574794488e-06,0.9556537508055799,0.044343220438672115,5.3728451816338357e-17]",1
70,Dorsi,0.25,1.0,0.4,"[0.25,1.0,0.4]",0.19534006961382527,-0.8326063388918709,"[0.19534006961382527,-0.8326063388918709]","[0.27240554309314813,4.834860509134448e-06,0.7275896220463425,1.0231483507240524e-16]",2
71,dragana,0.3333333333333333,0.5,0.42857142857142855,"[0.3333333333333333,0.5,0.42857142857142855]",0.13337893056033137,-0.692861724907876,"[0.13337893056033137,-0.692861724907876]","[0.3476968565398073,0.002620966473591473,0.6496821769866012,7.134746255088295e-17]",2
72,Dra��en,0.16666666666666666,0.875,0.5555555555555556,"[0.16666666666666666,0.875,0.5555555555555556]",0.3598928920681139,-0.8101627449729945,"[0.3598928920681139,-0.8101627449729945]","[0.018393476100631224,0.499677220704565,0.48192930319480376,4.9965999704569835e-17]",1
73,Dra��en Kralj,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]",-0.1658355437905895,-0.6222194564386344,"[-0.1658355437905895,-0.6222194564386344]","[0.94282613263371,1.7985743685751241e-13,0.057173867366110055,1.3862001887274862e-16]",0
74,drejc,0.125,0.7,0.18181818181818185,"[0.125,0.7,0.18181818181818185]",0.09553030762881648,-0.49158483245319573,"[0.09553030762881648,-0.49158483245319573]","[0.21609552241088523,1.0910020617156872e-07,0.7839043684889083,2.6547469893561877e-16]",2
75,Du��i,0.3333333333333333,1.0,0.125,"[0.3333333333333333,1.0,0.125]",-0.06641655694000767,-0.7329235457136674,"[-0.06641655694000767,-0.7329235457136674]","[0.944844000445557,2.958114290863178e-15,0.05515599955443975,8.242521576234292e-17]",0
76,Edvard,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]",0.5618178552591404,-0.9622022269001761,"[0.5618178552591404,-0.9622022269001761]","[9.204016788371872e-05,0.8859045829923702,0.11400337683974612,3.3028781313148514e-17]",1
77,Efa i Neno,0.125,0.75,0.38461538461538464,"[0.125,0.75,0.38461538461538464]",0.2511919989253838,-0.6294064750444892,"[0.2511919989253838,-0.6294064750444892]","[0.1468929411736534,0.0006234287508050596,0.8524836300755413,1.5112692535865168e-16]",2
78,Elena Nikolovska,0.5,1.0,0.125,"[0.5,1.0,0.125]",-0.17560048775039414,-0.8492222592198225,"[-0.17560048775039414,-0.8492222592198225]","[0.9993962747423648,1.8623704935907683e-16,0.0006037252576348226,1.8623704935907683e-16]",0
79,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,"[0.16666666666666666,0.875,0.5555555555555556]",0.3598928920681139,-0.8101627449729945,"[0.3598928920681139,-0.8101627449729945]","[0.018393476100631224,0.499677220704565,0.48192930319480376,4.9965999704569835e-17]",1
80,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,"[0.19999999999999998,1.0,0.7142857142857143]",0.4648548615982437,-0.9780963247614886,"[0.4648548615982437,-0.9780963247614886]","[0.0027734127550595724,0.017479980848659326,0.9797466063962809,1.636465617180609e-16]",2
81,Gaja,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.5973180352491171,-1.1263765134058874,"[-0.5973180352491171,-1.1263765134058874]","[4.580247308774341e-06,5.3628143217614924e-17,5.3651990835804834e-17,0.9999954197526911]",3
82,Gasper,0.25,0.6666666666666666,0.42857142857142855,"[0.25,0.6666666666666666,0.42857142857142855]",0.1976018209010582,-0.7061430735496246,"[0.1976018209010582,-0.7061430735496246]","[0.2071246223670422,0.027813153142491817,0.765062224490466,7.226803726292492e-17]",2
83,gcampa,0.125,1.0,0.4166666666666667,"[0.125,1.0,0.4166666666666667]",0.2897834517306236,-0.7549478886065746,"[0.2897834517306236,-0.7549478886065746]","[0.0722202828146075,0.20797327396757034,0.719806443217822,6.754912970542137e-17]",2
84,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]",-0.42824837498505725,-1.1269988752810363,"[-0.42824837498505725,-1.1269988752810363]","[0.004551584222771546,1.988419502288858e-15,1.0276591231685827e-13,0.9954484157771237]",3
85,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,"[0.16666666666666666,1.0,0.08333333333333333]",0.011378788847857604,-0.592710870096712,"[0.011378788847857604,-0.592710870096712]","[0.5035000877487241,8.001471522687777e-05,0.49641989753604915,9.99639603799233e-17]",0
86,Goran ��urica,0.16666666666666666,0.9166666666666666,0.3076923076923077,"[0.16666666666666666,0.9166666666666666,0.3076923076923077]",0.17557878419366635,-0.685763005688223,"[0.17557878419366635,-0.685763005688223]","[0.24232298937829513,0.015854559198383526,0.7418224514233211,7.384885034870234e-17]",2
87,Gordan,0.25,0.9166666666666666,0.07692307692307693,"[0.25,0.9166666666666666,0.07692307692307693]",-0.05285765210549029,-0.6114658030584073,"[-0.05285765210549029,-0.6114658030584073]","[0.7256690269420949,4.6268724997121824e-07,0.27433051037065503,1.0374832985988072e-16]",0
88,Gordana Genc,0.125,1.0,0.8888888888888888,"[0.125,1.0,0.8888888888888888]",0.6455207486525302,-1.0259727925289766,"[0.6455207486525302,-1.0259727925289766]","[1.0600249076685082e-05,0.8944490961297167,0.10554030362120664,6.395779570049246e-17]",1
89,gpet,0.09999999999999999,0.9090909090909092,0.8333333333333334,"[0.09999999999999999,0.9090909090909092,0.8333333333333334]",0.614793659794375,-0.9376804997460206,"[0.614793659794375,-0.9376804997460206]","[4.769136587261491e-05,0.9230173382154929,0.07693497041863462,4.651152691788494e-17]",1
90,Gregor Primc,0.09999999999999999,1.0,0.4166666666666667,"[0.09999999999999999,1.0,0.4166666666666667]",0.3061610413521816,-0.7375030815806514,"[0.3061610413521816,-0.7375030815806514]","[0.06653758843833016,0.18852561213723568,0.744936799424434,7.991579774389553e-17]",2
91,greta,0.25,0.6666666666666666,0.2857142857142857,"[0.25,0.6666666666666666,0.2857142857142857]",0.08998381510955705,-0.6241523463125953,"[0.08998381510955705,-0.6241523463125953]","[0.370419507676954,0.0012402530667497598,0.6283402392562962,8.379612929511686e-17]",2
92,Grozdana Sirotic,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]",0.21608070826268283,-0.9481492047108688,"[0.21608070826268283,-0.9481492047108688]","[0.2596876012452461,1.1916314693172505e-13,0.7403123987546344,3.2122986438473377e-16]",2
93,Grup amor,0.16666666666666666,0.875,0.1111111111111111,"[0.16666666666666666,0.875,0.1111111111111111]",0.02508131849455484,-0.5550804824577926,"[0.02508131849455484,-0.5550804824577926]","[0.3879389807422752,9.2007244829432e-05,0.6119690120128953,1.2313697768698337e-16]",2
94,HanaP,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]",-0.16058231200757123,-0.6611816593812668,"[-0.16058231200757123,-0.6611816593812668]","[0.9683807746407486,4.896877234919832e-16,0.03161922535925093,1.1370450866511396e-16]",0
95,Hrvoje Juvancic,0.2,1.0,0.5555555555555556,"[0.2,1.0,0.5555555555555556]",0.3452792996076869,-0.886995516720345,"[0.3452792996076869,-0.886995516720345]","[0.03162284432534191,0.012485751992393457,0.9558914036822643,1.0074580328408573e-16]",2
96,Hrvoje Petek,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]",-0.1658355437905895,-0.6222194564386344,"[-0.1658355437905895,-0.6222194564386344]","[0.94282613263371,1.7985743685751241e-13,0.057173867366110055,1.3862001887274862e-16]",0
97,Igor ��utic,0.08333333333333333,1.0,0.8461538461538461,"[0.08333333333333333,1.0,0.8461538461538461]",0.6406233108192076,-0.972370973525976,"[0.6406233108192076,-0.972370973525976]","[1.3655655992727473e-05,0.9481808813649026,0.05180546297910465,3.6231810363663176e-17]",1
98,Igor ��afran,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]",0.5682287664512526,-0.8210760623061059,"[0.5682287664512526,-0.8210760623061059]","[0.005344380312073069,0.025686922313681183,0.9689686973742448,8.946677914217656e-16]",2
99,Igor29,0.5,1.0,0.3333333333333333,"[0.5,1.0,0.3333333333333333]",-0.01865756263778834,-0.9687920697738234,"[-0.01865756263778834,-0.9687920697738234]","[0.993697280872831,5.255033747091217e-16,0.006302719127167895,5.255033747091217e-16]",0
100,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,"[0.3333333333333333,0.8571428571428571,0.125]",-0.07467163545617936,-0.6716972268038164,"[-0.07467163545617936,-0.6716972268038164]","[0.8916853466581696,4.108648812617284e-11,0.10831465330074384,8.768264218824182e-17]",0
101,igorr,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",0.006823474779208388,-0.7887227906388677,"[0.006823474779208388,-0.7887227906388677]","[0.8948954119424751,1.1907991022484644e-14,0.10510458805751266,9.320087737422655e-17]",0
102,iivana,0.25,0.8333333333333334,0.2857142857142857,"[0.25,0.8333333333333334,0.2857142857142857]",0.09961474004509069,-0.6955830517074215,"[0.09961474004509069,-0.6955830517074215]","[0.4515656449865835,0.00029527563880074083,0.5481390793746156,7.198852940970492e-17]",2
