,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,_3,prediction
94,IvanV,0.6666666666666666,6.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666]",-0.03830830404260456,-0.3935849518365368,-0.3935849518365368,0
95,Ivica Komljenovic,0.15384615384615385,13.0,0.8461538461538461,0.0,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.15384615384615385,0.8461538461538461,0.0,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.07692307692307693]",0.5855908998448375,-0.7272891363339974,-0.7272891363339974,0
96,Iztok3,0.2,10.0,0.4,0.4,0.8,0.2,0.7,0.2,0.0,"[0.2,0.4,0.4,0.8,0.2,0.7,0.2,0.0]",0.4214783027484406,-0.16336006876469142,-0.16336006876469142,0
97,jadralec Jaro,0.625,8.0,0.125,0.25,0.0,1.0,0.125,0.5,0.25,"[0.625,0.125,0.25,0.0,1.0,0.125,0.5,0.25]",-0.7882635629271957,0.1770519029135244,0.1770519029135244,1
98,Jadran,0.8333333333333334,12.0,0.16666666666666666,0.0,0.0,1.0,0.9166666666666666,0.0,0.0,"(8,[0,1,4,5],[0.8333333333333334,0.16666666666666666,1.0,0.9166666666666666])",-0.9455702706170543,-0.295442202014927,-0.295442202014927,1
99,Janez  stupica,0.625,8.0,0.0,0.375,0.375,0.625,0.5,0.25,0.125,"[0.625,0.0,0.375,0.375,0.625,0.5,0.25,0.125]",-0.343960212737438,0.12174704334896554,0.12174704334896554,1
100,Jani Pristavec,0.9230769230769231,13.0,0.07692307692307693,0.0,0.0,1.0,0.9230769230769231,0.0,0.0,"(8,[0,1,4,5],[0.9230769230769231,0.07692307692307693,1.0,0.9230769230769231])",-1.0027668810574832,-0.26783101580954105,-0.26783101580954105,1
101,Jaroš,0.6666666666666666,6.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.8190516690179528,-0.025094678484423837,-0.025094678484423837,1
102,Jasminka,0.7142857142857143,7.0,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285]",-0.3528260338295269,-0.33140351412817687,-0.33140351412817687,1
103,jelena,0.9090909090909091,11.0,0.09090909090909091,0.0,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0,"[0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0]",-0.9951168500309816,-0.24435887969877976,-0.24435887969877976,1
104,Jelena-Marija,0.2727272727272727,11.0,0.6363636363636364,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.18181818181818182,"[0.2727272727272727,0.6363636363636364,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.18181818181818182]",0.18256873226395987,-0.446170993838081,-0.446170993838081,0
105,Jelena Cutura,0.6,5.0,0.2,0.2,0.0,1.0,0.8,0.0,0.0,"[0.6,0.2,0.2,0.0,1.0,0.8,0.0,0.0]",-0.7857190731020898,-0.08988128077295807,-0.08988128077295807,1
106,jerko,0.5,12.0,0.5,0.0,0.5,0.5,0.5833333333333334,0.25,0.08333333333333333,"[0.5,0.5,0.0,0.5,0.5,0.5833333333333334,0.25,0.08333333333333333]",-0.1374930436895381,-0.4595702899146569,-0.4595702899146569,0
107,Jerko. Marinkovic,0.6666666666666666,12.0,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.08333333333333333,"[0.6666666666666666,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.08333333333333333]",-0.34094282185328495,-0.40423257992671136,-0.40423257992671136,1
108,Josip Rabanasic,0.42857142857142855,7.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285]",-0.16470440077819096,-0.23878867350889119,-0.23878867350889119,1
109,josko52@gmail.com,0.14285714285714285,7.0,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,"[0.14285714285714285,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285]",0.5279359695825593,-0.49870970237602946,-0.49870970237602946,0
110,JOZE,0.0,5.0,0.0,1.0,0.8,0.2,0.2,0.2,0.4,"[0.0,0.0,1.0,0.8,0.2,0.2,0.2,0.4]",0.6116534336989755,0.6775244829204818,0.6775244829204818,2
111,Jožko,0.6,10.0,0.1,0.3,0.0,1.0,0.5,0.3,0.1,"[0.6,0.1,0.3,0.0,1.0,0.5,0.3,0.1]",-0.779925726607471,0.13136973936357813,0.13136973936357813,1
112,Jure Gros,0.3076923076923077,13.0,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0,"[0.3076923076923077,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0]",0.04485312211875421,-0.13032997158872084,-0.13032997158872084,0
113,jure111,0.16666666666666666,6.0,0.8333333333333334,0.0,1.0,0.0,0.8333333333333334,0.0,0.0,"(8,[0,1,3,5],[0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334])",0.666707815420482,-0.7932427754054454,-0.7932427754054454,0
114,jurebizjak,0.5,12.0,0.08333333333333333,0.4166666666666667,0.0,1.0,0.9166666666666666,0.0,0.0,"[0.5,0.08333333333333333,0.4166666666666667,0.0,1.0,0.9166666666666666,0.0,0.0]",-0.7147981183208549,0.13535767571159882,0.13535767571159882,1
115,kapitan72,0.5555555555555556,9.0,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,"[0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333]",-0.348415410206422,-0.324575425362398,-0.324575425362398,1
116,Karla,0.5,4.0,0.5,0.0,0.75,0.25,0.75,0.0,0.0,"[0.5,0.5,0.0,0.75,0.25,0.75,0.0,0.0]",0.15985639523159173,-0.5952863153211075,-0.5952863153211075,0
117,Karmen Hrvatic,0.5454545454545454,11.0,0.45454545454545453,0.0,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.18181818181818182,0.0,"[0.5454545454545454,0.45454545454545453,0.0,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.18181818181818182,0.0]",-0.11818488762584095,-0.4993032084933557,-0.4993032084933557,0
118,Katarina Šedlbauer,0.0,7.0,0.0,1.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.0,0.0,"(8,[2,3,4,5],[1.0,0.8571428571428571,0.14285714285714285,0.8571428571428571])",0.6478471336311511,0.4824264943066884,0.4824264943066884,2
119,kec,0.07692307692307693,13.0,0.07692307692307693,0.8461538461538461,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.07692307692307693,0.07692307692307693,0.8461538461538461,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.15384615384615385,0.07692307692307693]",0.4901770462889611,0.38645520522637206,0.38645520522637206,2
120,kemi,0.5,8.0,0.25,0.25,0.0,1.0,0.0,0.5,0.375,"[0.5,0.25,0.25,0.0,1.0,0.0,0.5,0.375]",-0.6982240516009441,0.171697676059769,0.171697676059769,1
121,Kiklop,0.18181818181818182,11.0,0.0,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.5454545454545454,"[0.18181818181818182,0.0,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.5454545454545454]",0.197617493703039,0.5667416561471811,0.5667416561471811,2
122,KlaraM,0.25,4.0,0.0,0.75,0.0,1.0,0.25,0.5,0.0,"[0.25,0.0,0.75,0.0,1.0,0.25,0.5,0.0]",-0.5457257287516661,0.6563555196113484,0.6563555196113484,2
123,Kreso,0.16666666666666666,12.0,0.5,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0,"[0.16666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0]",0.48083657411025255,-0.30576717312058577,-0.30576717312058577,0
124,Kristijan Lopac,0.2727272727272727,11.0,0.18181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.2727272727272727,"[0.2727272727272727,0.18181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.2727272727272727]",0.10137599134113792,0.21848306539207055,0.21848306539207055,2
125,Ksenija Sekulic,0.0,12.0,0.0,1.0,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.5,"[0.0,0.0,1.0,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.5]",0.16051708742044044,0.8349417771389358,0.8349417771389358,2
126,Kskoric,0.0,10.0,0.0,1.0,0.6,0.4,0.5,0.3,0.1,"[0.0,0.0,1.0,0.6,0.4,0.5,0.3,0.1]",0.3451876214277223,0.6625426260193865,0.6625426260193865,2
127,Kvasina,0.45454545454545453,11.0,0.5454545454545454,0.0,0.7272727272727273,0.2727272727272727,0.9090909090909091,0.0,0.0,"[0.45454545454545453,0.5454545454545454,0.0,0.7272727272727273,0.2727272727272727,0.9090909090909091,0.0,0.0]",0.15844394353482733,-0.6335524085589775,-0.6335524085589775,0
128,Labura,0.25,4.0,0.5,0.25,0.75,0.25,0.75,0.0,0.0,"[0.25,0.5,0.25,0.75,0.25,0.75,0.0,0.0]",0.3301112810196644,-0.35287371461055295,-0.35287371461055295,0
129,Lana,0.75,4.0,0.25,0.0,0.0,1.0,0.25,0.5,0.0,"[0.75,0.25,0.0,0.0,1.0,0.25,0.5,0.0]",-0.8975324140641192,-0.15121891214711985,-0.15121891214711985,1
130,Lea Svilicic,0.4166666666666667,12.0,0.08333333333333333,0.5,0.25,0.75,0.5833333333333334,0.25,0.08333333333333333,"[0.4166666666666667,0.08333333333333333,0.5,0.25,0.75,0.5833333333333334,0.25,0.08333333333333333]",-0.3585727491368745,0.2340313972113207,0.2340313972113207,1
131,Leo Mihaljevic,0.75,4.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,1,4,5],[0.75,0.25,1.0,0.75])",-0.8890801476317932,-0.2903033767137201,-0.2903033767137201,1
132,ljubica basic,0.9230769230769231,13.0,0.0,0.07692307692307693,0.0,1.0,0.9230769230769231,0.0,0.0,"(8,[0,2,4,5],[0.9230769230769231,0.07692307692307693,1.0,0.9230769230769231])",-0.9992909076001578,-0.16852356032112287,-0.16852356032112287,1
133,Luc,0.8181818181818182,11.0,0.18181818181818182,0.0,0.0,1.0,0.7272727272727273,0.18181818181818182,0.0,"[0.8181818181818182,0.18181818181818182,0.0,0.0,1.0,0.7272727272727273,0.18181818181818182,0.0]",-0.9388507268180355,-0.24828411509641773,-0.24828411509641773,1
134,lucijan,0.46153846153846156,13.0,0.07692307692307693,0.46153846153846156,0.38461538461538464,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.3076923076923077,"[0.46153846153846156,0.07692307692307693,0.46153846153846156,0.38461538461538464,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.3076923076923077]",-0.21255750595904024,0.2571809701564174,0.2571809701564174,2
135,ludmilla,0.4,5.0,0.0,0.6,0.0,1.0,0.2,0.2,0.4,"[0.4,0.0,0.6,0.0,1.0,0.2,0.2,0.4]",-0.6100648590943353,0.5292870513628828,0.5292870513628828,1
136,Luka Skocir,0.4444444444444444,9.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.1111111111111111,0.0,"[0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.1111111111111111,0.0]",-0.04035318768488395,-0.5505876900979717,-0.5505876900979717,0
137,luka.voncina,0.8333333333333334,12.0,0.16666666666666666,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.8333333333333334,0.16666666666666666,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.6503194580852355,-0.3471435609140212,-0.3471435609140212,1
138,lukaaa11,0.5,6.0,0.3333333333333333,0.16666666666666666,0.5,0.5,0.8333333333333334,0.0,0.0,"[0.5,0.3333333333333333,0.16666666666666666,0.5,0.5,0.8333333333333334,0.0,0.0]",-0.1310239186987463,-0.321196909691078,-0.321196909691078,0
139,Lupodimare,0.3333333333333333,6.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.5,"[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.5]",0.01908659540656093,0.072390818998946,0.072390818998946,2
140,Maja Demaria,0.6,10.0,0.4,0.0,0.5,0.5,0.9,0.0,0.0,"[0.6,0.4,0.0,0.5,0.5,0.9,0.0,0.0]",-0.20354003626419317,-0.5169954921359857,-0.5169954921359857,0
141,Maja Grinek,0.4444444444444444,9.0,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.1111111111111111,"[0.4444444444444444,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.1111111111111111]",0.10402519219278528,-0.3785710076328938,-0.3785710076328938,0
142,maja laurence,0.0,4.0,0.0,1.0,1.0,0.0,0.5,0.0,0.25,"(8,[2,3,5,7],[1.0,1.0,0.5,0.25])",0.8407405684849636,0.5297834197004858,0.5297834197004858,2
143,MajaM,0.38461538461538464,13.0,0.6153846153846154,0.0,0.6923076923076923,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.38461538461538464,"[0.38461538461538464,0.6153846153846154,0.0,0.6923076923076923,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.38461538461538464]",0.19231639173782214,-0.5197116996401907,-0.5197116996401907,0
144,Mare_,1.0,5.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8])",-1.04908935937396,-0.21954205763995804,-0.21954205763995804,1
145,mare10,0.0,7.0,0.0,1.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.0,0.0,1.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285]",0.6550864388702436,0.6016908602986277,0.6016908602986277,2
146,Maria,0.625,8.0,0.0,0.375,0.0,1.0,0.625,0.125,0.125,"[0.625,0.0,0.375,0.0,1.0,0.625,0.125,0.125]",-0.7868364315351664,0.19929908169760693,0.19929908169760693,1
147,Marijana,0.5714285714285714,7.0,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.0,0.0,"[0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.0,0.0]",-0.09971248440825467,-0.5393642987603061,-0.5393642987603061,0
148,MARINO BRZAC,0.3333333333333333,12.0,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.08333333333333333,"[0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.08333333333333333]",0.3654336802221907,-0.6361515910849969,-0.6361515910849969,0
149,Mario Bursac,0.8888888888888888,9.0,0.1111111111111111,0.0,0.0,1.0,0.6666666666666666,0.2222222222222222,0.0,"[0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.6666666666666666,0.2222222222222222,0.0]",-0.9840668052149238,-0.21045468309434662,-0.21045468309434662,1
150,Mario91,0.1111111111111111,9.0,0.5555555555555556,0.3333333333333333,1.0,0.0,0.8888888888888888,0.0,0.0,"[0.1111111111111111,0.5555555555555556,0.3333333333333333,1.0,0.0,0.8888888888888888,0.0,0.0]",0.7159263167577267,-0.3914022865983038,-0.3914022865983038,0
151,Marjan Henigman,0.9090909090909091,11.0,0.09090909090909091,0.0,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0,"[0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0]",-0.9951168500309816,-0.24435887969877976,-0.24435887969877976,1
152,Markisha,0.5,4.0,0.5,0.0,0.75,0.25,0.75,0.0,0.0,"[0.5,0.5,0.0,0.75,0.25,0.75,0.0,0.0]",0.15985639523159173,-0.5952863153211075,-0.5952863153211075,0
153,Marko Dundovic,0.15384615384615385,13.0,0.07692307692307693,0.7692307692307693,0.46153846153846156,0.5384615384615384,0.8461538461538461,0.0,0.07692307692307693,"[0.15384615384615385,0.07692307692307693,0.7692307692307693,0.46153846153846156,0.5384615384615384,0.8461538461538461,0.0,0.07692307692307693]",0.07527221128242591,0.36123408113312777,0.36123408113312777,2
154,Marko Kralj,0.4,5.0,0.6,0.0,0.6,0.4,0.8,0.0,0.0,"[0.4,0.6,0.0,0.6,0.4,0.8,0.0,0.0]",0.0443926301995719,-0.5920670159287553,-0.5920670159287553,0
155,Marko L,0.0,12.0,0.0,1.0,0.75,0.25,0.75,0.08333333333333333,0.08333333333333333,"[0.0,0.0,1.0,0.75,0.25,0.75,0.08333333333333333,0.08333333333333333]",0.5250875011072045,0.549509780998776,0.549509780998776,2
156,marko maticic,0.5,4.0,0.25,0.25,0.0,1.0,0.25,0.25,0.25,"[0.5,0.25,0.25,0.0,1.0,0.25,0.25,0.25]",-0.7019303444591455,0.09127963219942832,0.09127963219942832,1
157,Maša,0.8,10.0,0.2,0.0,0.3,0.7,0.7,0.2,0.0,"[0.8,0.2,0.0,0.3,0.7,0.7,0.2,0.0]",-0.5714149393616343,-0.3371867202130798,-0.3371867202130798,1
158,masa sarusic,0.75,12.0,0.25,0.0,0.25,0.75,0.6666666666666666,0.16666666666666666,0.08333333333333333,"[0.75,0.25,0.0,0.25,0.75,0.6666666666666666,0.16666666666666666,0.08333333333333333]",-0.5917018282731221,-0.3275323013887581,-0.3275323013887581,1
159,Mate Vitaljic,0.8,10.0,0.2,0.0,0.0,1.0,0.4,0.3,0.2,"[0.8,0.2,0.0,0.0,1.0,0.4,0.3,0.2]",-0.912199980492157,-0.16380876297209163,-0.16380876297209163,1
160,Matija Osterc,0.23076923076923078,13.0,0.6923076923076923,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.23076923076923078,0.6923076923076923,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.07692307692307693,0.07692307692307693]",0.3588973699042095,-0.5785790336669454,-0.5785790336669454,0
161,Matija Turkalj,0.0,11.0,0.0,1.0,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.09090909090909091,0.09090909090909091,"[0.0,0.0,1.0,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.09090909090909091,0.09090909090909091]",0.2830373186384772,0.6164450459015957,0.6164450459015957,2
162,Matjazzavrl,0.375,8.0,0.125,0.5,0.5,0.5,0.25,0.5,0.125,"[0.375,0.125,0.5,0.5,0.5,0.25,0.5,0.125]",-0.035250155231745475,0.23488620967737683,0.23488620967737683,2
163,Mauro,0.0,9.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,"[0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222]",0.038746767601885966,0.7878574552003645,0.7878574552003645,2
164,MedoPiki,0.0,13.0,0.0,1.0,0.6923076923076923,0.3076923076923077,0.9230769230769231,0.0,0.0,"(8,[2,3,4,5],[1.0,0.6923076923076923,0.3076923076923077,0.9230769230769231])",0.45086119759729804,0.5191725263203866,0.5191725263203866,2
165,melina lakoš,0.0,9.0,0.0,1.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0,"(8,[2,3,5,6],[1.0,1.0,0.7777777777777778,0.1111111111111111])",0.8148211262037034,0.4644648177042074,0.4644648177042074,2
166,mihaelas,0.1111111111111111,9.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0,"[0.1111111111111111,0.4444444444444444,0.4444444444444444,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0]",0.7190688858777908,-0.21705052543356637,-0.21705052543356637,0
167,Miho,0.36363636363636365,11.0,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.18181818181818182,"[0.36363636363636365,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.18181818181818182]",-0.2918438294590186,0.1867032589741559,0.1867032589741559,1
168,Milan Kuraš,0.07692307692307693,13.0,0.07692307692307693,0.8461538461538461,0.6923076923076923,0.3076923076923077,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.07692307692307693,0.07692307692307693,0.8461538461538461,0.6923076923076923,0.3076923076923077,0.6923076923076923,0.15384615384615385,0.07692307692307693]",0.3988971928723848,0.40949585230130364,0.40949585230130364,2
169,Mirela,0.23076923076923078,13.0,0.07692307692307693,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.5384615384615384,0.23076923076923078,0.15384615384615385,"[0.23076923076923078,0.07692307692307693,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.5384615384615384,0.23076923076923078,0.15384615384615385]",0.29932339158267085,0.3031405313109912,0.3031405313109912,2
170,Mirjana Puškarski,0.875,8.0,0.125,0.0,0.0,1.0,0.625,0.25,0.0,"[0.875,0.125,0.0,0.0,1.0,0.625,0.25,0.0]",-0.9754133660998433,-0.204531105999624,-0.204531105999624,1
171,Mirkomatic,0.23076923076923078,13.0,0.3076923076923077,0.46153846153846156,0.6153846153846154,0.38461538461538464,0.8461538461538461,0.0,0.07692307692307693,"[0.23076923076923078,0.3076923076923077,0.46153846153846156,0.6153846153846154,0.38461538461538464,0.8461538461538461,0.0,0.07692307692307693]",0.19501787903958012,-0.05735807200831442,-0.05735807200831442,0
172,miroc,0.16666666666666666,6.0,0.8333333333333334,0.0,1.0,0.0,0.6666666666666666,0.0,0.16666666666666666,"[0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.6666666666666666,0.0,0.16666666666666666]",0.6807885158209739,-0.7468239914592496,-0.7468239914592496,0
173,Mišo,0.75,4.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,"[0.75,0.25,0.0,0.0,1.0,0.5,0.25,0.0]",-0.8933062808479562,-0.22076114443041997,-0.22076114443041997,1
174,MojcaDamijan,0.6923076923076923,13.0,0.3076923076923077,0.0,0.38461538461538464,0.6153846153846154,0.9230769230769231,0.0,0.0,"[0.6923076923076923,0.3076923076923077,0.0,0.38461538461538464,0.6153846153846154,0.9230769230769231,0.0,0.0]",-0.3996371782345104,-0.45719114007048006,-0.45719114007048006,1
175,Nataša,0.7142857142857143,7.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.5714285714285714,0.2857142857142857,0.0,"[0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,1.0,0.5714285714285714,0.2857142857142857,0.0]",-0.8669990096444126,-0.05839359218609226,-0.05839359218609226,1
176,Nejc Kodric,0.15384615384615385,13.0,0.6153846153846154,0.23076923076923078,0.6923076923076923,0.3076923076923077,0.9230769230769231,0.0,0.0,"[0.15384615384615385,0.6153846153846154,0.23076923076923078,0.6923076923076923,0.3076923076923077,0.9230769230769231,0.0,0.0]",0.31828117253065,-0.42446410263960777,-0.42446410263960777,0
177,Nejc Likar,0.25,4.0,0.0,0.75,0.75,0.25,0.5,0.25,0.0,"[0.25,0.0,0.75,0.75,0.25,0.5,0.25,0.0]",0.34847897527611654,0.3621669783474655,0.3621669783474655,2
178,nenad,1.0,7.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.2857142857142857,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5714285714285714,0.2857142857142857])",-1.0551206426957487,-0.15100843280537793,-0.15100843280537793,1
179,NenadS,0.25,12.0,0.5,0.25,0.5833333333333334,0.4166666666666667,0.9166666666666666,0.0,0.0,"[0.25,0.5,0.25,0.5833333333333334,0.4166666666666667,0.9166666666666666,0.0,0.0]",0.12883413298240934,-0.33487001445834297,-0.33487001445834297,0
180,Neven,0.7692307692307693,13.0,0.23076923076923078,0.0,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.7692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693]",-0.6259085941960295,-0.3435692188961866,-0.3435692188961866,1
181,Niko Vukusic,0.75,12.0,0.25,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.0,"[0.75,0.25,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.0]",-0.4984469595333561,-0.3988831384541319,-0.3988831384541319,1
182,niko.mihovilovic,0.8333333333333334,12.0,0.08333333333333333,0.08333333333333333,0.0,1.0,0.5833333333333334,0.25,0.08333333333333333,"[0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0,1.0,0.5833333333333334,0.25,0.08333333333333333]",-0.9389904157208688,-0.09510750097940926,-0.09510750097940926,1
183,Nikola Baržic,0.0,7.0,0.0,1.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.8571428571428571,"(8,[2,3,4,7],[1.0,0.7142857142857143,0.2857142857142857,0.8571428571428571])",0.5507424364886111,0.7639414420262827,0.7639414420262827,2
184,Nikoleta,0.7,10.0,0.3,0.0,0.4,0.6,0.8,0.1,0.0,"[0.7,0.3,0.0,0.4,0.6,0.8,0.1,0.0]",-0.3874774878129137,-0.42709110617453266,-0.42709110617453266,1
185,nikonikokaoja,0.25,4.0,0.0,0.75,0.0,1.0,0.25,0.25,0.25,"[0.25,0.0,0.75,0.0,1.0,0.25,0.25,0.25]",-0.5203785449347651,0.6564414632473421,0.6564414632473421,2
186,Oaky,0.7777777777777778,9.0,0.2222222222222222,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.0,"[0.7777777777777778,0.2222222222222222,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.0]",-0.5178727861645306,-0.3460026558087411,-0.3460026558087411,1
187,Ojiga,0.75,4.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,1,4,5],[0.75,0.25,1.0,0.75])",-0.8890801476317932,-0.2903033767137201,-0.2903033767137201,1
188,Pavle,0.8461538461538461,13.0,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0,"[0.8461538461538461,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0]",-0.6800171755610571,-0.3616719199964295,-0.3616719199964295,1
