,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,features,prediction
47,Danilo4783,0.0,11.0,0.36363636363636365,0.6363636363636364,0.8181818181818182,0.18181818181818182,0.9090909090909091,0.0,0.0,"[0.0,0.36363636363636365,0.6363636363636364,0.8181818181818182,0.18181818181818182,0.9090909090909091,0.0,0.0]",0.561708695731991,0.13420735036957035,"[0.561708695731991,0.13420735036957035]",3
48,Dario,0.1111111111111111,9.0,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.0,"[0.1111111111111111,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.0]",0.3017582409546519,0.24077508485425192,"[0.3017582409546519,0.24077508485425192]",3
49,DarioR,0.0,7.0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.0,"[0.0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.0]",0.2616249349132951,0.27513868652472756,"[0.2616249349132951,0.27513868652472756]",3
50,Darko Babic,0.5384615384615384,13.0,0.3076923076923077,0.15384615384615385,0.0,1.0,0.9230769230769231,0.0,0.0,"[0.5384615384615384,0.3076923076923077,0.15384615384615385,0.0,1.0,0.9230769230769231,0.0,0.0]",-0.7421769853809315,-0.2348284153000761,"[-0.7421769853809315,-0.2348284153000761]",0
51,Dejan Adamic,0.5384615384615384,13.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.46153846153846156,0.07692307692307693,0.38461538461538464,"[0.5384615384615384,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.46153846153846156,0.07692307692307693,0.38461538461538464]",-0.4429451600026347,-0.054107533060109445,"[-0.4429451600026347,-0.054107533060109445]",1
52,DejanJ,0.7692307692307693,13.0,0.15384615384615385,0.07692307692307693,0.0,1.0,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.7692307692307693,0.15384615384615385,0.07692307692307693,0.0,1.0,0.6923076923076923,0.15384615384615385,0.07692307692307693]",-0.8925496301378999,-0.1806290354811664,"[-0.8925496301378999,-0.1806290354811664]",0
53,delimir,0.0,11.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.5454545454545454,0.18181818181818182,"[0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.5454545454545454,0.18181818181818182]",0.7527248051372651,0.7532261099071255,"[0.7527248051372651,0.7532261099071255]",3
54,demirel,0.0,4.0,1.0,0.0,1.0,0.0,0.5,0.0,0.25,"(8,[1,3,5,7],[1.0,1.0,0.5,0.25])",0.8615659650834278,-0.6923045482143246,"[0.8615659650834278,-0.6923045482143246]",4
55,Deni Oreb,0.0,11.0,1.0,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,"(8,[1,3,5],[1.0,1.0,0.9090909090909091])",0.8357294016927895,-0.7530068910640944,"[0.8357294016927895,-0.7530068910640944]",4
56,Dimen,0.2,5.0,0.4,0.4,0.0,1.0,0.0,0.6,0.2,"[0.2,0.4,0.4,0.0,1.0,0.0,0.6,0.2]",-0.513873258306617,0.06837313856767707,"[-0.513873258306617,0.06837313856767707]",2
57,dkervina,0.25,8.0,0.75,0.0,0.5,0.5,0.875,0.0,0.0,"[0.25,0.75,0.0,0.5,0.5,0.875,0.0,0.0]",0.06836823461437988,-0.6064493386271925,"[0.06836823461437988,-0.6064493386271925]",4
58,dmeic,0.07692307692307693,13.0,0.6923076923076923,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.07692307692307693,0.15384615384615385,"[0.07692307692307693,0.6923076923076923,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.07692307692307693,0.15384615384615385]",0.6814916599902697,-0.3530046541341307,"[0.6814916599902697,-0.3530046541341307]",4
59,Domen S,1.0,12.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.08333333333333333,0.0,"(8,[0,4,5,6],[1.0,1.0,0.8333333333333334,0.08333333333333333])",-1.0534799548229223,-0.18736482435842725,"[-1.0534799548229223,-0.18736482435842725]",0
60,Dorsi,0.2,10.0,0.8,0.0,0.6,0.4,0.6,0.3,0.0,"[0.2,0.8,0.0,0.6,0.4,0.6,0.3,0.0]",0.21760026397587437,-0.5905452057563177,"[0.21760026397587437,-0.5905452057563177]",4
61,dragana,0.14285714285714285,7.0,0.8571428571428571,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,"[0.14285714285714285,0.8571428571428571,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855]",0.6014036805931317,-0.5497872612043484,"[0.6014036805931317,-0.5497872612043484]",4
62,Dražen,0.4444444444444444,9.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.1111111111111111,"[0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.1111111111111111]",-0.1406032898881548,-0.25946275075452135,"[-0.1406032898881548,-0.25946275075452135]",1
63,drejc,0.09090909090909091,11.0,0.18181818181818182,0.7272727272727273,0.0,1.0,0.2727272727272727,0.36363636363636365,0.2727272727272727,"[0.09090909090909091,0.18181818181818182,0.7272727272727273,0.0,1.0,0.2727272727272727,0.36363636363636365,0.2727272727272727]",-0.46050483589130264,0.4274475342672567,"[-0.46050483589130264,0.4274475342672567]",2
64,Duši,0.0,8.0,0.5,0.5,0.5,0.5,0.875,0.0,0.0,"[0.0,0.5,0.5,0.5,0.5,0.875,0.0,0.0]",0.19812296994580028,-0.0458216286230311,"[0.19812296994580028,-0.0458216286230311]",3
65,Edvard,0.6666666666666666,9.0,0.2222222222222222,0.1111111111111111,0.0,1.0,0.6666666666666666,0.2222222222222222,0.0,"[0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,1.0,0.6666666666666666,0.2222222222222222,0.0]",-0.8303995972035779,-0.1866221022378185,"[-0.8303995972035779,-0.1866221022378185]",0
66,Efa i Neno,0.23076923076923078,13.0,0.5384615384615384,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[0.23076923076923078,0.5384615384615384,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.5384615384615384,0.15384615384615385,0.23076923076923078]",-0.05883060511595432,-0.23587485879517833,"[-0.05883060511595432,-0.23587485879517833]",4
67,Elena Nikolovska,0.0,8.0,0.625,0.375,1.0,0.0,0.875,0.0,0.0,"(8,[1,2,3,5],[0.625,0.375,1.0,0.875])",0.8020047070598577,-0.22821035798820388,"[0.8020047070598577,-0.22821035798820388]",4
68,Ferijan Perkovic,0.4444444444444444,9.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111,"[0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111]",-0.1391939772011346,-0.2769690745245017,"[-0.1391939772011346,-0.2769690745245017]",1
69,filip mestrovic,0.5714285714285714,7.0,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.0,0.0,"[0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.0,0.0]",-0.24186819721460187,-0.43093589630775414,"[-0.24186819721460187,-0.43093589630775414]",1
70,Gasper,0.2857142857142857,7.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.2857142857142857,"[0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.2857142857142857]",-0.05705388183398795,0.08269223396090317,"[-0.05705388183398795,0.08269223396090317]",3
71,gcampa,0.25,12.0,0.4166666666666667,0.3333333333333333,0.25,0.75,0.9166666666666666,0.0,0.0,"[0.25,0.4166666666666667,0.3333333333333333,0.25,0.75,0.9166666666666666,0.0,0.0]",-0.2595155133622474,-0.14371443047912372,"[-0.2595155133622474,-0.14371443047912372]",1
72,GITA MARINKOVIC,0.0,4.0,1.0,0.0,1.0,0.0,0.25,0.25,0.25,"[0.0,1.0,0.0,1.0,0.0,0.25,0.25,0.25]",0.8583950115376323,-0.6529153197318689,"[0.8583950115376323,-0.6529153197318689]",4
73,Goran Cacic,0.0,12.0,0.25,0.75,0.75,0.25,0.9166666666666666,0.0,0.0,"[0.0,0.25,0.75,0.75,0.25,0.9166666666666666,0.0,0.0]",0.47028313333250893,0.2924078946362086,"[0.47028313333250893,0.2924078946362086]",3
74,Goran Ðurica,0.23076923076923078,13.0,0.5384615384615384,0.23076923076923078,0.5384615384615384,0.46153846153846156,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.23076923076923078,0.5384615384615384,0.23076923076923078,0.5384615384615384,0.46153846153846156,0.6923076923076923,0.15384615384615385,0.07692307692307693]",0.10987975782779733,-0.26487281026397086,"[0.10987975782779733,-0.26487281026397086]",4
75,Gordan,0.07692307692307693,13.0,0.0,0.9230769230769231,0.6923076923076923,0.3076923076923077,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.07692307692307693,0.0,0.9230769230769231,0.6923076923076923,0.3076923076923077,0.7692307692307693,0.07692307692307693,0.07692307692307693]",0.3375455767659155,0.599628060468348,"[0.3375455767659155,0.599628060468348]",3
76,Gordana Genc,0.7777777777777778,9.0,0.2222222222222222,0.0,0.0,1.0,0.4444444444444444,0.4444444444444444,0.0,"[0.7777777777777778,0.2222222222222222,0.0,0.0,1.0,0.4444444444444444,0.4444444444444444,0.0]",-0.9011211958379514,-0.24642174054056856,"[-0.9011211958379514,-0.24642174054056856]",0
77,gpet,0.75,12.0,0.25,0.0,0.25,0.75,0.6666666666666666,0.16666666666666666,0.08333333333333333,"[0.75,0.25,0.0,0.25,0.75,0.6666666666666666,0.16666666666666666,0.08333333333333333]",-0.5752009016847126,-0.2983260788214038,"[-0.5752009016847126,-0.2983260788214038]",1
78,Gregor Primc,0.3333333333333333,12.0,0.16666666666666666,0.5,0.0,1.0,0.9166666666666666,0.0,0.0,"[0.3333333333333333,0.16666666666666666,0.5,0.0,1.0,0.9166666666666666,0.0,0.0]",-0.6296538277427727,0.1368457699649765,"[-0.6296538277427727,0.1368457699649765]",2
79,greta,0.14285714285714285,7.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.2857142857142857,"[0.14285714285714285,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.2857142857142857]",0.22037861424485058,-0.12729299637665648,"[0.22037861424485058,-0.12729299637665648]",4
80,Grozdana Sirotic,0.5,4.0,0.0,0.5,0.0,1.0,0.25,0.5,0.0,"[0.5,0.0,0.5,0.0,1.0,0.25,0.5,0.0]",-0.7492134495681139,0.32374395859420435,"[-0.7492134495681139,0.32374395859420435]",2
81,Grup amor,0.1111111111111111,9.0,0.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.1111111111111111,"[0.1111111111111111,0.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.1111111111111111]",-0.10664994382123183,0.6093257327449033,"[-0.10664994382123183,0.6093257327449033]",3
82,HanaP,0.0,5.0,0.0,1.0,0.6,0.4,0.8,0.0,0.0,"(8,[2,3,4,5],[1.0,0.6,0.4,0.8])",0.27233733458135667,0.6554929180412187,"[0.27233733458135667,0.6554929180412187]",3
83,Hrvoje Juvancic,0.2222222222222222,9.0,0.7777777777777778,0.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.0,0.0,"[0.2222222222222222,0.7777777777777778,0.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.0,0.0]",-0.10988589553732303,-0.6199893300489474,"[-0.10988589553732303,-0.6199893300489474]",1
84,Igor Šutic,0.7692307692307693,13.0,0.15384615384615385,0.07692307692307693,0.0,1.0,0.9230769230769231,0.0,0.0,"[0.7692307692307693,0.15384615384615385,0.07692307692307693,0.0,1.0,0.9230769230769231,0.0,0.0]",-0.8973766710781335,-0.21802312167612908,"[-0.8973766710781335,-0.21802312167612908]",0
85,Igor Žafran,0.6923076923076923,13.0,0.15384615384615385,0.15384615384615385,0.0,1.0,0.46153846153846156,0.23076923076923078,0.23076923076923078,"[0.6923076923076923,0.15384615384615385,0.15384615384615385,0.0,1.0,0.46153846153846156,0.23076923076923078,0.23076923076923078]",-0.8329587634964679,-0.07656087610701592,"[-0.8329587634964679,-0.07656087610701592]",0
86,Igor29,0.16666666666666666,6.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,0.0,"[0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,0.0]",0.5228803013422435,-0.6522314148578561,"[0.5228803013422435,-0.6522314148578561]",4
87,IgorGancevic,0.0,8.0,0.375,0.625,0.75,0.25,0.625,0.125,0.125,"[0.0,0.375,0.625,0.75,0.25,0.625,0.125,0.125]",0.49222304092535946,0.16452983266351573,"[0.49222304092535946,0.16452983266351573]",3
